role_type,role_label,role_event,role_event_label,role_event_type,name,person_uri,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,cnt_org
http://data.semanticweb.org/ns/swc/ontology#Chair,Organizer,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Deborah McGuinness,http://data.semanticweb.org/person/deborah-mcguinness,http://www.ksl.stanford.edu/people/dlm/,,,71ff9c05d8111e6a4bfcbd452a5c5579b24c39dc,1,Knowledge Systems Laboratory;Stanford University,2
http://data.semanticweb.org/ns/swc/ontology#Chair,Organizer,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Isabel F. Cruz,http://data.semanticweb.org/person/isabel-f-cruz,,,,450162ac52a51c1ed888fa843c004bbc77d8e757,1,University of Illinois at Chicago,1
http://data.semanticweb.org/ns/swc/ontology#Chair,Organizer,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Jérôme Euzenat,http://data.semanticweb.org/person/jerome-euzenat,,,,9a5ee047a26b4e42a17b2f544444c0c0acea69fa,1,INRIA Rhône-Alpes;INRIA,2
http://data.semanticweb.org/ns/swc/ontology#Chair,Organizer,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Stefan Decker,http://data.semanticweb.org/person/stefan-decker,,,,4063b567af59f3942ef8de5fa4a88b132245cbbd,1,Stanford University,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Aaron Swartz,http://data.semanticweb.org/person/aaron-swartz,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Abir Qasem,http://data.semanticweb.org/person/abir-qasem,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Abraham Bernstein,http://data.semanticweb.org/person/abraham-bernstein,,,,,0,New York University,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Ada Hungerford,http://data.semanticweb.org/person/ada-hungerford,,,,,0,NIH,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Alan Bush,http://data.semanticweb.org/person/alan-bush,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Alexander Maedche,http://data.semanticweb.org/person/alexander-maedche,,,,,0,"FZI, University of Karlsruhe",1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Anca Mosoiu,http://data.semanticweb.org/person/anca-mosoiu,,,,,0,Razorfish,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Andreas Eberhart,http://data.semanticweb.org/person/andreas-eberhart,,,,,0,International University in Germany,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Andreas Harth,http://data.semanticweb.org/person/andreas-harth,,,,,0,University of Würzburg,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Antonio Sanfilippo,http://data.semanticweb.org/person/antonio-sanfilippo,,,,,0,Lingomotors,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Anurag Kumar Gupta,http://data.semanticweb.org/person/anurag-kumar-gupta,,,,,0,Motorola,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Arthur Thomas,http://data.semanticweb.org/person/arthur-thomas,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Aseem Das,http://data.semanticweb.org/person/aseem-das,,,,,0,VerticalNet,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Atanas Kiryakov,http://data.semanticweb.org/person/atanas-kiryakov,,,,,0,Ontotext,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Avron Barr,http://data.semanticweb.org/person/avron-barr,,,,,0,Aldo ventures,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Baiju Shah,http://data.semanticweb.org/person/baiju-shah,,,,,0,Accenture,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Barney Pell,http://data.semanticweb.org/person/barney-pell,,,,,0,Whizbang !,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bernard Moulin,http://data.semanticweb.org/person/bernard-moulin,,,,,0,Laval University,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bernard Vatant,http://data.semanticweb.org/person/bernard-vatant,,,,c41a0811e1ec7c7259452111eac911d42aea7005,1,Mondeca,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bertram Ludaescher,http://data.semanticweb.org/person/bertram-ludaescher,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bill Zoellick,http://data.semanticweb.org/person/bill-zoellick,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bob J. Wielinga,http://data.semanticweb.org/person/bob-j-wielinga,,,,,0,University of Amsterdam,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bob Smith,http://data.semanticweb.org/person/bob-smith,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Boris Wolf,http://data.semanticweb.org/person/boris-wolf,,,,,0,University of Hanover,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Boyd Waters,http://data.semanticweb.org/person/boyd-waters,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bradley P. Allen,http://data.semanticweb.org/person/bradley-p-allen,,,,,0,,0
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Bret Peterson,http://data.semanticweb.org/person/bret-peterson,,,,,0,NCRR,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Brett Lider,http://data.semanticweb.org/person/brett-lider,,,,,0,Razorfish,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Brian Kettler,http://data.semanticweb.org/person/brian-kettler,,,,,0,ISX Corporation,1
http://data.semanticweb.org/ns/swc/ontology#Delegate,Participant,http://data.semanticweb.org/conference/iswc/2001,The First Semantic Web Working Symposium,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,Carol Maxwell,http://data.semanticweb.org/person/carol-maxwell,,,,,0,"SMI, Stanford University",1
