name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Aidan Hogan,http://data.semanticweb.org/person/aidan-hogan,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Research Track),2,2,http://aidanhogan.com/,,,,0,DERI,"DERI; Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway; Digital Enterprise Research Institute, NUI Galway; Digital Enterprise Research Institute, National University
of Ireland, Galway; DERI Galway; DERI - National University of Ireland, Galway; Digital Enterprise Research Institute (DERI), Galway; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; Digital Enterprise Research Institute; DERI, NUI Galway; Digital Enterprise Research Institute (DERI), NUI Galway; Digital Enterprise Research Institute, National University of Ireland, Galway; DERI, National University of Ireland, Galway; DERI, National University of Ireland galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Aikaterini Kalou,http://data.semanticweb.org/person/aikaterini-kalou,http://data.semanticweb.org/conference/iswc/2011,,0,2,,,,,0,"Department of  Computer Engineering and Informatics,
University of Patras","Department of  Computer Engineering and Informatics,
University of Patras; Deparments of Computer Engineering and Informatics, University of Patras; Deparments of Computer Engineering and Informatics,
University of Patras; Department of  Computer Engineering and Informatics, University of Patras",http://data.semanticweb.org/organization/department-of-computer-engineering-and-informatics-university-of-patras,1
Akira Mori,http://data.semanticweb.org/person/akira-mori,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"The National Institute of Advanced Industrial Science and
Technology","The National Institute of Advanced Industrial Science and
Technology",http://data.semanticweb.org/organization/national-institute-of-advanced-industrial-science-and-technology,1
Alan Rector,http://data.semanticweb.org/person/alan-rector,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.cs.man.ac.uk/~rector/,,,,0,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Alan Ruttenberg,http://data.semanticweb.org/person/alan-ruttenberg,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://sciencecommons.org/about/whoweare/ruttenberg/,,,,0,Science Commons,Science Commons,http://data.semanticweb.org/organization/science-commons,1
Alasdair Gray,http://data.semanticweb.org/person/alasdair-j-g-gray,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://www.cs.man.ac.uk/~graya/,,,,0,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Aldo Gangemi,http://data.semanticweb.org/person/aldo-gangemi,http://data.semanticweb.org/conference/iswc/2011,Senior PC Member at ISWC2011 (Research Track); ISWC2011 Session Chair,2,1,http://stlab.istc.cnr.it/Aldo_Gangemi,,,,0,"STLab, ISTC-CNR","STLab, ISTC-CNR; Università di Bologna, STLab (ISTC-CNR); STLab (ISTC-CNR); University of Bologna, STLab (ISTC-CNR); STLab, ISTC-CNR, Rome; ISTC-CNR; CNR-ISTC",http://data.semanticweb.org/organization/stlab-istc-cnr; http://data.semanticweb.org/organization/cnr-istc-italy,2
Alejandro Mallea,http://data.semanticweb.org/person/alejandro-mallea,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://db.ing.puc.cl/amallea/,,,,0,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile; PUC Chile,http://data.semanticweb.org/organization/pontificia-universidad-catolica-de-chile,1
Aleksandar Giljanovic,http://data.semanticweb.org/person/aleksandar-giljanovic,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Athabasca University,Athabasca University,http://data.semanticweb.org/organization/athabasca-university,1
Alessandra Mileo,http://data.semanticweb.org/person/alessandra-mileo,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://sites.google.com/site/alessandramileoweb/,,,,0,"Nomadis Research Lab., University of Milano-Bicocca","Nomadis Research Lab., University of Milano-Bicocca",http://data.semanticweb.org/organization/nomadis-research-lab-university-of-milano-bicocca,1
Alessandro Adamou,http://data.semanticweb.org/person/alessandro-adamou,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,ISTC-CNR,ISTC-CNR; CNR-ISTC,http://data.semanticweb.org/organization/cnr-istc-italy,1
Alex  Stolz,http://data.semanticweb.org/person/alex-stolz,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.unibw.de/ebusiness/,,,,0,"Bundeswehr University Munich, Germany","Bundeswehr University Munich, Germany",http://data.semanticweb.org/organization/bundeswehr-university-munich-germany,1
Alexandre Passant,http://data.semanticweb.org/person/alexandre-passant,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Research Track); PC Member at ISWC2011 (Semantic Web in Use),3,3,http://apassant.net; http://apassant.net/,,,,0,DERI,"DERI; Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway; Digital Enterprise Research Institute, NUI Galway; Digital Enterprise Research Institute, National University
of Ireland, Galway; DERI Galway; DERI - National University of Ireland, Galway; Digital Enterprise Research Institute (DERI), Galway; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; Digital Enterprise Research Institute; DERI, NUI Galway; Digital Enterprise Research Institute (DERI), NUI Galway; Digital Enterprise Research Institute, National University of Ireland, Galway; DERI, National University of Ireland, Galway; DERI, National University of Ireland galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Alexey Boyarsky,http://data.semanticweb.org/person/alexey-boyarsky,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,EPFL,EPFL,http://data.semanticweb.org/organization/epfl,1
Alfio Massimiliano Gliozzo,http://data.semanticweb.org/person/alfio-massimiliano-gliozzo,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.linkedin.com/in/gliozzo,,,,0,"IBM T.J. Watson Research, Deep QA – Algorithms Team","IBM T.J. Watson Research, Deep QA – Algorithms Team",http://data.semanticweb.org/organization/ibm-t-j-watson-research-deep-qa-algorithms-team,1
Ali Khalili,http://data.semanticweb.org/person/ali-khalili,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://aksw.org/AliKhalili,,,,0,university of leipzig,"university of leipzig; University of Leipzig, Department of Computer Science; Universität Leipzig; University of Leipzig; Leipzig University",http://data.semanticweb.org/organization/universitaet-leipzig,1
Alice Hermann,http://data.semanticweb.org/person/alice-hermann,http://data.semanticweb.org/conference/iswc/2011,,0,2,,,,,0,IRISA/Universite de Rennes 1,IRISA/Universite de Rennes 1; IRISA/INSA de Rennes; INSA de Rennes,http://data.semanticweb.org/organization/irisa-universite-rennes-1; http://data.semanticweb.org/organization/insa-de-rennes,2
Allan Third,http://data.semanticweb.org/person/allan-third,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"KMi, The Open University","KMi, The Open University; Knowledge Media Institute (KMi), The Open University; KMi; Knowledge Media Institute, The Open University; Knowledge Media Institute, the Open University; Knowledge Media Institute - The Open University; Open University; The Open University; Knowledge Media Institute, Open University, UK; Knowledge Media Institute, The Open University, UK; KMI",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Amit Sheth,http://data.semanticweb.org/person/amit-sheth,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,1,http://knoesis.org/~amit,,,,0,"Kno.e.sis Center, Wright State University, Dayton, Ohio","Kno.e.sis Center, Wright State University, Dayton, Ohio; Kno.e.sis Center, Wright State University; Kno.e.sis Center, Wright State University, Dayton, OH; Kno.e.sis",http://data.semanticweb.org/organization/wright-state-university,1
Amparo E. Cano,http://data.semanticweb.org/person/amparo-e.-cano,http://data.semanticweb.org/conference/iswc/2011,,0,2,,,,,0,The University of Sheffield,The University of Sheffield; University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield-uk,1
Anand Ranganathan,http://data.semanticweb.org/person/anand-ranganathan,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,,,,,0,IBM TJ Watson Research Center,IBM TJ Watson Research Center; IBM T.J. Watson Research Center,http://data.semanticweb.org/organization/ibm-watson-research-center,1
Anastasios Kementsietsidis,http://data.semanticweb.org/person/anastasios-kementsietsidis,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://domino.research.ibm.com/comm/research_people.nsf/pages/akement.index.html,,,,0,IBM TJ Watson Research Center,IBM TJ Watson Research Center; IBM T.J. Watson Research Center,http://data.semanticweb.org/organization/ibm-watson-research-center,1
Andrea Matteini,http://data.semanticweb.org/person/andrea-matteini,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,MediaEvent Services GmbH,MediaEvent Services GmbH,http://data.semanticweb.org/organization/mediaevent-services,1
Andrea Giovanni Nuzzolese,http://data.semanticweb.org/person/andrea-nuzzolese,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"STLab, ISTC-CNR","STLab, ISTC-CNR; Università di Bologna, STLab (ISTC-CNR); STLab (ISTC-CNR); University of Bologna, STLab (ISTC-CNR); STLab, ISTC-CNR, Rome",http://data.semanticweb.org/organization/stlab-istc-cnr,1
Andrea Wei-Ching Huang,http://data.semanticweb.org/person/andrea-wei-ching-huang,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Academia Sinica,Academia Sinica,http://data.semanticweb.org/organization/academia-sinica,1
Andreas Abecker,http://data.semanticweb.org/person/andreas-abecker,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,disy Informationssysteme GmbH,disy Informationssysteme GmbH,http://data.semanticweb.org/organization/disy-informationssysteme-gmbh,1
Andreas Blumauer,http://data.semanticweb.org/person/andreas-blumauer,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Semantic Web Company,Semantic Web Company; SEmantic Web Company; Semantic Web Company GmbH,http://data.semanticweb.org/organization/semantic-web-company,1
Andreas Filler,http://data.semanticweb.org/person/andreas-filler,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://im.dm.hs-furtwangen.de,,,,0,Hochschule Furtwangen University,Hochschule Furtwangen University,http://data.semanticweb.org/organization/hochschule-furtwangen-university,1
Andreas  Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track); PC Member at ISWC2011 (Poster and Demonstration Track),2,1,http://harth.org/andreas/,,,,0,AIFB,"AIFB; Institute AIFB, University of Karlsruhe; Institute AIFB; AIFB, University of Karlsruhe; southeast university; AIFB,  Karlsruhe Institute of Technology; AIFB, Karlsruhe Institute of Technology; School of Computer Science and Engineering, Southeast University; Institute AIFB - Karlsruhe Institute of Technology; Institute AIFB, Karlsruhe Institute of Technology",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Andreas Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track); PC Member at ISWC2011 (Poster and Demonstration Track),2,1,http://harth.org/andreas/,,,,0,AIFB,"AIFB; Institute AIFB, University of Karlsruhe; Institute AIFB; AIFB, University of Karlsruhe; southeast university; AIFB,  Karlsruhe Institute of Technology; AIFB, Karlsruhe Institute of Technology; School of Computer Science and Engineering, Southeast University; Institute AIFB - Karlsruhe Institute of Technology; Institute AIFB, Karlsruhe Institute of Technology",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Andreas Koller,http://data.semanticweb.org/person/andreas-koller,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Semantic Web Company,Semantic Web Company; SEmantic Web Company; Semantic Web Company GmbH,http://data.semanticweb.org/organization/semantic-web-company,1
Andreas Schultz,http://data.semanticweb.org/person/andreas-schultz,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Free University of Berlin,Free University of Berlin; Freie Universität Berlin; Free University Berlin,http://data.semanticweb.org/organization/freie-universitaet-berlin,1
Andreas Schwarte,http://data.semanticweb.org/person/andreas-schwarte,http://data.semanticweb.org/conference/iswc/2011,,0,2,,,,,0,fluid Operations AG,fluid Operations AG; fluid Operations,http://data.semanticweb.org/organization/fluid-operations,1
Andreas Thalhammer,http://data.semanticweb.org/person/andreas-thalhammer,http://data.semanticweb.org/conference/iswc/2011,,0,2,,,,,0,Universität Innsbruck,"Universität Innsbruck; University of Innsbruck, Austria; University of Innsbruck; STI International",http://data.semanticweb.org/organization/universitaet-innsbruck; http://data.semanticweb.org/organization/deri-universitaet-innsbruck,2
Andreas Thor,http://data.semanticweb.org/person/andreas-thor,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,University of Maryland College Park,"University of Maryland College Park; University of Maryland; University of Maryland, Baltimore County; University of Maryland, College Park; University of Maryland - College Park",http://data.semanticweb.org/organization/university-of-maryland,1
Andreas Zankl,http://data.semanticweb.org/person/andreas-zankl,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"Bone Dysplasia Research Group, UQ Centre for Clinical
Research (UQCCR), The University of Queensland","Bone Dysplasia Research Group, UQ Centre for Clinical
Research (UQCCR), The University of Queensland",http://data.semanticweb.org/organization/bone-dysplasia-research-group-uq-centre-for-clinical-research-uqccr-the-university-of-queensland,1
Andrew Winget,http://data.semanticweb.org/person/andrew-winget,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,St. John's College,St. John's College,http://data.semanticweb.org/organization/st-john-s-college,1
Andriy Nikolov,http://data.semanticweb.org/person/andriy-nikolov,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"KMi, The Open University","KMi, The Open University; Knowledge Media Institute (KMi), The Open University; KMi; Knowledge Media Institute, The Open University; Knowledge Media Institute, the Open University; Knowledge Media Institute - The Open University; Open University; The Open University; Knowledge Media Institute, Open University, UK; Knowledge Media Institute, The Open University, UK; KMI",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Andy Seaborne,http://data.semanticweb.org/person/andy-seaborne,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.epimorphics.com/web/about,,,,0,Epimorhics Ltd,Epimorhics Ltd,http://data.semanticweb.org/organization/epimorhics-ltd,1
Anisa Rula,http://data.semanticweb.org/person/anisa-rula,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.disco.unimib.it,,,,0,University of Milano Bicocca,University of Milano Bicocca,http://data.semanticweb.org/organization/university-of-milano-bicocca,1
Anna Lisa Gentile,http://data.semanticweb.org/person/anna-lisa-gentile,http://data.semanticweb.org/conference/iswc/2011,,0,2,http://www.dcs.shef.ac.uk/~annalisa,,,,0,The University of Sheffield,The University of Sheffield; University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield-uk,1
Anna Rovella,http://data.semanticweb.org/person/anna-rovella,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,"Dipartimento Sistemi di Produzione, Consiglio Nazionale
delle Ricerche, Italy","Dipartimento Sistemi di Produzione, Consiglio Nazionale
delle Ricerche, Italy",http://data.semanticweb.org/organization/dipartimento-sistemi-di-produzione-consiglio-nazionale-delle-ricerche-italy,1
Anna Fensel,http://data.semanticweb.org/person/anna-v-zhdanova,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track),1,0,http://userver.ftw.at/~zhdanova,,,,0,FTW Telecommunications Research Center Vienna,FTW Telecommunications Research Center Vienna,http://data.semanticweb.org/organization/ftw-telecommunications-research-center-vienna,1
Anni-Yasmin Turhan,http://data.semanticweb.org/person/anni-yasmin-turhan,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://lat.inf.tu-dresden.de/~turhan,,,,0,TU Dresden,TU Dresden,http://data.semanticweb.org/organization/tu-dresden,1
Ansgar Scherp,http://data.semanticweb.org/person/ansgar-scherp,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,1,,,,,0,University of Koblenz,"University of Koblenz; University Koblenz-Landau; University of Koblenz-Landau; University of Koblenz-Landau, Germany",http://data.semanticweb.org/organization/university-of-koblenz-landau,1
Anthony Cohn,http://data.semanticweb.org/person/anthony-g-cohn,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.comp.leeds.ac.uk/agc,,,,0,University of Leeds,University of Leeds,http://data.semanticweb.org/organization/university-of-leeds,1
Antoine Zimmermann,http://data.semanticweb.org/person/antoine-zimmermann,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://zimmer.aprilfoolsreview.com/,,,,0,DERI,"DERI; Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway; Digital Enterprise Research Institute, NUI Galway; Digital Enterprise Research Institute, National University
of Ireland, Galway; DERI Galway; DERI - National University of Ireland, Galway; Digital Enterprise Research Institute (DERI), Galway; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; Digital Enterprise Research Institute; DERI, NUI Galway; Digital Enterprise Research Institute (DERI), NUI Galway; Digital Enterprise Research Institute, National University of Ireland, Galway; DERI, National University of Ireland, Galway; DERI, National University of Ireland galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Anupriya Ankolekar,http://data.semanticweb.org/person/anupriya-ankolekar,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Semantic Web in Use),1,0,,,,,0,HP Labs,HP Labs,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
Ario Santoso,http://data.semanticweb.org/person/ario-santoso,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano; Free University of Bozen - Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Audun Stolpe,http://data.semanticweb.org/person/audun-stolpe,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,University of Oslo,University of Oslo,http://data.semanticweb.org/organization/university-of-oslo,1
Axel-Cyrille Ngonga Ngomo,http://data.semanticweb.org/person/axel-cyrille-ngonga-ngomo,http://data.semanticweb.org/conference/iswc/2011,,0,2,http://bis.uni-leipzig.de/AxelNgonga; http://aksw.org,,,,0,university of leipzig,"university of leipzig; University of Leipzig, Department of Computer Science; Universität Leipzig; University of Leipzig; Leipzig University",http://data.semanticweb.org/organization/universitaet-leipzig,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Semantic Web in Use); Senior PC Member at ISWC2011 (Research Track); ISWC2011 Session Chair,4,1,http://polleres.net/; http://www.polleres.net,,,,0,DERI,"DERI; Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway; Digital Enterprise Research Institute, NUI Galway; Digital Enterprise Research Institute, National University
of Ireland, Galway; DERI Galway; DERI - National University of Ireland, Galway; Digital Enterprise Research Institute (DERI), Galway; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; Digital Enterprise Research Institute; DERI, NUI Galway; Digital Enterprise Research Institute (DERI), NUI Galway; Digital Enterprise Research Institute, National University of Ireland, Galway; DERI, National University of Ireland, Galway; DERI, National University of Ireland galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Balthasar Schopman,http://data.semanticweb.org/person/balthasar-schopman,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.few.vu.nl/~schopman/,,,,0,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam; University of Amsterdam/Vrije Universiteit Amsterdam; VU University Amsterdam; Vrije University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Barna Saha,http://data.semanticweb.org/person/barna-saha,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.cs.umd.edu/~barna,,,,0,University of Maryland College Park,"University of Maryland College Park; University of Maryland; University of Maryland, Baltimore County; University of Maryland, College Park; University of Maryland - College Park",http://data.semanticweb.org/organization/university-of-maryland,1
Basil Ell,http://data.semanticweb.org/person/basil-ell,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,AIFB,"AIFB; Institute AIFB, University of Karlsruhe; Institute AIFB; AIFB, University of Karlsruhe; southeast university; AIFB,  Karlsruhe Institute of Technology; AIFB, Karlsruhe Institute of Technology; School of Computer Science and Engineering, Southeast University; Institute AIFB - Karlsruhe Institute of Technology; Institute AIFB, Karlsruhe Institute of Technology",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Behshid Behkamal,http://data.semanticweb.org/person/behshid-behkamal,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://wtlab.um.ac.ir,,,,0,Ferdowsi University of Mashhad,Ferdowsi University of Mashhad,http://data.semanticweb.org/organization/ferdowsi-university-of-mashhad,1
Benedikt Kämpgen,http://data.semanticweb.org/person/benedikt-kaempgen,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,AIFB,"AIFB; Institute AIFB, University of Karlsruhe; Institute AIFB; AIFB, University of Karlsruhe; southeast university; AIFB,  Karlsruhe Institute of Technology; AIFB, Karlsruhe Institute of Technology; School of Computer Science and Engineering, Southeast University; Institute AIFB - Karlsruhe Institute of Technology; Institute AIFB, Karlsruhe Institute of Technology",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Benoit Christophe,http://data.semanticweb.org/person/benoit-christophe,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,0,http://fr.linkedin.com/in/benoitchristophe,,,,0,Alcatel-Lucent Bell Labs France,Alcatel-Lucent Bell Labs France,http://data.semanticweb.org/organization/alcatel-lucent-bell-labs-france,1
Bernard Vatant,http://data.semanticweb.org/person/bernard-vatant,http://data.semanticweb.org/conference/iswc/2011,,0,1,http://www.mondeca.com,,,,0,Mondeca,Mondeca,http://data.semanticweb.org/organization/mondeca,1
Bernardo Cuenca Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Research Track),2,2,http://web.comlab.ox.ac.uk/people/bernardo.cuenca.grau/,,,,0,The University of Oxford,The University of Oxford; Oxford University; University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bernardo Cuenca-Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Research Track),2,2,http://web.comlab.ox.ac.uk/people/bernardo.cuenca.grau/,,,,0,The University of Oxford,The University of Oxford; Oxford University; University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bernardo Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Poster and Demonstration Track); PC Member at ISWC2011 (Research Track),2,2,http://web.comlab.ox.ac.uk/people/bernardo.cuenca.grau/,,,,0,The University of Oxford,The University of Oxford; Oxford University; University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bernhard Schandl,http://data.semanticweb.org/person/bernhard-schandl,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track); PC Member at ISWC2011 (Poster and Demonstration Track),2,1,http://www.gnowsis.com,,,,0,Gnowsis.com,"Gnowsis.com; Gnowsis; University of Vienna, Department of Distributed and Multimedia Systems",http://data.semanticweb.org/organization/gnowsis; http://data.semanticweb.org/organization/ddms-university-vienna,2
Bianca Pereira,http://data.semanticweb.org/person/bianca-pereira,http://data.semanticweb.org/conference/iswc/2011,,0,1,,,,,0,DERI,"DERI; Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway; Digital Enterprise Research Institute, NUI Galway; Digital Enterprise Research Institute, National University
of Ireland, Galway; DERI Galway; DERI - National University of Ireland, Galway; Digital Enterprise Research Institute (DERI), Galway; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; Digital Enterprise Research Institute; DERI, NUI Galway; Digital Enterprise Research Institute (DERI), NUI Galway; Digital Enterprise Research Institute, National University of Ireland, Galway; DERI, National University of Ireland, Galway; DERI, National University of Ireland galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2011,PC Member at ISWC2011 (Research Track),1,4,http://www.cs.man.ac.uk/~bparsia,,,,0,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
