event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo,category
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/doctoral-consortium,http://data.semanticweb.org/conference/iswc-aswc/2007,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,ISWC+ASWC 2007 Doctoral Consortium,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,http://data.semanticweb.org/conference/iswc-aswc/2007,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,ISWC+ASWC 2007 Research Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use,http://data.semanticweb.org/conference/iswc-aswc/2007,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,ISWC+ASWC 2007 Semantic Web in Use Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use/session/in-use-1-making-value,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,In Use 1: Making Value Out Of Semantic Web Data,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use/session/in-use-2-application-of,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,In Use 2: Application of Semantics in the Public Sector,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use/session/in-use-3-generating-knowledge,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,In Use 3: Generating Knowledge for Business,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use/session/in-use-4-bringing-research,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/in-use,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,In Use 4: Bringing Research To Industrial Usefulness,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-10-natural-language-interfaces,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 10: Natural-Language Interfaces,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-11-ontology-design,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 11: Ontology Design and Evaluation,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-12-ontology-alignment,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 12: Ontology Alignment,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-13-querying-semantic,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 13: Querying Semantic Web Data,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-14-semantic-web,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 14: Semantic Web Languages,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research/session/research-15-creating-semantic,http://data.semanticweb.org/conference/iswc-aswc/2007/tracks/research,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Research 15: Creating Semantic Web Content (II),,,,,,,,,,,,,,,,,
