name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Aldo Gangemi,http://data.semanticweb.org/person/aldo-gangemi,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,8d7f004803b48a3b7c5e9f73dc16953069a6632d,1,"Semantic TechnoIogy Lab, CNR","Semantic TechnoIogy Lab, CNR; CNR; Semantic TechnoIogy Lab. ISTC-CNR; CNR-ISTC",http://data.semanticweb.org/organization/cnr-istc-italy,1
Alex Donaldson,http://data.semanticweb.org/person/alex-donaldson,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,,0,Pacific Northwest National Laboratory,Pacific Northwest National Laboratory,http://data.semanticweb.org/organization/pacific-northwest-national-laboratory,1
Alex Kass,http://data.semanticweb.org/person/alex-kass,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,795fec1a9601795059507643c1fc8693cb709c5a,1,Accenture Technology Labs,Accenture Technology Labs,http://data.semanticweb.org/organization/accenture-technology-labs,1
Alexa Breuing,http://data.semanticweb.org/person/alexa-breuing,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,1e4da1fdea01d6d4b1f1d8262a3c279c99df8379,1,University of Bielefeld,University of Bielefeld,http://data.semanticweb.org/organization/university-of-bielefeld,1
Alexander Löser,http://data.semanticweb.org/person/alexander-loeser,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,e8ccd7ec47beae53db45584d8d2a4125a48e55b9,1,SAP Research,"SAP Research; SAP AG, SAP Research",http://data.semanticweb.org/organization/sap-research,1
Alexandra Poulovassilis,http://data.semanticweb.org/person/alexandra-poulovassilis,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,b804c68178a28ccde3196f5512affec2d7ded34c,1,,,,0
Alexey Tsymbal,http://data.semanticweb.org/person/alexey-tsymbal,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,64d57897e860a4173a76e23af4b62053f1f2bf53,1,"Corporate Technology Division Siemens AG Erlangen, Germany","Corporate Technology Division Siemens AG Erlangen, Germany",http://data.semanticweb.org/organization/corporate-technology-division-siemens-ag-erlangen-germany,1
Ali Mamat,http://data.semanticweb.org/person/ali-mamat,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,eb80b56f9592b52a76cb3e251313eb8d6c179399,1,Universiti Putra Malaysia (UPM),Universiti Putra Malaysia (UPM),http://data.semanticweb.org/organization/universiti-putra-malaysia-upm,1
Alistair Russell,http://data.semanticweb.org/person/alistair-russell,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,715b6e6c2ddfb2ac7b03142d28fc1838d12de348,1,University of Southampton,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Alvaro Graves,http://data.semanticweb.org/person/alvaro-graves,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,d202e08271ceb8161f29aa2698aa84c3539ab7d3,1,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute; RPI,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Aman Shakya,http://data.semanticweb.org/person/aman-shakya,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,6f397553a28dd90acb21de420945fde4c3b36c54,1,National Institute of Informatics,National Institute of Informatics,http://data.semanticweb.org/organization/national-institute-of-informatics-japan,1
Amancio Bouza,http://data.semanticweb.org/person/amancio-bouza,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,9832cfc3c7b3521deb764fe5c36fe93d90cf156b,1,University of Zurich,"University of Zurich; Department of Informatics, University of Zurich; Univ Zürich",http://data.semanticweb.org/organization/university-of-zurich,1
America Holloway,http://data.semanticweb.org/person/america-holloway,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,313cb8c0a45d8fa3d32bf47d3a1f0fd63c1115a1,1,"University of California, Irvine","University of California, Irvine",http://data.semanticweb.org/organization/university-of-california-irvine,1
Amit P. Sheth,http://data.semanticweb.org/person/amit-sheth,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,c903202d3919813029e4dc56efbe0a2b2443074c,1,Wright State University,"Wright State University; Kno.e.sis Center, Wright State University",http://data.semanticweb.org/organization/wright-state-university,1
Amit Sheth,http://data.semanticweb.org/person/amit-sheth,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,c903202d3919813029e4dc56efbe0a2b2443074c,1,Wright State University,"Wright State University; Kno.e.sis Center, Wright State University",http://data.semanticweb.org/organization/wright-state-university,1
Andreas Hotho,http://data.semanticweb.org/person/andreas-hotho,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,618346f249ba96ff62d1a2765d7badc4282125ad,1,University of Kassel,University of Kassel,http://data.semanticweb.org/organization/university-of-kassel,1
Andreas Wechselberger,http://data.semanticweb.org/person/andreas-wechselberger,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,7c688befb97d4a51142b9af0690841c6348eccd4,1,"Bundeswehr University Munich, Germany","Bundeswehr University Munich, Germany",http://data.semanticweb.org/organization/bundeswehr-university-munich-germany,1
Andrew Branson,http://data.semanticweb.org/person/andrew-branson,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,eafd6f401ff0083b6a1d5cd77ccc16213cbb7339,1,"University of the West of England, Bristol","University of the West of England, Bristol; University of the West of England",http://data.semanticweb.org/organization/university-of-the-west-of-england-bristol,1
Andrew Buttigieg,http://data.semanticweb.org/person/andrew-buttigieg,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,8ca699c5452125759cab0b95fa9af8700cf6e2b8,1,University of Malta,University of Malta,http://data.semanticweb.org/organization/university-of-malta,1
Anne Eberhardt,http://data.semanticweb.org/person/anne-eberhardt,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,,0,Universität Karlsruhe,Universität Karlsruhe; University of Karlsruhe,http://data.semanticweb.org/organization/universitaet-karlsruhe,1
Anthony G. Cohn,http://data.semanticweb.org/person/anthony-g-cohn,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,405fc64aabd338520f29ee885b478f23f845b9e1,1,University of Leeds,University of Leeds,http://data.semanticweb.org/organization/university-of-leeds,1
Anupam Joshi,http://data.semanticweb.org/person/anupam-joshi,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,de4984eb69b9610f133321ac8b1fc38de56661e3,1,"University of Maryland, Baltimore County","University of Maryland, Baltimore County; University of Maryland Baltimore County; Univ Maryland",http://data.semanticweb.org/organization/university-of-maryland,1
Anupriya Ankolekar,http://data.semanticweb.org/person/anupriya-ankolekar,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,9a7019b0a99d67401833dcd7c77d7971cdad7cdf,1,"Institute AIFB, University of Karlsruhe","Institute AIFB, University of Karlsruhe; AIFB, Universität Karlsruhe (TH); AIFB, University of Karlsruhe; Insitute AIFB, University Karlsruhe; Institute AIFB, Universität Karlsruhe (TH); AIFB, Universität Karlsruhe",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Aris van Dijk,http://data.semanticweb.org/person/aris-van-dijk,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,250807b478efe3ffc68b9f620989fe57dfe17226,1,University of Utrecht,University of Utrecht; Universiteit Utrecht,http://data.semanticweb.org/organization/universiteit-utrecht,1
Ashok Malhotra,http://data.semanticweb.org/person/ashok-malhotra,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,ad69cf87db4b41d29e7d1da6a63d5d7c65ce1346,1,Oracle,Oracle,http://data.semanticweb.org/organization/oracle-corporation,1
Asunción Gómez-Pérez,http://data.semanticweb.org/person/asuncion-gomez-perez,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,f929b4dab306ec656affc5136763b6fe14c2347e,1,Universidad Politécnica de Madrid,Universidad Politécnica de Madrid; Ontology Engineering Group. Laboratorio de Inteligencia Artificial. Facultad de Informática. Universidad Politécnica de Madrid.; Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,35a8d4858ba240996a6f71836d93fbfdcd2b4843,1,"DERI, National University of Ireland, Galway","DERI, National University of Ireland, Galway; Digital Enterprise Research Institute, Galway; DERI, NUIG; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; DERI NUIG; DERI Galway; Digital Enterprise Research Institute (DERI), Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Bella Manoim,http://data.semanticweb.org/person/bella-manoim,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,1fc3b15a252d8c9cd40c6256e3dacf993ca402b5,1,Bard College,Bard College,http://data.semanticweb.org/organization/bard-college,1
Benjamin Dai,http://data.semanticweb.org/person/benjamin-dai,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,e1568d64b692f22f5b024b12e1c5bf28fe31046e,1,Stanford University,Stanford University; Stanford University - BMIR,http://data.semanticweb.org/organization/stanford-university,1
Benjamin Grosof,http://data.semanticweb.org/person/benjamin-grosof,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,,0,Vulcan Inc.,Vulcan Inc.,http://data.semanticweb.org/organization/vulcan-inc,1
Benjamin Nowack,http://data.semanticweb.org/person/benjamin-nowack,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,9dc29db1837fd2125697e362da67d413a8cea7ab,1,semsol,semsol,http://data.semanticweb.org/organization/semsol,1
Bernardo Cuenca Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,04c26ecbc4b7ae7a158b6d67ac3d877fe41190e7,1,,,,0
Bernhard Krabina,http://data.semanticweb.org/person/bernhard-krabina,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,aeca791f6d79e0dd2429e2869e227d2bf044ca98,1,KDZ - Centre for Public Administration Research,KDZ - Centre for Public Administration Research,http://data.semanticweb.org/organization/kdz-centre-for-public-administration-research,1
Bertram Ludaescher,http://data.semanticweb.org/person/bertram-ludaescher,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,55132fa000f6ffc4a6e2ecd158216a44d091fab7,1,UC Davis,UC Davis,http://data.semanticweb.org/organization/uc-davis,1
Bertrand Souville,http://data.semanticweb.org/person/bertrand-souville,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,39afbb85d376f8fa637fa773fe193950b8ce10b6,1,"DoCoMo Euro-Lab, Munich","DoCoMo Euro-Lab, Munich; DoCoMo Euro-Labs; DoCoMo Euro labs; DoCoMo Euro-labs",http://data.semanticweb.org/organization/docomo-euro-labs,1
Bettina Bauer-Messmer,http://data.semanticweb.org/person/bettina-bauer-messmer,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,dfeb0eb063045e27bd64fe020ec94d7a5a1f7fab,1,"Swiss Federal Institute for Forest, Snow and Landscape Research, An Institute of the ETH Board","Swiss Federal Institute for Forest, Snow and Landscape Research, An Institute of the ETH Board; Swiss Federal Institute for Forest, Snow and Landscape Research",http://data.semanticweb.org/organization/swiss-federal-institute-for-forest-snow-and-landscape-research,1
Bhavani Thuraisingham,http://data.semanticweb.org/person/bhavani-thuraisingham,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,b7461b7b01dfa88ddde27fac264fc1ee0ed9abdc,1,University of Texas at Dallas,University of Texas at Dallas,http://data.semanticweb.org/organization/university-of-texas-at-dallas,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2008,,0,5,,,,c9ef3edda6fd12cc1e9113217a75e5074e2ee80e,1,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Boanerges Aleman-Meza,http://data.semanticweb.org/person/boanerges-aleman-meza,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,fc40bca7fdcf0c79bd5e339cd6454423dbc3c91b,1,"LSDIS Lab, University of Georgia","LSDIS Lab, University of Georgia",http://data.semanticweb.org/organization/lsdis-lab-university-of-georgia,1
Bob Schloss,http://data.semanticweb.org/person/bob-schloss,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,bba1a4d3cf5414988d852762d55ec00df1fd1253,1,IBM Research Laboratory,IBM Research Laboratory; IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Boris Motik,http://data.semanticweb.org/person/boris-motik,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,d4eccc5f2f9a33129c207211d7af8f298a7f71ee,1,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Brian Davis,http://data.semanticweb.org/person/brian-davis,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,8c6dfc17028b508310f6c7cde2ba007c545b591f,1,"DERI, National University of Ireland, Galway","DERI, National University of Ireland, Galway; Digital Enterprise Research Institute, Galway; DERI, NUIG; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; DERI NUIG; DERI Galway; Digital Enterprise Research Institute (DERI), Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Brian Kettler,http://data.semanticweb.org/person/brian-kettler,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,a2c72695ad43a1b1943d306acfb6f9a02d3137ac,1,,,,0
C. Lee Giles,http://data.semanticweb.org/person/c-lee-giles,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,9a03b1ad0292512f1986fa4fd68867978962c5ac,1,Pennsylvania State University,Pennsylvania State University,http://data.semanticweb.org/organization/pennsylvania-state-university,1
Carlo Allocca,http://data.semanticweb.org/person/carlo-allocca,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,008147d42b7fef2e6877d91208558dc98b720422,1,"Knowledge Media Institute, the Open University","Knowledge Media Institute, the Open University; Knowledge Media Institute, The Open University; The Open University; KMi, The Open University; KMi, Open University",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Carlos Damasio,http://data.semanticweb.org/person/carlos-damasio,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,747d1d9898da965f6cb486c91053a0707b78f3c7,1,Universidade Nova de Lisboa,Universidade Nova de Lisboa,http://data.semanticweb.org/organization/universidade-nova-de-lisboa,1
Carole Goble,http://data.semanticweb.org/person/carole-a-goble,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,f7238a78c0f25518c40148fe94b9fe722ff98c6d,1,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Carsten Lutz,http://data.semanticweb.org/person/carsten-lutz,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,44f913f6da457b855061438ca81cb673c2d9e246,1,TU Dresden,TU Dresden,http://data.semanticweb.org/organization/tu-dresden,1
Cassio Dos Santos,http://data.semanticweb.org/person/cassio-dos-santos,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,bddcd8507ec1d191a8ebf8e74ecdd0a1ca025a24,1,IBM Software Group,IBM Software Group,http://data.semanticweb.org/organization/ibm-software-group,1
Cassio Santos,http://data.semanticweb.org/person/cassio-dos-santos,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,bddcd8507ec1d191a8ebf8e74ecdd0a1ca025a24,1,IBM Software Group,IBM Software Group,http://data.semanticweb.org/organization/ibm-software-group,1
Catherine Dolbear,http://data.semanticweb.org/person/catherine-dolbear,http://data.semanticweb.org/conference/iswc/2008,,0,3,,,,5c2c07a1bb0a0ce4c63fd62714ea306794cc68d4,1,Ordnance Survey,Ordnance Survey; Ordnance Survey of Great Britain,http://data.semanticweb.org/organization/ordnance-survey-of-great-britain,1
Chaitanya Chemudugunta,http://data.semanticweb.org/person/chaitanya-chemudugunta,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,4166df9fe5dd8823cfda629bb21877e98ef56d83,1,"University of California, Irvine","University of California, Irvine",http://data.semanticweb.org/organization/university-of-california-irvine,1
Charlie Abela,http://data.semanticweb.org/person/charlie-abela,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,6888726cc05d7e512a412b06052992ce85ed4788,1,University of Malta,University of Malta,http://data.semanticweb.org/organization/university-of-malta,1
Chen Wang,http://data.semanticweb.org/person/chen-wang,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,856b2e418db56ded65e7e5811df751eb38518df0; 43ab1d64e1013b8eea03c1383676d8db4ab6e3da,2,IBM China Research Lab,IBM China Research Lab; IBM China Research Laboratory,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Cherie Youn,http://data.semanticweb.org/person/cherie-youn,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,fb69c6c8e08e2eebfdc11bd780f48afd4bd6ee13,1,Stanford University,Stanford University; Stanford University - BMIR,http://data.semanticweb.org/organization/stanford-university,1
Chiara Ghidini,http://data.semanticweb.org/person/chiara-ghidini,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,aca9efa3e5a984c2a05baeb389b092d70b0e76fa,1,FBK-irst,FBK-irst; FBK-IRST,http://data.semanticweb.org/organization/fbk-irst,1
Christian Baumann,http://data.semanticweb.org/person/christian-baumann,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,5b1969e2aabcb2e954cb428a829550cd0ec8c236,1,SAP Research,"SAP Research; SAP AG, SAP Research",http://data.semanticweb.org/organization/sap-research,1
Chris Bizer,http://data.semanticweb.org/person/christian-bizer,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,50c02ff93e7d477ace450e3fbddd63d228fb23f3,1,Freie Universität Berlin,Freie Universität Berlin; Free University of Berlin,http://data.semanticweb.org/organization/freie-universitaet-berlin,1
Christian Hirsch,http://data.semanticweb.org/person/christian-hirsch,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,6a6ec3a6bcb7084fbbb8867ea93b03c46f9e418f,1,University of Auckland,University of Auckland,http://data.semanticweb.org/organization/university-of-auckland,1
Christian Jacquemin,http://data.semanticweb.org/person/christian-jacquemin,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,a3169e0816bc72c44c5ab042fa16d53ed32e7ee0,1,LIMSI-CNRS,LIMSI-CNRS,http://data.semanticweb.org/organization/limsi-cnrs,1
Christian Kuschel,http://data.semanticweb.org/person/christian-kuschel,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,f3d087c569678ffd6e5be9866e29c73041533bcd,1,"Georg-Simon-Ohm Hochschule, Nuremberg","Georg-Simon-Ohm Hochschule, Nuremberg",http://data.semanticweb.org/organization/georg-simon-ohm-hochschule-nuremberg,1
Christian Wartena,http://data.semanticweb.org/person/christian-wartena,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,cfdecf5859c5225410ed2772b5249d6516be47b1,1,Telematica Instituut,Telematica Instituut,http://data.semanticweb.org/organization/telematica-instituut,1
Christoph Bussler,http://data.semanticweb.org/person/christoph-bussler,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,c3851852e12dae64e1e8a8780319333544355f26,1,"BEA Systems, Inc.","BEA Systems, Inc.",http://data.semanticweb.org/organization/bea-systems-inc,1
Christoph Pinkel,http://data.semanticweb.org/person/christoph-pinkel,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,dffe30f8065b8b325091b03452b566965c781a6b,1,MTC Infomedia OHG,MTC Infomedia OHG,http://data.semanticweb.org/organization/mtc-infomedia-ohg,1
Christophe Guéret,http://data.semanticweb.org/person/christophe-gueret,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,b35d03b79165699b8aee26174245017a2624d29a,1,VU Amsterdam,VU Amsterdam; UVA; Vrije Universiteit Amsterdam; VU University Amsterdam; Vrije University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Christopher Matheus,http://data.semanticweb.org/person/christopher-matheus,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,f44e8167fcef12c98130c447178183516258060b,1,"Versatile Information Systems, Inc.","Versatile Information Systems, Inc.",http://data.semanticweb.org/organization/versatile-information-systems-inc,1
Ciro Cattuto,http://data.semanticweb.org/person/ciro-cattuto,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,c94ca9310ec8695fd5f6e1c6719919b3c7560dbf,1,"Complex Networks Lagrange Laboratory (CNLL), ISI Foundation","Complex Networks Lagrange Laboratory (CNLL), ISI Foundation",http://data.semanticweb.org/organization/complex-networks-lagrange-laboratory-cnll-isi-foundation,1
Claudia d'Amato,http://data.semanticweb.org/person/claudia-damato,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,5bcefa24904ebb8f0666b2b8b03fe3c89dac04f7,1,Computer Science Department - University of Bari,"Computer Science Department - University of Bari; Dipartimento di Informatica - Università degli Studi di Bari; Dipartimento di Informatica, Università di Bari",http://data.semanticweb.org/organization/university-of-bari,1
Claudio Gutierrez,http://data.semanticweb.org/person/claudio-gutierrez,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,f341588c8c974d3b6fa4134e12700da871e8704f,1,Universidad de Chile,Universidad de Chile,http://data.semanticweb.org/organization/universidad-de-chile,1
Clement Jonquet,http://data.semanticweb.org/person/clement-jonquet,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,b6b6a2c7e586632f2d654f537f6ab32af4d763ee,1,Stanford University,Stanford University; Stanford University - BMIR,http://data.semanticweb.org/organization/stanford-university,1
Cliff Joslyn,http://data.semanticweb.org/person/cliff-joslyn,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,a2316407ccea4185d152a734fd9fdfc39fee5bb0,1,Pacific Northwest National Laboratory,Pacific Northwest National Laboratory,http://data.semanticweb.org/organization/pacific-northwest-national-laboratory,1
Colin Puleston,http://data.semanticweb.org/person/colin-puleston,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,fe88afe88814a8212994bf2329ebcf79815a4110,1,University of Manchester,University of Manchester; The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Colm Conroy,http://data.semanticweb.org/person/colm-conroy,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,74ad5b98b8dd36170e6ab1baee2faea0fda2dbd9,1,Trinity College Dublin,Trinity College Dublin,http://data.semanticweb.org/organization/trinity-college-dublin,1
Conny Christl,http://data.semanticweb.org/person/conny-christl,http://data.semanticweb.org/conference/iswc/2008,,0,1,,,,69eea97c5cc0ab14ebf1231386aea61591c95d33,1,ISN,ISN,http://data.semanticweb.org/organization/isn,1
Conor Hayes,http://data.semanticweb.org/person/conor-hayes,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,e3e11c1ce25fbaccc08ed9085e4ccd882a79a8f1,1,"DERI, National University of Ireland, Galway","DERI, National University of Ireland, Galway; Digital Enterprise Research Institute, Galway; DERI, NUIG; Digital Enterprise Research Institute (DERI), National University of Ireland, Galway; DERI NUIG; DERI Galway; Digital Enterprise Research Institute (DERI), Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Craig Knoblock,http://data.semanticweb.org/person/craig-knoblock,http://data.semanticweb.org/conference/iswc/2008,,0,0,,,,2c2715555efac793759255fe12d117541cf52a37,1,"Information Sciences Institute, University of Southern California","Information Sciences Institute, University of Southern California",http://data.semanticweb.org/organization/information-sciences-institute-university-of-southern-california,1
Cynthia Parr,http://data.semanticweb.org/person/cynthia-parr,http://data.semanticweb.org/conference/iswc/2008,,0,2,,,,13940fa3b6f615d9cd99d62a5bc58bcde691d596; e6883fd49b437f93a520710e00691b711b1230af,2,UMBC,UMBC; Encyclopedia of Life,http://data.semanticweb.org/organization/umbc; http://data.semanticweb.org/organization/encyclopedia-of-life,2
