event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo,category
http://data.semanticweb.org/conference/iswc/2014/track/industrial,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Industry Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/poster-demo,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Poster and Demo Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/rbd,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,"Replication, Benchmark, Data and Software Track",,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/research,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Research Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/inuse,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Semantic Web In use Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/1,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Track 1,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/2,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Track 2,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/3,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Track 3,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/track/tutorial,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Tutorial Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/event-01,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#SpecialEvent,Registration,2014-10-18T16:00:00,2014-10-18T18:00:00,,Europe/Rome,Foyer,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2014/event-02,http://data.semanticweb.org/conference/iswc/2014,,http://data.semanticweb.org/ns/swc/ontology#SpecialEvent,Registration,2014-10-19T08:00:00,2014-10-19T17:00:00,,Europe/Rome,Foyer,,,,,,,,,,,,
