role_type,role_label,role_event,role_event_label,role_event_type,name,person_uri,homepage,cnt_paper,proceedings_label,bio,depiction,mbox_sha1sum,cnt_mbox,organization,cnt_org
,,,,,Alejandro Rodríguez González,http://data.semanticweb.org/person/alejandro-rodriguez-gonzalez,http://www.alejandrorg.com,0,,,,,0,Bioinformatics at Centre for Plant Biotechnology and Genomics UPM-INIA,1
,,,,,Alexander Seeliger,http://data.semanticweb.org/person/alexander-seeliger,,0,,,,,0,Technische Universität Darmstadt,1
,,,,,Amar Djalil Mezaour,http://data.semanticweb.org/person/amar-djalil-mezaour,,0,,,,,0,"EXALEAD, Dassault Systèmes",1
,,,,,Andriana Gkaniatsou,http://data.semanticweb.org/person/andriana-gkaniatsou,,0,,,,,0,University of Edinburgh,1
,,,,,Angel García Crespo,http://data.semanticweb.org/person/angel-garcia-crespo,http://www.uc3m.es/portal/page/portal/grupos_investigacion/softlab/AngelGarciaCrespo,0,,,,,0,Charles III University of Madrid,1
,,,,,Ansgar Scherp,http://data.semanticweb.org/person/ansgar-scherp,,0,,,,,0,University of Koblenz and Landau,1
,,,,,Arne Peters,http://data.semanticweb.org/person/arne-peters,,0,,,,,0,University of Koblenz and Landau,1
,,,,,Bastian Krayer,http://data.semanticweb.org/person/bastian-krayer,,0,,,,,0,University of Koblenz and Landau,1
,,,,,Bastien Rance,http://data.semanticweb.org/person/bastien-rance,,0,,,,,0,National Library of Medicine,1
,,,,,Blazej Bulka,http://data.semanticweb.org/person/blazej-bulka,,0,,,,,0,Clark & Parsia,1
,,,,,Bryan Thompson,http://data.semanticweb.org/person/bryan-thompson,http://www.linkedin.com/profile/view?id=108429323,0,,,,,0,Systap,1
,,,,,Carsten Keßler,http://data.semanticweb.org/person/carsten-keler,http://carsten.io,0,,,,,0,University of Münster,1
,,,,,Charalambos Kontoes,http://data.semanticweb.org/person/charalambos-kontoes,,0,,,,,0,National Observatory of Athens,1
,,,,,Damian Gessler,http://data.semanticweb.org/person/damian-gessler,,0,,,,,0,University of Arizona,1
,,,,,Dario Cerizza,http://data.semanticweb.org/person/dario-cerizza,,0,,,,,0,Politecnico di Milano,1
,,,,,Dave Kolas,http://data.semanticweb.org/person/dave-kolas,,0,,,,,0,BBN Technologies,1
,,,,,David Lewis,http://data.semanticweb.org/person/david-lewis,http://www.scss.tcd.ie/dave.lewis,0,,,,,0,"Trinity College, Dublin",1
,,,,,David Mizell,http://data.semanticweb.org/person/david-mizell,,0,,,,,0,YarcData,1
,,,,,David Shamma,http://data.semanticweb.org/person/david-shamma,http://research.yahoo.com/David_Ayman_Shamma,0,,,,,0,Yahoo! Research,1
,,,,,Denny Vrandecic,http://data.semanticweb.org/person/denny-vrandecic,http://www.aifb.kit.edu/web/Denny_Vrandecic/en,0,,,,,0,"AIFB, University of Karlsruhe",1
,,,,,Dimitris Vrakas,http://data.semanticweb.org/person/dimitris-vrakas,http://lpis.csd.auth.gr/vrakas,0,,,,,0,Aristotle University of Thessaloniki,1
,,,,,Do-Heon Jeong,http://data.semanticweb.org/person/do-heon-jeong,,0,,,,,0,Korea Institute of Science and Technology Information,1
,,,,,E.A. Draffan,http://data.semanticweb.org/person/ea-draffan,,0,,,,,0,University of Southampton,1
,,,,,Efstratios Kontopoulos,http://data.semanticweb.org/person/efstratios-kontopoulos,http://users.auth.gr/skontopo,0,,,,,0,Aristotle University of Thessaloniki,1
,,,,,Elizabeth Daly,http://data.semanticweb.org/person/elizabeth-daly,,0,,,,,0,IBM Research,1
,,,,,Emir Muñoz,http://data.semanticweb.org/person/emir-munoz,,0,,,,,0,"DERI, Galway",1
,,,,,Eric Charton,http://data.semanticweb.org/person/eric-charton,http://www.echarton.com/en,0,,,,,0,CRIM,1
,,,,,Eric Goodman,http://data.semanticweb.org/person/eric-goodman,,0,,,,,0,Sandia National Laboratories,1
,,,,,Evelyne Viegas,http://data.semanticweb.org/person/evelyne-viegas,file:///home/dingli/dl/git/memect-labs/iswc-metadata/data/www/research.microsoft.com/~evelynev,0,,,,,0,Microsoft Research,1
,,,,,Federico Piccinini,http://data.semanticweb.org/person/federico-piccinini,,0,,,,,0,Politecnico di Milano,1
,,,,,Felix Sasaki,http://data.semanticweb.org/person/felix-sasaki,http://www.w3.org/People/fsasaki,0,,,,,0,German Research Centre for Artificial Intelligence (DFKI),1
,,,,,Fernando Bobillo,http://data.semanticweb.org/person/fernando-bobillo,http://webdiis.unizar.es/~fbobillo,0,,,,,0,University of Zaragoza,1
,,,,,Fiona McNeill,http://data.semanticweb.org/person/fiona-mcneill,http://homepages.inf.ed.ac.uk/fmcneill,0,,,,,0,University of Edinburgh,1
,,,,,Gary Wills,http://data.semanticweb.org/person/gary-wills,,0,,,,,0,University of Southampton,1
,,,,,Gerd Zechmeister,http://data.semanticweb.org/person/gerd-zechmeister,,0,,,,,0,Semantic Web Company GmbH,1
,,,,,Giovanni Semeraro,http://data.semanticweb.org/person/giovanni-semeraro,http://www.di.uniba.it/~swap/index.php?n=Membri.Semeraro,0,,,,,0,University of Bari,1
,,,,,Giusy Di Lorenzo,http://data.semanticweb.org/person/giusy-di-lorenzo,,0,,,,,0,IBM Research,1
,,,,,Hanmin Jung,http://data.semanticweb.org/person/hanmin-jung,,0,,,,,0,Korea Institute of Science and Technology Information,1
,,,,,Hans Vasquez-Gross,http://data.semanticweb.org/person/hans-vasquez-gross,,0,,,,,0,"University of California, Davis",1
,,,,,Heiko Paulheim,http://data.semanticweb.org/person/heiko-paulheim,http://www.heikopaulheim.com,0,,,,,0,Technische Universität Darmstadt,1
,,,,,Hima Yalamanchili,http://data.semanticweb.org/person/hima-yalamanchili,,0,,,,,0,Wright State University,1
,,,,,Hoan Nguyen Mau Quoc,http://data.semanticweb.org/person/hoan-nguyen-mau-quoc,,0,,,,,0,"DERI, Galway",1
,,,,,Houda Khrouf,http://data.semanticweb.org/person/houda-khrouf,,0,,,,,0,EURECOM,1
,,,,,Ian Millard,http://data.semanticweb.org/person/ian-millard,,0,,,,,0,University of Southampton,1
,,,,,Ioannis Vlahavas,http://data.semanticweb.org/person/ioannis-vlahavas,http://plase.csd.auth.gr/vlahavas,0,,,,,0,Aristotle University of Thessaloniki,1
,,,,,James Pustejovsky,http://data.semanticweb.org/person/james-pustejovsky,http://pages.cs.brandeis.edu/~jamesp,0,,,,,0,Brandeis University,1
,,,,,Jan Vitek,http://data.semanticweb.org/person/jan-vitek,file:///home/dingli/dl/git/memect-labs/iswc-metadata/data/www/www.cs.purdue.edu/homes/jv,0,,,,,0,Purdue University,1
,,,,,Jesse Weaver,http://data.semanticweb.org/person/jesse-weaver,http://www.cs.rpi.edu/~weavej3/index.xhtml,0,,,,,0,Rensselaer Polytechnic Institute,1
,,,,,Jill Wegrzyn,http://data.semanticweb.org/person/jill-wegrzyn,,0,,,,,0,"University of California, Davis",1
,,,,,Jinhyung Kim,http://data.semanticweb.org/person/jinhyung-kim,,0,,,,,0,Korea Institute of Science and Technology Information,1
,,,,,John Gianandrea,http://data.semanticweb.org/person/john-gianandrea,http://www.linkedin.com/pub/john-giannandrea/0/1/378,0,,,,,0,Google Inc.,1
,,,,,John Yu,http://data.semanticweb.org/person/john-yu,,0,,,,,0,"University of California, Davis",1
,,,,,Jonathon Hare,http://data.semanticweb.org/person/jonathon-hare,http://users.ecs.soton.ac.uk/jsh2,0,,,,,0,University of Southampton,1
,,,,,Julien Law-To,http://data.semanticweb.org/person/julien-law-to,,0,,,,,0,"EXALEAD, Dassault Systèmes",1
,,,,,Jyotishman Pathak,http://data.semanticweb.org/person/jyotishman-pathak,http://www.cs.iastate.edu/~jpathak,0,,,,,0,Mayo Clinic,1
,,,,,Karin Breitman,http://data.semanticweb.org/person/karin-breitman,,0,,,,,0,EMC R&D Brazil,1
,,,,,Karl Hammar,http://data.semanticweb.org/person/karl-hammar,http://hj.se/jth/en/research/staff/information-engineering/karl-hammar.html,0,,,,,0,Jönköping University,1
,,,,,Kathryn Laskey,http://data.semanticweb.org/person/kathryn-laskey,http://ite.gmu.edu/~klaskey,0,,,,,0,George Mason University,1
,,,,,Kavi Mahesh,http://data.semanticweb.org/person/kavi-mahesh,http://www.linkedin.com/in/kavimahesh,0,,,,,0,P.E.S. Institute of Technology,1
,,,,,Kelly Reynolds,http://data.semanticweb.org/person/kelly-reynolds,,0,,,,,0,Lehigh University,1
