role_type,role_label,role_event,role_event_label,role_event_type,name,person_uri,homepage,cnt_paper,proceedings_label,bio,depiction,mbox_sha1sum,cnt_mbox,organization,cnt_org
,,,,,Aaron Kershenbaum,http://data.semanticweb.org/person/aaron-kershenbaum,,2,,,,d0edbdad029f771a777df806ce970fe89a1b4271,1,,0
,,,,,Abir Qasem,http://data.semanticweb.org/person/abir-qasem,,1,,,,1ba3b80d2348057537fbc817b9f3526ac4d56639,1,,0
,,,,,Abraham Bernstein,http://data.semanticweb.org/person/abraham-bernstein,,3,,,,b2fd03f06df0171f95240e1d58ff3d47be82c74a;8704ad77580618cb845036d3a15626d30fd828c3,2,,0
,,,,,Achille Fokoue,http://data.semanticweb.org/person/achille-fokoue,,2,,,,42e105e76a4873077b7c63e06d51946a89f0eafd,1,,0
,,,,,Adam Funk,http://data.semanticweb.org/person/adam-funk,,2,,,,f7d812d7497073e6f38d18c7c3ac905f4b6bad8b;5d568aebe8cfe9c281b8bc4b9ae5b2d53c3dfe75,2,,0
,,,,,Aditya Kalyanpur,http://data.semanticweb.org/person/aditya-kalyanpur,,3,,,,b1fe362f3eabc1dac5c9829fb53fd2de0d556f5b,1,,0
,,,,,Afraz Jaffri,http://data.semanticweb.org/person/afraz-jaffri,,1,,,,9a8c7ab86c39e966a2dccd5b89b74ad7c96f28b9,1,,0
,,,,,Ahlem Ben Hassine,http://data.semanticweb.org/person/ahlem-ben-hassine,,1,,,,623adfd7604c5a9f6e4caf536ab80e0733dee3db,1,,0
,,,,,Aidan Hogan,http://data.semanticweb.org/person/aidan-hogan,,1,,,,d2163e057507f828085f322cc77dc43b4105a158,1,,0
,,,,,Alberto Salvati,http://data.semanticweb.org/person/alberto-salvati,,1,,,,,0,,0
,,,,,Aldo Franco Dragoni,http://data.semanticweb.org/person/aldo-franco-dragoni,,2,,,,40e203bc6eb7e19f107b4fe10c52acddd1f35a22,1,,0
,,,,,Aldo Gangemi,http://data.semanticweb.org/person/aldo-gangemi,,2,,,,2c3eee87289805e627c6886f6c1420e39021f49b,1,,0
,,,,,Alfio Gliozzo,http://data.semanticweb.org/person/alfio-gliozzo,,1,,,,1ffe1e94590e58eb3db39e3e8302cad1567bbe84,1,,0
,,,,,Aman Shakya,http://data.semanticweb.org/person/aman-shakya,,1,,,,6f397553a28dd90acb21de420945fde4c3b36c54,1,,0
,,,,,Amanda Bouffier,http://data.semanticweb.org/person/amanda-bouffier,,1,,,,96f59756d31e4b2e451f39bdba2e5c952105ad69,1,,0
,,,,,Andreas Harth,http://data.semanticweb.org/person/andreas-harth,,1,,,,349ba1da7307ffb78517ae557ade1dd5177a6dbb,1,,0
,,,,,Andreas Klotz,http://data.semanticweb.org/person/andreas-klotz,,2,,,,ea1ec79894d6a6d9dfa647a86d3ad1123118f80d,1,,0
,,,,,Andrei Tamilin,http://data.semanticweb.org/person/andrei-tamilin,,1,,,,0bce4131b781f6cbd2e5aa04b0bf0a0029320b9a,1,,0
,,,,,Anthony Hunter,http://data.semanticweb.org/person/anthony-hunter,,1,,,,c1349705c2060672913db2a1fbd5fcbf008fea47,1,,0
,,,,,Antoine Isaac,http://data.semanticweb.org/person/antoine-isaac,,1,,,,b3f1e62e330cd51c8d2bc7d275d11ed9f4345caa,1,,0
,,,,,Arne Koesling,http://data.semanticweb.org/person/arne-koesling,,1,,,,dfae4454cd3a14714a563fe68c08047bdfd22ce7,1,,0
,,,,,Asuncion Gomez-Perez,http://data.semanticweb.org/person/asuncion-gomez-perez,,1,,,,f929b4dab306ec656affc5136763b6fe14c2347e,1,,0
,,,,,Atsushi Togashi,http://data.semanticweb.org/person/atsushi-togashi,,1,,,,2efb7d69fab480624350a4383fffd53be38d4d48,1,,0
,,,,,Azzurra Ragone,http://data.semanticweb.org/person/azzurra-ragone,,2,,,,ebbbd121abf181de30ad05860b08c5794ea5be42,1,,0
,,,,,Bernardo Cuenca Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,,1,,,,31ce1d07af5bff43eca72f66c86df49822c34d73,1,,0
