author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
Christian Fillies,Semantic Web Workshop,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-fillies.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-14,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Christian Fillies,1,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-fillies.pdf,1
Karl D'Adamo,Semantic Web Workshop,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-dadamo.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-06,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Karl D'Adamo,1,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-dadamo.pdf,1
"Yoshihisa Gonno, Fumihiko Nishio, Tomohiro Tsunoda, Yasuaki Yamagishi",Semantic Web and Adaptive Multimedia Access,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-gonno.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-17,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Yasuaki Yamagishi;Fumihiko Nishio;Yoshihisa Gonno;Tomohiro Tsunoda,4,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-gonno.pdf,1
"Simon Buckingham Shum, John Domingue, Enrico Motta",Semantically Marked Up... What?,,2001,http://eprints.aktors.org/151/02/SemWebNowWhat.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-41,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Simon Buckingham Shum;Enrico Motta;John Domingue,3,http://eprints.aktors.org/151/02/SemWebNowWhat.pdf,1
"B.J. Wielinga, A. Th. Schreiber, J. Wielemaker",Semantics for Multimedia on the Web,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-wielinga.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-45,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,B.J. Wielinga;J. Wielemaker;A. Th. Schreiber,3,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-wielinga.pdf,1
"Syd Hall, Nick Spadaccini, Doug du Boulay, Ian Castleden",Semantics for Scientific Data: Smart Dictionaries as Ontologies,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-hall.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-18,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Syd Hall;Ian Castleden;Doug du Boulay;Nick Spadaccini,4,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-hall.pdf,1
"K. Anyanwu, A. Sheth",Supporting Knowledge Discovery on the Semantic Web by Exploiting the Semantics of Complex Relationships,,2001,https://github.com/lidingpku/iswc-archive/raw/master/paper/swws-2001-position/soi-anyanwu.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-01,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,K. Anyanwu;A. Sheth,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/swws-2001-position/soi-anyanwu.pdf,1
"Ambjörn Naeve, Mikael Nilsson, Matthias Palmér",The Conceptual Web - our research vision,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-nilsson.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-34,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Ambjörn Naeve;Mikael Nilsson;Matthias Palmér,3,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-nilsson.pdf,1
"Nigel Collier, Koichi Takeuchi, Keita Tsuji",The PIA Project: Learning to Semantically Annotate Texts from an Ontology and XMLInstance Data,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-collier.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-04,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Koichi Takeuchi;Nigel Collier;Keita Tsuji,3,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-collier.pdf,1
"Rob Jasper, Anita Tyler",The Role of Semantics and Inference in the Semantic Web: A Commercial Challenge,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-jasper.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-22,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Rob Jasper;Anita Tyler,2,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-jasper.pdf,1
Bernard Moulin,Toward a knowledge portal in environmental health: taking advantage of the semantic web,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-moulin.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-33,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Bernard Moulin,1,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-moulin.pdf,1
"Avron Barr, Shirley Tessler , Buddy Kresge",Towards a Knowledge-Level Software Platform,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-barr.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-02,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Shirley Tessler;Avron Barr;Buddy Kresge,3,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-barr.pdf,1
"Scott Tsao, Christina Portillo",Towards a User-Focused Approach to the Semantic Web,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-scott.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-40,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Scott Tsao;Christina Portillo,2,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-scott.pdf,1
"Peter Eklund, Peter Becker , Philippe Martin",Update Semantics for Cooperative Ontologies,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-eklund.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-10,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Peter Becker;Philippe Martin;Peter Eklund,3,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-eklund.pdf,1
"Mike Lindelsee, Gabe Wachob",VR Communities and the Semantic Web Authors,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-lindelsee.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-25,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,Mike Lindelsee;Gabe Wachob,2,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-lindelsee.pdf,1
David Boncarosky,Wireless Need for the Semantic Web,,2001,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-boncarosky.pdf,,http://data.semanticweb.org/conference/iswc/2001/position-proceedings,http://data.semanticweb.org/conference/iswc/2001/position-proceedings/paper-03,Proceedings of SWWS’ 01 Position Paper,,,Position Paper,,0,,0,David Boncarosky,1,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/position/soi-boncarosky.pdf,1
"Diego Calvanese, Giuseppe De Giacomo, Maurizio Lenzerini",A Framework for Ontology Integration,303-316,2001,http://www.semanticweb.org/SWWS/program/full/paper21a.pdf,,http://data.semanticweb.org/conference/iswc/2001/proceedings,http://data.semanticweb.org/conference/iswc/2001/proceedings/paper-02,Proceedings of SWWS’ 01,"The First Semantic Web Working Symposium, Stanford University, California, USA, July 30 - August 1, 2001",,"Working Track 2: Interoperability, Integration, Composition",,0,,0,Maurizio Lenzerini;Diego Calvanese;Giuseppe De Giacomo,3,http://www.semanticweb.org/SWWS/program/full/paper21a.pdf,1
"Prasenjit Mitra, Gio Wiederhold, Stefan Decker",A Scalable Framework for the Interoperation of Information Sources,317-329,2001,http://www.semanticweb.org/SWWS/program/full/paper51a.pdf,,http://data.semanticweb.org/conference/iswc/2001/proceedings,http://data.semanticweb.org/conference/iswc/2001/proceedings/paper-04,Proceedings of SWWS’ 01,"The First Semantic Web Working Symposium, Stanford University, California, USA, July 30 - August 1, 2001",,"Working Track 2: Interoperability, Integration, Composition",,0,,0,Gio Wiederhold;Stefan Decker;Prasenjit Mitra,3,http://www.semanticweb.org/SWWS/program/full/paper51a.pdf,1
"David Trastour, Claudio Bartolini, Javier Gonzalez-Castillo",A Semantic Web Approach to Service Description for Matchmaking of Services,447-461,2001,http://www.semanticweb.org/SWWS/program/full/paper52a.pdf,,http://data.semanticweb.org/conference/iswc/2001/proceedings,http://data.semanticweb.org/conference/iswc/2001/proceedings/paper-06,Proceedings of SWWS’ 01,"The First Semantic Web Working Symposium, Stanford University, California, USA, July 30 - August 1, 2001",,Working Track 3: (Web-) Services and Applications,,0,,0,Claudio Bartolini;David Trastour;Javier Gonzalez-Castillo,3,http://www.semanticweb.org/SWWS/program/full/paper52a.pdf,1
"Sara Comai, Piero Fraternali",A semantic model for specifying data-intensive Web applications using WebML,566-585,2001,http://www.semanticweb.org/SWWS/program/full/paper19a.pdf,,http://data.semanticweb.org/conference/iswc/2001/proceedings,http://data.semanticweb.org/conference/iswc/2001/proceedings/paper-05,Proceedings of SWWS’ 01,"The First Semantic Web Working Symposium, Stanford University, California, USA, July 30 - August 1, 2001",,Working Track 3: (Web-) Services and Applications,,0,,0,Sara Comai;Piero Fraternali,2,http://www.semanticweb.org/SWWS/program/full/paper19a.pdf,1
