event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo,category
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Proceedings Chair at ISWC 2010,Birte Glimm,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Proceedings Chair at ISWC 2010,Birte Glimm,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Semantic Web Challenge Chair at ISWC 2010,"Diana Maynard,Christian Bizer",,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Semantic Web Challenge Chair at ISWC 2010,"Diana Maynard,Christian Bizer",,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Poster and Demonstration Chair at ISWC 2010,"Huajun Chen,Axel Polleres",,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Poster and Demonstration Chair at ISWC 2010,"Huajun Chen,Axel Polleres",,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,General Chair at ISWC 2010,Ian Horrocks,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,General Chair at ISWC 2010,Ian Horrocks,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Fellowship Chair at ISWC 2010,Jeff Heflin,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Fellowship Chair at ISWC 2010,Jeff Heflin,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Doctoral Consortium Chair at ISWC 2010,Jeff Z. Pan,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Doctoral Consortium Chair at ISWC 2010,Jeff Z. Pan,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Metadata Chair at ISWC 2010,Jie Bao,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2010,,,http://swrc.ontoware.org/ontology#ConferenceEvent,9th International Semantic Web Conference,,,,,,,Metadata Chair at ISWC 2010,Jie Bao,,,,,,,,,
