event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo,category
http://data.semanticweb.org/conference/iswc/2012/track/doctoral-consortium,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Doctoral Consortium,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/evaluation,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Evaluations and Experiments Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/inuse,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,In-Use Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/industry,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Industrial Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/poster-demo,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Posters and Demos,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/research,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Research Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/semantic-web-challenge,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Semantic Web Challenge,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012/track/tutorial,http://data.semanticweb.org/conference/iswc/2012,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Tutorial Track,,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",General Chair,Abraham Bernstein,,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Posters and Demos Chair,"David Huynh,Birte Glimm",,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Semantic Web Challenge Chair,"Diana Maynard,Andreas Harth",,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Proceedings Chair,Eva Blomqvist,,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Fellowship Chair,Jennifer Golbeck,,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Doctoral Consortium Chair,"Jim Hendler,Guus Schreiber",,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Local Chair,Lalana Kagal,,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
http://data.semanticweb.org/conference/iswc/2012,http://data.semanticweb.org/conference/iswc,,http://data.semanticweb.org/ns/swc/ontology#ConferenceEvent,The 11th International Semantic Web Conference,2012-11-11T09:00:00,2012-11-15T17:30:00,,America/New_York,,"Boston, USA",Metadata Chair,Li Ding,,,,,,http://iswc2012.semanticweb.org/,,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,
