role_type,role_label,role_event,role_event_label,role_event_type,name,person_uri,homepage,cnt_paper,proceedings_label,bio,depiction,mbox_sha1sum,cnt_mbox,organization,cnt_org
,,,,,Aba-Sah Dadzie,http://data.semanticweb.org/person/aba-sah-dadzie,,1,,,,,0,The University of Sheffield;University of Sheffield,1
,,,,,Abelardo Pardo,http://data.semanticweb.org/person/abelardo-pardo,http://www.it.uc3m.es/abel,1,,,,,0,Carlos III University of Madrid,1
,,,,,Aditya Kalyanpur,http://data.semanticweb.org/person/aditya-kalyanpur,https://researcher.ibm.com/researcher/view.php?person=us-adityakal,1,,,,,0,"IBM T.J. Watson Research, Deep QA – Algorithms Team;IBM Research Laboratory;IBM Research",2
,,,,,Agnieszka Lawrynowicz,http://data.semanticweb.org/person/agnieszka-lawrynowicz,http://www.cs.put.poznan.pl/alawrynowicz,1,,,,,0,Poznan University of Technology,1
,,,,,Ahmed Elsayed Mostafa,http://data.semanticweb.org/person/ahmed-elsayed-mostafa,http://www.linkedin.com/in/ahmedsmostafa,2,,,,,0,University of Fribourg,1
,,,,,Aidan  Hogan,http://data.semanticweb.org/person/aidan-hogan,http://aidanhogan.com/,1,,,,,0,"DERI;Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway;Digital Enterprise Research Institute, NUI Galway;Digital Enterprise Research Institute, National University
of Ireland, Galway;DERI Galway;DERI - National University of Ireland, Galway;Digital Enterprise Research Institute (DERI), Galway;Digital Enterprise Research Institute (DERI), National University of Ireland, Galway;Digital Enterprise Research Institute;DERI, NUI Galway;Digital Enterprise Research Institute (DERI), NUI Galway;Digital Enterprise Research Institute, National University of Ireland, Galway;DERI, National University of Ireland, Galway;DERI, National University of Ireland galway",1
,,,,,Aidan Hogan,http://data.semanticweb.org/person/aidan-hogan,http://aidanhogan.com/,1,,,,,0,"DERI;Digital Enterprise Research Institute (DERI), National
University of Ireland, Galway;Digital Enterprise Research Institute, NUI Galway;Digital Enterprise Research Institute, National University
of Ireland, Galway;DERI Galway;DERI - National University of Ireland, Galway;Digital Enterprise Research Institute (DERI), Galway;Digital Enterprise Research Institute (DERI), National University of Ireland, Galway;Digital Enterprise Research Institute;DERI, NUI Galway;Digital Enterprise Research Institute (DERI), NUI Galway;Digital Enterprise Research Institute, National University of Ireland, Galway;DERI, National University of Ireland, Galway;DERI, National University of Ireland galway",1
,,,,,Aikaterini Kalou,http://data.semanticweb.org/person/aikaterini-kalou,,2,,,,,0,"Department of  Computer Engineering and Informatics,
University of Patras;Deparments of Computer Engineering and Informatics, University of Patras;Deparments of Computer Engineering and Informatics,
University of Patras;Department of  Computer Engineering and Informatics, University of Patras",1
,,,,,Akira Mori,http://data.semanticweb.org/person/akira-mori,,1,,,,,0,"The National Institute of Advanced Industrial Science and
Technology",1
,,,,,Aleksandar Giljanovic,http://data.semanticweb.org/person/aleksandar-giljanovic,,1,,,,,0,Athabasca University,1
,,,,,Alessandro Adamou,http://data.semanticweb.org/person/alessandro-adamou,,1,,,,,0,ISTC-CNR;CNR-ISTC,1
