name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Shenghui Wang,http://data.semanticweb.org/person/shenghui-wang,http://data.semanticweb.org/conference/iswc/2006,,1,,,,35e87645552085cafa01549eec0c9bee00011e44,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Shigeo Matsubara,http://data.semanticweb.org/person/shigeo-matsubara,http://data.semanticweb.org/conference/iswc/2006,,1,,,,3c6a670a4d49f9f027fc5f5ed6381e7527ab79ba,1,"NTT Communication Science Laboratories;National Institute of Information and Communications Technology, Japan",http://data.semanticweb.org/organization/ntt-communication-science-laboratories;http://data.semanticweb.org/organization/national-institute-of-information-and-communications-technology-japan,2
Shirin Sohrabi,http://data.semanticweb.org/person/shirin-sohrabi,http://data.semanticweb.org/conference/iswc/2006,,1,,,,fa1f8ceaa83076619cf1ba8cd4b859a22607a890,1,University of Toronto,http://data.semanticweb.org/organization/university-of-toronto,1
Simon Harper,http://data.semanticweb.org/person/simon-harper,http://data.semanticweb.org/conference/iswc/2006,,1,,,,9ed87604c3d04d9e7c9752221f84e36445d34d0f,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Stefan Decker,http://data.semanticweb.org/person/stefan-decker,http://data.semanticweb.org/conference/iswc/2006,,2,,,,1bc1f862b688a45b7e0c8d4a8467c23177c53fad,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Stefania Galizia,http://data.semanticweb.org/person/stefania-galizia,http://data.semanticweb.org/conference/iswc/2006,,1,,,,2cf761cf7bfa0842d1f817d47fbd34744aa56881,1,The Open University,http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Stefano Ceri,http://data.semanticweb.org/person/stefano-ceri,http://data.semanticweb.org/conference/iswc/2006,,1,,,,4bca03ccd919a7ab1f80f3d6cfe3fba7ad361032,1,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Steffen Staab,http://data.semanticweb.org/person/steffen-staab,http://data.semanticweb.org/conference/iswc/2006,,1,,,,ae8f32f31b69df2872d4c5d2e3bf21cf09cadf90,1,Universität Koblenz-Landau,http://data.semanticweb.org/organization/university-of-koblenz-landau,1
Stratos Idreos,http://data.semanticweb.org/person/stratos-idreos,http://data.semanticweb.org/conference/iswc/2006,,1,,,,f820e948177cd76da6d47f10441e07c86588023f,1,CWI Amsterdam,http://data.semanticweb.org/organization/cwi-amsterdam,1
Suzanne M. Embury,http://data.semanticweb.org/person/suzanne-m-embury,http://data.semanticweb.org/conference/iswc/2006,,1,,,,1abda847eefafda7cda8190afce8fec66b421cb8,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Takumi Tsujishita,http://data.semanticweb.org/person/takumi-tsujishita,http://data.semanticweb.org/conference/iswc/2006,,1,,,,a806511d7c1570025a36315e2a6b2afea9e8cd52,1,University of Tokyo,http://data.semanticweb.org/organization/university-of-tokyo,1
Taowei Wang,http://data.semanticweb.org/person/taowei-wang,http://data.semanticweb.org/conference/iswc/2006,,2,,,,213c42d0663de57f70e72bb835f954c1ea02c472,1,University of Maryland,http://data.semanticweb.org/organization/university-of-maryland,1
Terry Payne,http://data.semanticweb.org/person/terry-payne,http://data.semanticweb.org/conference/iswc/2006,,1,,,,23c0c818f3005a60174d4b5dc046aa88ed0a918b,1,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Tim Finin,http://data.semanticweb.org/person/tim-finin,http://data.semanticweb.org/conference/iswc/2006,,1,,,,49953f47b9c33484a753eaf14102af56c0148d37,1,University of Maryland,http://data.semanticweb.org/organization/university-of-maryland,1
Tom Gardiner,http://data.semanticweb.org/person/tom-gardiner,http://data.semanticweb.org/conference/iswc/2006,,1,,,,ec45b1bc247bfb1abefa6bafbb3634357a4581f2,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Toru Ishida,http://data.semanticweb.org/person/toru-ishida,http://data.semanticweb.org/conference/iswc/2006,,1,,,,3ae966da2a3ac133e379b4c42874e28bdf849150,1,"National Institute of Information and Communications Technology, Japan;Kyoto University",http://data.semanticweb.org/organization/national-institute-of-information-and-communications-technology-japan;http://data.semanticweb.org/organization/kyoto-university,2
Trevor Bench-Capon,http://data.semanticweb.org/person/trevor-bench-capon,http://data.semanticweb.org/conference/iswc/2006,,1,,,,e4092c5d540f084b11a46491db3897ca71a869e0,1,University of Liverpool,http://data.semanticweb.org/organization/university-of-liverpool,1
Tugba Ozacar,http://data.semanticweb.org/person/tugba-ozacar,http://data.semanticweb.org/conference/iswc/2006,,1,,,,5866a7e691e6697b0f1a24eed049d84acd6c10d9,1,Ege University,http://data.semanticweb.org/organization/ege-university,1
Ulrich Basters,http://data.semanticweb.org/person/ulrich-basters,http://data.semanticweb.org/conference/iswc/2006,,1,,,,1c79eda61c9a907d86e420fe2f58a0a256466658,1,Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),http://data.semanticweb.org/organization/german-research-center-for-artificial-intelligence-dfki,1
Ulrike Sattler,http://data.semanticweb.org/person/ulrike-sattler,http://data.semanticweb.org/conference/iswc/2006,,1,,,,263ccece2324c257d2b0c10a62c3233893cbae29,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Uwe Thaden,http://data.semanticweb.org/person/uwe-thaden,http://data.semanticweb.org/conference/iswc/2006,,1,,,,152a25518ed606ed74d9d85eb7b1c12c24511f40,1,L3S,http://data.semanticweb.org/organization/l3s-research-center,1
Valentina Tamma,http://data.semanticweb.org/person/valentina-tamma,http://data.semanticweb.org/conference/iswc/2006,,1,,,,d35db9b0244d273a4385ef224fb7dcd1df18ab6f,1,University of Liverpool,http://data.semanticweb.org/organization/university-of-liverpool,1
Vanessa Lopez,http://data.semanticweb.org/person/vanessa-lopez,http://data.semanticweb.org/conference/iswc/2006,,1,,,,0ca482ead394fcb71d99aa2fb2e4adfd75448843,1,The Open University,http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Varun Ratnakar,http://data.semanticweb.org/person/varun-ratnakar,http://data.semanticweb.org/conference/iswc/2006,,1,,,,dfa9bf19ab9efc995c8bd65c8646ee173666f9e8,1,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
Vasant Honavar,http://data.semanticweb.org/person/vasant-honavar,http://data.semanticweb.org/conference/iswc/2006,,1,,,,8413f0abe1e068d9d4958a2759216b4cef42c8f3,1,Iowa State University,http://data.semanticweb.org/organization/iowa-state-university,1
Vlad Tanasescu,http://data.semanticweb.org/person/vlad-tanasescu,http://data.semanticweb.org/conference/iswc/2006,,1,,,,433c70abb95ea88a63ad462c33caaec8799ee228,1,The Open University,http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Wei Hu,http://data.semanticweb.org/person/wei-hu,http://data.semanticweb.org/conference/iswc/2006,,1,,,,b849dc81abc543cb9dc821923cb02619c8d0c658,1,"School of Computer Science and Engineering, Southeast University, China",http://data.semanticweb.org/organization/southeast-university,1
Willem van Hage,http://data.semanticweb.org/person/willem-van-hage,http://data.semanticweb.org/conference/iswc/2006,,1,,,,6b25dea02fbc6b6663e71b15efd548f0b17f8e0d,1,Vrije Universiteit Amsterdam;TNO Science and Industry Delft,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands;http://data.semanticweb.org/organization/tno-science-industry,2
William Liu,http://data.semanticweb.org/person/william-liu,http://data.semanticweb.org/conference/iswc/2006,,1,,,,198b14d1c5a787c2b2bd0c8f0ee5127e971dd9c8,1,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Wolf Siberski,http://data.semanticweb.org/person/wolf-siberski,http://data.semanticweb.org/conference/iswc/2006,,1,,,,3e974fd86be15908d8c3421c6077e5712a648cff,1,L3S,http://data.semanticweb.org/organization/l3s-research-center,1
Wolfgang Holzinger,http://data.semanticweb.org/person/wolfgang-holzinger,http://data.semanticweb.org/conference/iswc/2006,,1,,,,85bdf8bacbf00b9b201fac99ef22097604e5bb9c;03f413f1c2b425e3c8232fb841fa0be3223970ab,2,Technische Universität Wien,http://data.semanticweb.org/organization/vienna-university-of-technology,1
Yolanda Gil,http://data.semanticweb.org/person/yolanda-gil,http://data.semanticweb.org/conference/iswc/2006,,1,,,,271995cf045094b4e575e4c7aaf3ad3006658cac,1,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
York Sure,http://data.semanticweb.org/person/york-sure,http://data.semanticweb.org/conference/iswc/2006,,1,,,,c013b5c247e106e7092b1fce764502052646e30d,1,Institut für Angewandte Informatik und Formale Beschreibungsverfahren (AIFB),http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Yoshihiro Otsuka,http://data.semanticweb.org/person/yoshihiro-otsuka,http://data.semanticweb.org/conference/iswc/2006,,1,,,,70d23e7ce6ab8414ba321021d9680820e74581d2,1,NTT Network Service Systems Laboratories,http://data.semanticweb.org/organization/ntt-network-service-systems-laboratories,1
Yu Miyoshi,http://data.semanticweb.org/person/yu-miyoshi,http://data.semanticweb.org/conference/iswc/2006,,1,,,,67871b134d2c216d686b02a4a597de00e0497c48,1,NTT Network Service Systems Laboratories,http://data.semanticweb.org/organization/ntt-network-service-systems-laboratories,1
Yue Pan,http://data.semanticweb.org/person/yue-pan,http://data.semanticweb.org/conference/iswc/2006,,1,,,,13d2b17fe467ef472cb07612cb088d95668cbc83,1,IBM China Research,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Yutaka Matsuo,http://data.semanticweb.org/person/yutaka-matsuo,http://data.semanticweb.org/conference/iswc/2006,,1,,,,4702504cad4c620b217dd5344bfa0bd7006f06d2,1,"National Institute of Advanced Industrial Science and Technology, Japan",http://data.semanticweb.org/organization/national-institute-of-advanced-industrial-science-and-technology-japan,1
Yuzhong Qu,http://data.semanticweb.org/person/yuzhong-qu,http://data.semanticweb.org/conference/iswc/2006,,1,,,,5c9d7cc4c5a7c1c2bc62ad8078e4f02d22aac9d2,1,"School of Computer Science and Engineering, Southeast University, China",http://data.semanticweb.org/organization/southeast-university,1
