name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Damian Gessler,http://data.semanticweb.org/person/damian-gessler,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Arizona,http://data.semanticweb.org/organization/university-of-arizona,1
Dan Brickley,http://data.semanticweb.org/person/dan-brickley,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,FOAF project,http://data.semanticweb.org/organization/foaf-project,1
Danh Le Phuoc,http://data.semanticweb.org/person/danh-le-phuoc,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.deri.ie/about/team/member/danh_le_phuoc,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Daniel Bär,http://data.semanticweb.org/person/daniel-baer,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Technische Universität Darmstadt,http://data.semanticweb.org/organization/technische-universitaet-darmstadt,1
Daniel Gerber,http://data.semanticweb.org/person/daniel-gerber,http://data.semanticweb.org/conference/iswc/2012,,2,http://danielgerber.wordpress.com,,,,0,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Daniel Miranker,http://data.semanticweb.org/person/daniel-miranker,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.cs.utexas.edu/~miranker,,,,0,University of Texas at Austin,http://data.semanticweb.org/organization/university-of-texas-at-austin,1
Daniel Schwabe,http://data.semanticweb.org/person/daniel-schwabe,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Pontifical Catholic University of Rio de Janeiro,http://data.semanticweb.org/organization/pontifical-catholic-university-of-rio-de-janeiro,1
Daniela Ferrari,http://data.semanticweb.org/person/daniela-ferrari,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"Segreteria SIAT, Autonomous Province of Trento",http://data.semanticweb.org/organization/segreteria-siat-autonomous-province-of-trento,1
Daniele Dell'Aglio,http://data.semanticweb.org/person/daniele-dellaglio,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Dario Cerizza,http://data.semanticweb.org/person/dario-cerizza,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Dave Kolas,http://data.semanticweb.org/person/dave-kolas,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,BBN Technologies,http://data.semanticweb.org/organization/bbn-technologies,1
Dave Reynolds,http://data.semanticweb.org/person/dave-reynolds,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Industrial Track);PC Member at ISWC2012 (Semantic Web Challenge),0,,,,,0,Epimorphics Ltd,http://data.semanticweb.org/organization/epimorphics-ltd,1
David De Roure,http://data.semanticweb.org/person/david-de-roure,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
David Huynh,http://data.semanticweb.org/person/david-huynh,http://data.semanticweb.org/conference/iswc/2012,Posters and Demos Chair,0,,,,,0,Google Inc.,http://data.semanticweb.org/organization/google-inc,1
David Karger,http://data.semanticweb.org/person/david-karger,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track),0,http://people.csail.mit.edu/karger,,,,0,Massachusetts Institute of Technology,http://data.semanticweb.org/organization/massachusetts-institute-of-technology,1
David Lewis,http://data.semanticweb.org/person/david-lewis,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.scss.tcd.ie/dave.lewis,,,,0,"Trinity College, Dublin",http://data.semanticweb.org/organization/trinity-college-dublin,1
David Liu,http://data.semanticweb.org/person/david-liu,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
David Mizell,http://data.semanticweb.org/person/david-mizell,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,YarcData,http://data.semanticweb.org/organization/yarcdata,1
David Newman,http://data.semanticweb.org/person/david-newman,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,,,,,0,Wells Fargo,http://data.semanticweb.org/organization/wells-fargo,1
David Norheim,http://data.semanticweb.org/person/david-norheim,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Industrial Track);PC Member at ISWC2012 (Semantic Web Challenge),0,,,,,0,Computas,http://data.semanticweb.org/organization/computas,1
David Shamma,http://data.semanticweb.org/person/david-shamma,http://data.semanticweb.org/conference/iswc/2012,,0,http://research.yahoo.com/David_Ayman_Shamma,,,,0,Yahoo! Research,http://data.semanticweb.org/organization/yahoo-research,1
David Wood,http://data.semanticweb.org/person/david-wood,http://data.semanticweb.org/conference/iswc/2012,Sponsorship Chair,0,,,,,0,3roundstones,http://data.semanticweb.org/organization/3roundstones,1
Davy Van Deursen,http://data.semanticweb.org/person/davy-van-deursen,http://data.semanticweb.org/conference/iswc/2012,,1,http://multimedialab.elis.ugent.be/dvdeurse,,,,0,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Deborah L. McGuinness,http://data.semanticweb.org/person/deborah-l-mcguinness,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track),2,http://www.cs.rpi.edu/~dlm,,,,0,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Denilson Barbosa,http://data.semanticweb.org/person/denilson-barbosa,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,University of Alberta,http://data.semanticweb.org/organization/university-of-alberta,1
Denny Vrandecic,http://data.semanticweb.org/person/denny-vrandecic,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.aifb.kit.edu/web/Denny_Vrandecic/en,,,,0,"AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Dezhao Song,http://data.semanticweb.org/person/dezhao-song,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Lehigh University,http://data.semanticweb.org/organization/lehigh-university,1
Diana Maynard,http://data.semanticweb.org/person/diana-maynard,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Doctoral Consortium);Semantic Web Challenge Chair;Chair,0,http://www.dcs.shef.ac.uk/~diana,,,,0,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Diego Calvanese,http://data.semanticweb.org/person/diego-calvanese,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,http://www.inf.unibz.it/~calvanese,,,,0,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Dimitrios Michail,http://data.semanticweb.org/person/dimitrios-michail,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Harokopio University,http://data.semanticweb.org/organization/harokopio-university,1
Dimitris Plexousakis,http://data.semanticweb.org/person/dimitris-plexousakis,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,http://www.ics.forth.gr/isl/index_main.php?l=e&c=223,,,,0,University of Crete;FORTH-ICS,http://data.semanticweb.org/organization/university-of-crete;http://data.semanticweb.org/organization/forth-ics,2
Dimitris Vrakas,http://data.semanticweb.org/person/dimitris-vrakas,http://data.semanticweb.org/conference/iswc/2012,,0,http://lpis.csd.auth.gr/vrakas,,,,0,Aristotle University of Thessaloniki,http://data.semanticweb.org/organization/aristotle-university-of-thessaloniki,1
Dimitris Zeginis,http://data.semanticweb.org/person/dimitris-zeginis,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,Centre for Research and Technology Hellas,http://data.semanticweb.org/organization/centre-for-research-and-technology-hellas,1
Do-Heon Jeong,http://data.semanticweb.org/person/do-heon-jeong,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Korea Institute of Science and Technology Information,http://data.semanticweb.org/organization/korea-institute-of-science-and-technology-information,1
E.A. Draffan,http://data.semanticweb.org/person/ea-draffan,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Edna Ruckhaus,http://data.semanticweb.org/person/edna-ruckhaus,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.ldc.usb.ve/~ruckhaus,,,,0,Simón Bolívar University,http://data.semanticweb.org/organization/simon-bolivar-university,1
Edoardo Pignotti,http://data.semanticweb.org/person/edoardo-pignotti,http://data.semanticweb.org/conference/iswc/2012,,3,http://www.abdn.ac.uk/ncs/profiles/e.pignotti,,,,0,University of Aberdeen,http://data.semanticweb.org/organization/university-of-aberdeen,1
Efstratios Kontopoulos,http://data.semanticweb.org/person/efstratios-kontopoulos,http://data.semanticweb.org/conference/iswc/2012,,0,http://users.auth.gr/skontopo,,,,0,Aristotle University of Thessaloniki,http://data.semanticweb.org/organization/aristotle-university-of-thessaloniki,1
Elena Cabrio,http://data.semanticweb.org/person/elena-cabrio,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,INRIA,http://data.semanticweb.org/organization/inria,1
Elena Simperl,http://data.semanticweb.org/person/elena-simperl,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Doctoral Consortium),1,,,,,0,"AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Elizabeth Daly,http://data.semanticweb.org/person/elizabeth-daly,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Emanuele Della Valle,http://data.semanticweb.org/person/emanuele-della-valle,http://data.semanticweb.org/conference/iswc/2012,,2,http://www.emanueledellavalle.org,,,,0,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Emily Merrill,http://data.semanticweb.org/person/emily-merrill,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Massachusetts General Hospital,http://data.semanticweb.org/organization/massachusetts-general-hospital,1
Emir Muñoz,http://data.semanticweb.org/person/emir-munoz,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Enrico Daga,http://data.semanticweb.org/person/enrico-daga,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"KMi, The Open University;ISTC-CNR",http://data.semanticweb.org/organization/kmi-the-open-university;http://data.semanticweb.org/organization/istc-cnr,2
Enrico Franconi,http://data.semanticweb.org/person/enrico-franconi,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,,,,,0,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2012,,2,http://kmi.open.ac.uk/people/motta,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Eric Charton,http://data.semanticweb.org/person/eric-charton,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.echarton.com/en,,,,0,CRIM,http://data.semanticweb.org/organization/crim,1
Eric Goodman,http://data.semanticweb.org/person/eric-goodman,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Sandia National Laboratories,http://data.semanticweb.org/organization/sandia-national-laboratories,1
Erik Mannens,http://data.semanticweb.org/person/erik-mannens,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Esko Nuutila,http://data.semanticweb.org/person/esko-nuutila,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Aalto University,http://data.semanticweb.org/organization/aalto-university,1
Esteban Zimanyi,http://data.semanticweb.org/person/esteban-zimanyi,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Université libre de Bruxelles,http://data.semanticweb.org/organization/universite-libre-de-bruxelles,1
Eva Blomqvist,http://data.semanticweb.org/person/eva-blomqvist,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Posters and Demos);Proceedings Chair,0,http://ida.liu.se/~evabl45,,,,0,Linköping University,http://data.semanticweb.org/organization/linkoeping-university,1
Evan Wei Xiang,http://data.semanticweb.org/person/evan-wei-xiang,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Hong Kong University of Science and Technology,http://data.semanticweb.org/organization/hong-kong-university-of-science-and-technology,1
Evelyne Viegas,http://data.semanticweb.org/person/evelyne-viegas,http://data.semanticweb.org/conference/iswc/2012,,0,file:///home/dingli/dl/git/memect-labs/iswc-metadata/data/www/research.microsoft.com/~evelynev,,,,0,Microsoft Research,http://data.semanticweb.org/organization/microsoft-research,1
Evren Sirin,http://data.semanticweb.org/person/evren-sirin,http://data.semanticweb.org/conference/iswc/2012,In-Use Track Chair,1,,,,,0,Clark & Parsia,http://data.semanticweb.org/organization/clark-parsia,1
Fabien Duchateau,http://data.semanticweb.org/person/fabien-duchateau,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Claude Bernard University Lyon 1,http://data.semanticweb.org/organization/claude-bernard-university-lyon-1,1
Fabien Gandon,http://data.semanticweb.org/person/fabien-gandon,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),2,,,,,0,INRIA,http://data.semanticweb.org/organization/inria,1
Fabio Ciravegna,http://data.semanticweb.org/person/fabio-ciravegna,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,http://www.dcs.shef.ac.uk/~fabio,,,,0,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Fabrice Lacroix,http://data.semanticweb.org/person/fabrice-lacroix,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.antidot.net,,,,0,Antidot,http://data.semanticweb.org/organization/antidot,1
Falco Cescolini,http://data.semanticweb.org/person/falco-cescolini,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Siemens,http://data.semanticweb.org/organization/siemens,1
Fausto Guinchiliglia,http://data.semanticweb.org/person/fausto-guinchiliglia,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Doctoral Consortium),0,http://disi.unitn.it/~fausto,,,,0,University of Trento,http://data.semanticweb.org/organization/university-of-trento,1
Federico Michele Facca,http://data.semanticweb.org/person/federico-michele-facca,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,Create-Net,http://data.semanticweb.org/organization/create-net,1
Federico Piccinini,http://data.semanticweb.org/person/federico-piccinini,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Feiyu Xu,http://data.semanticweb.org/person/feiyu-xu,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,German Research Centre for Artificial Intelligence (DKFI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dkfi,1
Felix Sasaki,http://data.semanticweb.org/person/felix-sasaki,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.w3.org/People/fsasaki,,,,0,German Research Centre for Artificial Intelligence (DKFI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dkfi,1
Feng Cao,http://data.semanticweb.org/person/feng-cao,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,IBM China Research Laboratory,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Fernando Bobillo,http://data.semanticweb.org/person/fernando-bobillo,http://data.semanticweb.org/conference/iswc/2012,,0,http://webdiis.unizar.es/~fbobillo,,,,0,University of Zaragoza,http://data.semanticweb.org/organization/university-of-zaragoza,1
Feroz Farazi,http://data.semanticweb.org/person/feroz-farazi,http://data.semanticweb.org/conference/iswc/2012,,1,http://disi.unitn.it/users/mohammad%20shahjahan.feroz%20farazi,,,,0,University of Trento,http://data.semanticweb.org/organization/university-of-trento,1
Fiona McNeill,http://data.semanticweb.org/person/fiona-mcneill,http://data.semanticweb.org/conference/iswc/2012,,0,http://homepages.inf.ed.ac.uk/fmcneill,,,,0,University of Edinburgh,http://data.semanticweb.org/organization/university-of-edinburgh,1
Fouad Zablith,http://data.semanticweb.org/person/fouad-zablith,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Francesco Draicchio,http://data.semanticweb.org/person/francesco-draicchio,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,ISTC-CNR,http://data.semanticweb.org/organization/istc-cnr,1
Francesco Osborne,http://data.semanticweb.org/person/francesco-osborne,http://data.semanticweb.org/conference/iswc/2012,,2,http://www.di.unito.it/~osborne,,,,0,University of Turin,http://data.semanticweb.org/organization/university-of-turin,1
Francois Scharffe,http://data.semanticweb.org/person/francois-scharffe,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Evaluation Track),0,,,,,0,University of Montpellier,http://data.semanticweb.org/organization/university-of-montpellier,1
Francoise Baude,http://data.semanticweb.org/person/francoise-baude,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,,,,,0,INRIA,http://data.semanticweb.org/organization/inria,1
Frank van Harmelen,http://data.semanticweb.org/person/frank-van-harmelen,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Doctoral Consortium),0,http://www.cs.vu.nl/~frankh,,,,0,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Frantisek Simancik,http://data.semanticweb.org/person/frantisek-simancik,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Posters and Demos),0,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Freddy Lecue,http://data.semanticweb.org/person/freddy-lecue,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);Chair,2,http://researcher.watson.ibm.com/researcher/view.php?person=ie-freddy.lecue,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Gabriela Montoya,http://data.semanticweb.org/person/gabriela-montoya,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Simón Bolívar University,http://data.semanticweb.org/organization/simon-bolivar-university,1
Gary Wills,http://data.semanticweb.org/person/gary-wills,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Geert-Jan Houben,http://data.semanticweb.org/person/geert-jan-houben,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Delft University of Technology,http://data.semanticweb.org/organization/delft-university-of-technology,1
George Garbis,http://data.semanticweb.org/person/george-garbis,http://data.semanticweb.org/conference/iswc/2012,,1,http://cgi.di.uoa.gr/~ggarbis,,,,0,National and Kapodistrian University of Athens,http://data.semanticweb.org/organization/national-and-kapodistrian-university-of-athens,1
Gerd Gröner,http://data.semanticweb.org/person/gerd-groener,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of Koblenz and Landau,http://data.semanticweb.org/organization/university-of-koblenz-and-landau,1
Gerd Zechmeister,http://data.semanticweb.org/person/gerd-zechmeister,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Semantic Web Company GmbH,http://data.semanticweb.org/organization/semantic-web-company-gmbh,1
Gerhard Friedrich,http://data.semanticweb.org/person/gerhard-friedrich,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,Alpen-Adria-Universität Klagenfurt,http://data.semanticweb.org/organization/alpen-adria-universitaet-klagenfurt,1
Gianluca Correndo,http://data.semanticweb.org/person/gianluca-correndo,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use);PC Member at ISWC2012 (Posters and Demos),0,,,,,0,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Gianluca Demartini,http://data.semanticweb.org/person/gianluca-demartini,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);Chair,1,,,,,0,University of Fribourg,http://data.semanticweb.org/organization/university-of-fribourg,1
Giorgos Flouris,http://data.semanticweb.org/person/giorgos-flouris,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Giorgos Stoilos,http://data.semanticweb.org/person/giorgos-stoilos,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Posters and Demos),0,,,,,0,National Technical University of Athens,http://data.semanticweb.org/organization/national-technical-university-of-athens,1
Giovanni Grasso,http://data.semanticweb.org/person/giovanni-grasso,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Giovanni Semeraro,http://data.semanticweb.org/person/giovanni-semeraro,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.di.uniba.it/~swap/index.php?n=Membri.Semeraro,,,,0,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Giovanni Tummarello,http://data.semanticweb.org/person/giovanni-tummarello,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use);PC Member at ISWC2012 (Evaluation Track),0,,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Giulia Masotti,http://data.semanticweb.org/person/giulia-masotti,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Giuliana Ucelli,http://data.semanticweb.org/person/giuliana-ucelli,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"Segreteria SIAT, Autonomous Province of Trento",http://data.semanticweb.org/organization/segreteria-siat-autonomous-province-of-trento,1
Giuseppe Pirró,http://data.semanticweb.org/person/giuseppe-pirro,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.inf.unibz.it/~pirro,,,,0,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Giuseppe Rizzo,http://data.semanticweb.org/person/giuseppe-rizzo,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.eurecom.fr/~rizzo,,,,0,EURECOM,http://data.semanticweb.org/organization/eurecom,1
Giusy Di Lorenzo,http://data.semanticweb.org/person/giusy-di-lorenzo,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Grigoris Antoniou,http://data.semanticweb.org/person/grigoris-antoniou,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,,,,,0,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Guéret Christophe,http://data.semanticweb.org/person/gueret-christophe,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,,,,,0,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Guilin Qi,http://data.semanticweb.org/person/guilin-qi,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Southeast University,http://data.semanticweb.org/organization/southeast-university,1
Guillermo Palma,http://data.semanticweb.org/person/guillermo-palma,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Simón Bolívar University,http://data.semanticweb.org/organization/simon-bolivar-university,1
Guus Schreiber,http://data.semanticweb.org/person/guus-schreiber,http://data.semanticweb.org/conference/iswc/2012,Doctoral Consortium Chair,0,,,,,0,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Hai Zhuge,http://data.semanticweb.org/person/hai-zhuge,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track),0,http://www.knowledgegrid.net/~h.zhuge,,,,0,Chinese Academy of Sciences,http://data.semanticweb.org/organization/chinese-academy-of-sciences,1
Hamdi Aloulou,http://data.semanticweb.org/person/hamdi-aloulou,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"Image & Pervasive Access Lab (IPAL), UMI CNRS",http://data.semanticweb.org/organization/image-pervasive-access-lab-ipal-umi-cnrs,1
Han Wang,http://data.semanticweb.org/person/han-wang,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Hanmin Jung,http://data.semanticweb.org/person/hanmin-jung,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Korea Institute of Science and Technology Information,http://data.semanticweb.org/organization/korea-institute-of-science-and-technology-information,1
Hans Uszkoreit,http://data.semanticweb.org/person/hans-uszkoreit,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,German Research Centre for Artificial Intelligence (DKFI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dkfi,1
Hans Vasquez-Gross,http://data.semanticweb.org/person/hans-vasquez-gross,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,"University of California, Davis",http://data.semanticweb.org/organization/university-of-california-davis,1
Haofen Wang,http://data.semanticweb.org/person/haofen-wang,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Posters and Demos),3,http://apex.sjtu.edu.cn/apex_wiki/whfcarter,,,,0,Shanghai Jiao Tong University,http://data.semanticweb.org/organization/shanghai-jiao-tong-university,1
Harald Sack,http://data.semanticweb.org/person/harald-sack,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Hasso Plattner Institute,http://data.semanticweb.org/organization/hasso-plattner-institute,1
Harith Alani,http://data.semanticweb.org/person/harith-alani,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Doctoral Consortium),2,http://people.kmi.open.ac.uk/harith,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Harry Halpin,http://data.semanticweb.org/person/harry-halpin,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,http://www.ibiblio.org/hhalpin,,,,0,University of Edinburgh,http://data.semanticweb.org/organization/university-of-edinburgh,1
Hassan Saif,http://data.semanticweb.org/person/hassan-saif,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Héctor Pérez-Urbina,http://data.semanticweb.org/person/hector-perez-urbina,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,Clark & Parsia,http://data.semanticweb.org/organization/clark-parsia,1
Heiko Paulheim,http://data.semanticweb.org/person/heiko-paulheim,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.heikopaulheim.com,,,,0,Technische Universität Darmstadt,http://data.semanticweb.org/organization/technische-universitaet-darmstadt,1
Heiner Stuckenschmidt,http://data.semanticweb.org/person/heiner-stuckenschmidt,http://data.semanticweb.org/conference/iswc/2012,Senior PC Member at ISWC2012 (Research Track),0,http://ki.informatik.uni-mannheim.de,,,,0,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Hima Yalamanchili,http://data.semanticweb.org/person/hima-yalamanchili,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,"Kno.e.sis, Wright State University",http://data.semanticweb.org/organization/knoesis-wright-state-university,1
Hiroko Kou,http://data.semanticweb.org/person/hiroko-kou,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Osaka University,http://data.semanticweb.org/organization/osaka-university,1
Hiroyuki Toda,http://data.semanticweb.org/person/hiroyuki-toda,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,NTT,http://data.semanticweb.org/organization/ntt,1
