name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Alessandro Adamou,http://data.semanticweb.org/person/alessandro-adamou,http://data.semanticweb.org/conference/iswc/2010,,0,http://stlab.istc.cnr.it/stlab/User:AlessandroAdamou,,,bd7621ff59162ec62118f24a0a4e4fc2c32115a9,1,ISTC-CNR;CNR Institute of Cognitive Sciences and Technology,http://data.semanticweb.org/organization/cnr-istc-italy,1
Alexander Deleon,http://data.semanticweb.org/person/alexander-deleon,http://data.semanticweb.org/conference/iswc/2010,,0,http://mayor2.dia.fi.upm.es/oeg-upm/index.php/en/masterstudents/47-alexdeleon,,,2b77f881fe9235d50499b1ef3e652a9ad8ed16c5,1,Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Alexander Garcia Castro,http://data.semanticweb.org/person/alexander-garcia-castro,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.alexandergarcia.name,,,442aae33d6728af9d94eb76f5e00f7f2cd0afaae,1,University of Bremen,http://data.semanticweb.org/organization/university-of-bremen,1
Alexander Ulanov,http://data.semanticweb.org/person/alexander-ulanov,http://data.semanticweb.org/conference/iswc/2010,,0,http://ru.linkedin.com/in/avulanov,,,1dc084d57e6a435ee689224be804542e921a0a97,1,HP Labs Russia,http://data.semanticweb.org/organization/hp-labs-russia,1
Alexandra Poulovassilis,http://data.semanticweb.org/person/alexandra-poulovassilis,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.dcs.bbk.ac.uk/~ap/,,,b804c68178a28ccde3196f5512affec2d7ded34c,1,University of London,http://data.semanticweb.org/organization/university-of-london,1
Alexandre Passant,http://data.semanticweb.org/person/alexandre-passant,http://data.semanticweb.org/conference/iswc/2010,Session Chair of Research Track: Social Semantic Web/1,1,http://apassant.net/,,,0cfa0c4363ecc5d6a0250fdac77c4267cab8a4dd,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Alexandros Chortaras,http://data.semanticweb.org/person/alexandros-chortaras,http://data.semanticweb.org/conference/iswc/2010,,0,http://bit.ly/aUCShm,,,e53f8d6fe227f865c36d8d6b215c4b013098baa9,1,National Technical University of Athens,http://data.semanticweb.org/organization/national-and-technical-university-of-athens,1
Alexey Cheptsov,http://data.semanticweb.org/person/alexey-cheptsov,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.hlrs.de/organization/people/cheptsov/,,,97de650d3eb70520af72be565278582b8a359cc9,1,University of Stuttgart,http://data.semanticweb.org/organization/university-of-stuttgart,1
Alistair Duke,http://data.semanticweb.org/person/alistair-duke,http://data.semanticweb.org/conference/iswc/2010,,0,,,,08400e14ca3a777de2721425832cba38c43fbe7a,1,BT,http://data.semanticweb.org/organization/bt-innovate,1
Alun Preece,http://data.semanticweb.org/person/alun-preece,http://data.semanticweb.org/conference/iswc/2010,,0,http://users.cs.cf.ac.uk/A.D.Preece/,,,0c30c05401c56610765d2f4ac7ee902f74c47807,1,Cardiff University,http://data.semanticweb.org/organization/cardiff-university,1
Amit P. Sheth,http://data.semanticweb.org/person/amit-sheth,http://data.semanticweb.org/conference/iswc/2010,,1,http://knoesis.wright.edu/amit/,,,c903202d3919813029e4dc56efbe0a2b2443074c,1,Wright State University,http://data.semanticweb.org/organization/wright-state-university,1
Amrapali J. Zaveri,http://data.semanticweb.org/person/amrapali-j-zaveri,http://data.semanticweb.org/conference/iswc/2010,,1,,,,77eda3f1f02b4e3244f0e8027bd5655a9ed1716d,1,University of Leipzig,http://data.semanticweb.org/organization/universitaet-leipzig,1
Anand Ranganathan,http://data.semanticweb.org/person/anand-ranganathan,http://data.semanticweb.org/conference/iswc/2010,Sponsorship Chair at ISWC 2010,0,http://choices.cs.uiuc.edu/~ranganat/,,,7e50528332d15dabf8bb4680abb458b2640cf499,1,IBM T.J. Watson Research Center,http://data.semanticweb.org/organization/ibm-watson-research-center,1
Anastasios Kementsietsidis,http://data.semanticweb.org/person/anastasios-kementsietsidis,http://data.semanticweb.org/conference/iswc/2010,,0,http://bit.ly/cqTbYy,,,e6563946b9127806c6a94706e6181d5ff2eafc7e,1,IBM T.J. Watson Research Center,http://data.semanticweb.org/organization/ibm-watson-research-center,1
Andraz Tori,http://data.semanticweb.org/person/andraz-tori,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.zemanta.com/about/#management-team,,,,0,Zemanta,http://data.semanticweb.org/organization/zemanta,1
Andrea Nuzzolese,http://data.semanticweb.org/person/andrea-nuzzolese,http://data.semanticweb.org/conference/iswc/2010,,0,http://stlab.istc.cnr.it/stlab/User:AndreaNuzzolese,,,87707a356b60f036a079c5268236791fbab9f85e,1,ISTC-CNR;CNR Institute of Cognitive Sciences and Technology,http://data.semanticweb.org/organization/cnr-istc-italy,1
Andreas Eberhart,http://data.semanticweb.org/person/andreas-eberhart,http://data.semanticweb.org/conference/iswc/2010,,2,http://www.informatik.uni-trier.de/~ley/db/indices/a-tree/e/Eberhart:Andreas.html,,,79f778c047e73839d993fb0da1b4f4428878ce29,1,fluid Operations,http://data.semanticweb.org/organization/fluid-operations,1
Andreas Filler,http://data.semanticweb.org/person/andreas-filler,http://data.semanticweb.org/conference/iswc/2010,,1,http://im.dm.hs-furtwangen.de/de_team_filler.phtml,,,e99aa29d5f27b67683031a2585d20c0fd4e18d6d,1,Furtwangen University,http://data.semanticweb.org/organization/furtwangen-university,1
Andreas Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2010,,3,http://harth.org/andreas/,,,0604d144b935121a11d7495b2751e5d3176fc6fa,1,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Andreas Hotho,http://data.semanticweb.org/person/andreas-hotho,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.kde.cs.uni-kassel.de/hotho,,,618346f249ba96ff62d1a2765d7badc4282125ad,1,University of Wurzburg,http://data.semanticweb.org/organization/universitaet-wuerzburg,1
Andreas Wagner,http://data.semanticweb.org/person/andreas-wagner,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.aifb.kit.edu/web/Andreas_Wagner/en,,,bb64dc3391e5df9e39176b2d65dcdd373ebcfe42,1,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Andres Garcia-Silva,http://data.semanticweb.org/person/andres-garcia-silva,http://data.semanticweb.org/conference/iswc/2010,,0,http://mayor2.dia.fi.upm.es/index.php/en/phdstudents/38-hGarcia,,,e030312ca341a25150376469d014db3135b2c92f,1,Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Andrey Simanovsky,http://data.semanticweb.org/person/andrey-simanovsky,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.informatik.uni-trier.de/~ley/db/indices/a-tree/s/Simanovsky:Andrey.html,,,44c1ebb181697ab1df5dc4add64eb3f2f25826dd,1,St Petersburg State University,http://data.semanticweb.org/organization/st-petersburg-state-university,1
Andriy Nikolov,http://data.semanticweb.org/person/andriy-nikolov,http://data.semanticweb.org/conference/iswc/2010,,0,http://people.kmi.open.ac.uk/andriy/,,,f711448173546302efd026ff3b508fd8e50f1927,1,The Open University,http://data.semanticweb.org/organization/the-open-university,1
Andy Seaborne,http://data.semanticweb.org/person/andy-seaborne,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.hpl.hp.com/people/andy_seaborne/,,,d84b2e439ae33d719820f02e60a47ed39ad98e67,1,HP Labs Bristol,http://data.semanticweb.org/organization/hp-labs-bristol,1
Anees Ul Mehdi,http://data.semanticweb.org/person/anees-ul-mehdi,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.aifb.kit.edu/web/Anees_ul_Mehdi/en,,,01a865798eb73ccf4a88c2ae8cbd6b210181bf2c,1,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Anita Burgun,http://data.semanticweb.org/person/anita-burgun,http://data.semanticweb.org/conference/iswc/2010,,1,,,,c914ca406fbf5650b598910b0527d01e8479045b,1,Universite de Rennes 1,http://data.semanticweb.org/organization/universite-de-rennes-1,1
Anja Jentzsch,http://data.semanticweb.org/person/anja-jentzsch,http://data.semanticweb.org/conference/iswc/2010,,1,http://anjajentzsch.de/;http://www.wiwiss.fu-berlin.de/en/institute/pwo/bizer/team/JentzschAnja.html,,,1469b295d805cdff3a9ad502d9798fbf569bff2c,1,Freie Universität Berlin,http://data.semanticweb.org/organization/freie-universitaet-berlin,1
Annabel Bourde,http://data.semanticweb.org/person/annabel-bourde,http://data.semanticweb.org/conference/iswc/2010,,1,,,,,0,Universite de Rennes 1,http://data.semanticweb.org/organization/universite-de-rennes-1,1
Anne Schlicht,http://data.semanticweb.org/person/anne-schlicht,http://data.semanticweb.org/conference/iswc/2010,,0,http://ki.informatik.uni-mannheim.de/people/anne_schlicht.html,,,a25ef8ebfa91d30307cf9060ba1c848d2044ac23,1,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Anni Yasmin Turhan,http://data.semanticweb.org/person/anni-yasmin-turhan,http://data.semanticweb.org/conference/iswc/2010,,0,http://wwwtcs.inf.tu-dresden.de/~turhan/,,,cc6a50e14fb902bd4e891b0fbfbdb4b318401b90,1,Dresden University of Technology,http://data.semanticweb.org/organization/tu-dresden,1
Ansgar Scherp,http://data.semanticweb.org/person/ansgar-scherp,http://data.semanticweb.org/conference/iswc/2010,,0,http://ansgarscherp.net/,,,f015ae2b5fb0e21e6caa767bf4ca58c5d2f046f3,1,Universität Koblenz-Landau;University of Koblenz-Landau,http://data.semanticweb.org/organization/university-of-koblenz-landau,1
Antoine Zimmermann,http://data.semanticweb.org/person/antoine-zimmermann,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.deri.ie/about/team/member/antoine_zimmermann/,,,c4f80d64f6fda773391618a4866c737b2113eb30,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Anupam Joshi,http://data.semanticweb.org/person/anupam-joshi,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.cs.umbc.edu/~joshi/,,,de4984eb69b9610f133321ac8b1fc38de56661e3,1,"University of Maryland;University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland,1
Asuncion Gomez Perez,http://data.semanticweb.org/person/asuncion-gomez-perez,http://data.semanticweb.org/conference/iswc/2010,Senior Member of ISWC 2010 Research Programme Committee,1,http://webode.dia.fi.upm.es/Asun/Asun.html,,,f929b4dab306ec656affc5136763b6fe14c2347e,1,Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Atanas Kiryakov,http://data.semanticweb.org/person/atanas-kiryakov,http://data.semanticweb.org/conference/iswc/2010,,0,http://personal.sirma.bg/AtanasKiryakov/cv.htm,,,a74d5c2fa0c492439d220a82dbc3db8ffcdbc5d1,1,Ontotext Lab,http://data.semanticweb.org/organization/ontotext-lab,1
Austin Hagen,http://data.semanticweb.org/person/austin-haugen,http://data.semanticweb.org/conference/iswc/2010,,1,http://austinhaugen.com/,,,,0,Facebook,http://data.semanticweb.org/organization/facebook-inc,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2010,Session Chair of Research Track: Reasoning and Algorithms;Poster and Demonstration Chair at ISWC 2010,2,http://axel.deri.ie/,,,776866afe69158abddfa6dbf92aaaf2045bd91a4,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Bart J. Nagel,http://data.semanticweb.org/person/bart-j-nagel,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.ecs.soton.ac.uk/people/bjn,,,d55d5a32e0356196f45919813edc300ec3622476,1,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Basil Ell,http://data.semanticweb.org/person/basil-ell,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.aifb.kit.edu/web/Basil_Ell/en,,,46ab0a56c4872867b37c785c208b0eabff3223c8,1,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Beate Krause,http://data.semanticweb.org/person/beate-krause,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.kde.cs.uni-kassel.de/krause,,,5f04ac94a779b39ec430a355cad57d4b949b05f5,1,University of Kassel,http://data.semanticweb.org/organization/university-of-kassel,1
Behrang Qasemizadeh,http://data.semanticweb.org/person/behrang-qasemizadeh,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.deri.ie/about/team/member/behrang_qasemizadeh/,,,44065852bc61f82696e7e3e1c2ab1547531cb94f,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Benedicto Rodriguez-Castro,http://data.semanticweb.org/person/benedicto-rodriguez,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.ecs.soton.ac.uk/people/br205r,,,d2467cb4f2205a2f21f96447c3739df259016d21,1,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Benjamin Bach,http://data.semanticweb.org/person/benjamin-bach,http://data.semanticweb.org/conference/iswc/2010,,1,http://insitu.lri.fr/People/BenjaminBach,,,56b22af04a7951f811bac9ba94fa66d8451786bd,1,INRIA and LRI (Universite Paris-Sud and CNRS),http://data.semanticweb.org/organization/inria-and-lri-universite-paris-sud-and-cnrs,1
Ben Fields,http://data.semanticweb.org/person/benjamin-fields,http://data.semanticweb.org/conference/iswc/2010,,1,http://goldsmiths.academia.edu/BenFields,,,,0,Goldsmiths University of London,http://data.semanticweb.org/organization/goldsmiths-university-of-london,1
Benjamin Fields,http://data.semanticweb.org/person/benjamin-fields,http://data.semanticweb.org/conference/iswc/2010,,1,http://goldsmiths.academia.edu/BenFields,,,,0,Goldsmiths University of London,http://data.semanticweb.org/organization/goldsmiths-university-of-london,1
Benjamin Grosof,http://data.semanticweb.org/person/benjamin-grosof,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.mit.edu/~bgrosof/,,,50495cfb238dba18ff8f27d5d8f896683c981cf8,1,Vulcan Inc,http://data.semanticweb.org/organization/vulcan-inc,1
Benjamin Zapilko,http://data.semanticweb.org/person/benjamin-zapilko,http://data.semanticweb.org/conference/iswc/2010,,0,,,,98f2f3e56a680f2e7db881874a45f423c1177133,1,GESIS - Leibniz Institute for the Social Sciences,http://data.semanticweb.org/organization/gesis-leibniz-institute-for-the-social-sciences,1
Bernardo Cuenca-Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2010,Session Chair of Research Track: Agents,1,http://web.comlab.ox.ac.uk/people/Bernardo.CuencaGrau/,,,ae98569ea8e2d775ec222700985de5eb630745ff,1,Oxford University,http://data.semanticweb.org/organization/university-of-oxford,1
Bert Bredeweg,http://data.semanticweb.org/person/bert-bredeweg,http://data.semanticweb.org/conference/iswc/2010,,1,http://staff.science.uva.nl/~bredeweg/,,,d9ffecfbbdf2cb760ac5a1754d7eab64c439eddc,1,University of Amsterdam,http://data.semanticweb.org/organization/universiteit-van-amsterdam,1
Bhavani Thuraisingham,http://data.semanticweb.org/person/bhavani-thuraisingham,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.utdallas.edu/~bxt043000/,,,b7461b7b01dfa88ddde27fac264fc1ee0ed9abdc,1,University of Texas at Dallas,http://data.semanticweb.org/organization/university-of-texas-at-dallas,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2010,Workshop Chair at ISWC 2010;Session Chair of Research Track: Representation Extensions,2,http://www.cs.man.ac.uk/~bparsia/,,,c9ef3edda6fd12cc1e9113217a75e5074e2ee80e,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Bin Xu,http://data.semanticweb.org/person/bin-xu,http://data.semanticweb.org/conference/iswc/2010,,0,http://keg.cs.tsinghua.edu.cn/persons/xubin/Xu%20Bin%20Homepage.htm,,,8224c2dd51ef6bb091d61aea8b1d630fd3cc2cee,1,"Tsinghua University;Tsinghua University, Shenzhen",http://data.semanticweb.org/organization/tsinghua-university,1
Birte Glimm,http://data.semanticweb.org/person/birte-glimm,http://data.semanticweb.org/conference/iswc/2010,Proceedings Chair at ISWC 2010,3,http://web.comlab.ox.ac.uk/people/Birte.Glimm/,,,0f8b8da8c426bea774fa0a555d65524e6b3e0363,1,Oxford University,http://data.semanticweb.org/organization/university-of-oxford,1
Björn Forcher,http://data.semanticweb.org/person/bjoern-forcher,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.dfki.uni-kl.de/~forcher/,,,315ed89df0eb492080f2295f19d8529aeb131b2f,1,German Research Center for Artificial Intelligence (DFKI);Deutsches Forschungszentrum fur Kunstliche Intelligenz (DFKI),http://data.semanticweb.org/organization/german-research-center-for-artificial-intelligence-dfki,1
Blai Bonet,http://data.semanticweb.org/person/blai-bonet,http://data.semanticweb.org/conference/iswc/2010,,2,http://www.ldc.usb.ve/~bonet/,,,5bae4e724817052bfb0e2ce8d41b0a8213ab4148,1,Simon Bolivar University,http://data.semanticweb.org/organization/simon-bolivar-university,1
Blaz Fortuna,http://data.semanticweb.org/person/blaz-fortuna,http://data.semanticweb.org/conference/iswc/2010,,1,http://blazfortuna.com/,,,ad1e1215f5349d2c3aad14363a36706b7653becc,1,Jozef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Bo Hu,http://data.semanticweb.org/person/bo-hu,http://data.semanticweb.org/conference/iswc/2010,,1,,,,b82c0558162bc109e51f60a5986d218dd2c1cdd9,1,SAP Research CEC Belfast,http://data.semanticweb.org/organization/sap-research-cec-belfast,1
Bo Wang,http://data.semanticweb.org/person/bo-wang,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.bo-wang.net/,,,3db473687d5c61b060bf69265410127e214a5cdd,1,Nanjing University of Aeronautics and Astronautics,http://data.semanticweb.org/organization/nanjing-university-of-aeronautics-and-astronautics,1
Bob DuCharme,http://data.semanticweb.org/person/bob-ducharme,http://data.semanticweb.org/conference/iswc/2010,Senior Member of ISWC 2010 Research Programme Committee,0,http://www.snee.com/bob/,,,a58014b314fbab59926e013e5314c5e416e39828,1,TopQuadrant,http://data.semanticweb.org/organization/topquadrant-inc,1
Boris Motik,http://data.semanticweb.org/person/boris-motik,http://data.semanticweb.org/conference/iswc/2010,,2,http://www.comlab.ox.ac.uk/people/boris.motik/,,,d4eccc5f2f9a33129c207211d7af8f298a7f71ee,1,Oxford University,http://data.semanticweb.org/organization/university-of-oxford,1
Boris Villazon Terrazas,http://data.semanticweb.org/person/boris-villazon-terrazas,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.informatik.uni-trier.de/~ley/db/indices/a-tree/v/Villaz=oacute=n=Terrazas:Boris.html,,,6384e9af5019abb399667d5259acec5db611c3d4,1,Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Boyan Brodaric,http://data.semanticweb.org/person/boyan-brodaric,http://data.semanticweb.org/conference/iswc/2010,,0,http://gsc.nrcan.gc.ca/dir/index_e.php?id=1579,,,9b2eed7e5755484560d76731ee22dd167142cd09,1,Geological Survey of Canada,http://data.semanticweb.org/organization/geological-survey-of-canada,1
Brett Benyo,http://data.semanticweb.org/person/brett-benyo,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.linkedin.com/pub/brett-benyo/b/b29/10,,,b6be2421ad9f1c87c3de0f26c4cce7d5358cb863,1,BBN Technologies,http://data.semanticweb.org/organization/bbn-technologies,1
Brian Davis,http://data.semanticweb.org/person/brian-davis,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.deri.ie/about/team/member/brian_davis/,,,8c6dfc17028b508310f6c7cde2ba007c545b591f,1,"National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Carl Andersen,http://data.semanticweb.org/person/carl-andersen,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.linkedin.com/pub/dir/Carl/Andersen,,,ae85f4481598ce1384977374c7f0d443a9b67996,1,BBN Technologies,http://data.semanticweb.org/organization/bbn-technologies,1
Carlos Buil Aranda,http://data.semanticweb.org/person/carlos-buil-aranda,http://data.semanticweb.org/conference/iswc/2010,,0,http://mayor2.dia.fi.upm.es/oeg-upm/index.php/es/universitystaff/13-neon,,,0a3cfc5999d531257e93a631528690ecf6b210e1,1,Universidad Politecnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Carlos Pedrinaci,http://data.semanticweb.org/person/carlos-pedrinaci,http://data.semanticweb.org/conference/iswc/2010,,1,http://kmi.open.ac.uk/people/carlos/,,,c64f9841ebaba8d2ea75552be0400ad2b304b5d0,1,The Open University,http://data.semanticweb.org/organization/the-open-university,1
Carlos Viegas Damasio,http://data.semanticweb.org/person/carlos-viegas-damasio,http://data.semanticweb.org/conference/iswc/2010,,1,http://centria.fct.unl.pt/~cd/index.en.html,,,747d1d9898da965f6cb486c91053a0707b78f3c7,1,FCT/Universidade Nova de Lisboa,http://data.semanticweb.org/organization/universidade-nova-de-lisboa,1
Carole Goble,http://data.semanticweb.org/person/carole-goble,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.cs.man.ac.uk/~carole/,,,4699824a3759895701ccaaa26c2ba7aaa5397b80,1,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Cassia Trojahn,http://data.semanticweb.org/person/cassia-trojahn,http://data.semanticweb.org/conference/iswc/2010,,1,http://www.inrialpes.fr/exmo/people/trojahn/index.html,,,8645231151124deb3f16b5836d0b52ae5ea42a83,1,INRIA LIG,http://data.semanticweb.org/organization/inria-lig,1
Catherina Burghart,http://data.semanticweb.org/person/catherina-burghart,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.fzi.de/index.php/en/research/research-divisions/information-process-engineering-ipe/staff/burghart,,,4c47b9606c5ae05dc7f39f0411e5d51f246d0f3b,1,FZI Forschungszentrum Informatik,http://data.semanticweb.org/organization/fzi-forschungszentrum-informatik,1
Chen Wang,http://data.semanticweb.org/person/chen-wang,http://data.semanticweb.org/conference/iswc/2010,,1,http://domino.research.ibm.com/comm/research_people.nsf/pages/wang.index.html,,,14ae99d16e3f588339fc28970e7b81378439811d,1,IBM Research China;IBM China Research Laboratory,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Chenyan Xiong,http://data.semanticweb.org/person/chenyan-xiong,http://data.semanticweb.org/conference/iswc/2010,,0,,,,,0,,,0
Chiara Ghidini,http://data.semanticweb.org/person/chiara-ghidini,http://data.semanticweb.org/conference/iswc/2010,,1,https://dkm.fbk.eu/ghidini/,,,aca9efa3e5a984c2a05baeb389b092d70b0e76fa,1,Bruno Kessler Foundation;Fondazione Bruno Kessler,http://data.semanticweb.org/organization/fbk-irst,1
Chimezie Ogbuji,http://data.semanticweb.org/person/chimezie-ogbuji,http://data.semanticweb.org/conference/iswc/2010,,0,http://chimezie.posterous.com/,,,a95603ffe1c4abd4fa4f386ba94864de28aab269,1,Cleveland Clinic Foundation,http://data.semanticweb.org/organization/cleveland-clinic-foundation,1
Chintan Patel,http://data.semanticweb.org/person/chintan-patel,http://data.semanticweb.org/conference/iswc/2010,,0,http://www.csee.umbc.edu/~cpatel2/,,,ff36b3f104a0072b22b3350a6cc4dc7672c1a529,1,"University of Maryland;University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland,1
