name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Anastasios Kementsietsidis,http://data.semanticweb.org/person/anastasios-kementsietsidis,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://researcher.watson.ibm.com/researcher/view.php?person=us-akement,,,e6563946b9127806c6a94706e6181d5ff2eafc7e,1,IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,http://data.semanticweb.org/organization/ibm-thomas-j-watson-research-center,1
Andre Freitas,http://data.semanticweb.org/person/andre-freitas,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,d3b73e11f371a9fee2e23ec599408f5ca4ecdfe9,1,"DERI, Galway","DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Andrea Giovanni Nuzzolese,http://data.semanticweb.org/person/andrea-giovanni-nuzzolese,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,2,http://stlab.istc.cnr.it/stlab/Andrea_Nuzzolese,,,71a761b4b91daced90923b5fc2d37f7afeb2c501,1,ISTC-CNR,ISTC-CNR,http://data.semanticweb.org/organization/istc-cnr,1
Andrea Moro,http://data.semanticweb.org/person/andrea-moro,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,79c4dd813df586471940dfb64c53a7216cd3ebde,1,Sapienza University of Rome,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Andreas Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track); Semantic Web Challenge Chair,2,1,http://harth.org/andreas/,,,,0,"AIFB, University of Karlsruhe","AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Andreas Hotho,http://data.semanticweb.org/person/andreas-hotho,http://data.semanticweb.org/conference/iswc/2013,Senior PC Member at ISWC2013 (Research Track),1,0,,,,,0,University of Würzburg,University of Würzburg,http://data.semanticweb.org/organization/university-of-wuerzburg,1
Andreas Schwarte,http://data.semanticweb.org/person/andreas-schwarte,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,0847584827dd629eacd2ba195d7e9bfea4113c9c,1,Fluid Operations,Fluid Operations,http://data.semanticweb.org/organization/fluid-operations,1
Andrew McParland,http://data.semanticweb.org/person/andrew-mcparland,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,42196cba177fd0feb4722bce2f900f51cb107b74,1,BBC,BBC,http://data.semanticweb.org/organization/bbc,1
Andrew Woolf,http://data.semanticweb.org/person/andrew-woolf,http://data.semanticweb.org/conference/iswc/2013,Speaker,1,0,,,,,0,Bureau of Meteorology,Bureau of Meteorology,http://data.semanticweb.org/organization/bureau-of-meteorology,1
Andrey Gubichev,http://data.semanticweb.org/person/andrey-gubichev,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,9ec2c6d10bc1707dd4b16f11bdbca2a0ac1ab219,1,Technical University Munich,Technical University Munich,http://data.semanticweb.org/organization/technical-university-munich,1
Andriy Nikolov,http://data.semanticweb.org/person/andriy-nikolov,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,2,,,,8bd5b6c3bdb42bf83ff88fa78077df7e75649eb0,1,Fluid Operations,Fluid Operations,http://data.semanticweb.org/organization/fluid-operations,1
Anila Sahar Butt,http://data.semanticweb.org/person/anila-sahar-butt,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3aacab1124756694855de36f785fa33fec847229,1,Australian National University,Australian National University,http://data.semanticweb.org/organization/australian-national-university,1
Animesh Manglik,http://data.semanticweb.org/person/animesh-manglik,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,08094cb74ae7afc0065ce578e3622a7152c17368,1,University of Southern California,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
Anna Fensel,http://data.semanticweb.org/person/anna-fensel,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,FTW Telecommunications Research Center Vienna,FTW Telecommunications Research Center Vienna,http://data.semanticweb.org/organization/ftw-telecommunications-research-center-vienna,1
Anna Lisa Gentile,http://data.semanticweb.org/person/anna-lisa-gentile,http://data.semanticweb.org/conference/iswc/2013,Workshop Chair; Tutorial Organizer,2,1,,,,375c571224d2571a38961ee728085ac27d28f094,1,University of Sheffield,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Anni Rowland-Campbell,http://data.semanticweb.org/person/anni-rowland-campbell,http://data.semanticweb.org/conference/iswc/2013,Sponsorship Chair,1,0,http://www.intersticia.com/,,,,0,Intersticia,Intersticia,http://data.semanticweb.org/organization/intersticia,1
Anni-Yasmin Turhan,http://data.semanticweb.org/person/anni-yasmin-turhan,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Dresden University of Technology,Dresden University of Technology,http://data.semanticweb.org/organization/dresden-university-of-technology,1
Ansgar Scherp,http://data.semanticweb.org/person/ansgar-scherp,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); Workshop Chair,2,1,,,,b9dd60bd56a27cdc0554f7461ee6ca0ed6346385,1,University of Mannheim,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Antoine Isaac,http://data.semanticweb.org/person/antoine-isaac,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track),1,0,,,,,0,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam; Europeana,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam; http://data.semanticweb.org/organization/europeana,2
Antoine Zimmermann,http://data.semanticweb.org/person/antoine-zimmermann,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,École Nationale Supérieure des Mines de Saint-Étienne,École Nationale Supérieure des Mines de Saint-Étienne,http://data.semanticweb.org/organization/ecole-nationale-superieure-des-mines-de-saint-etienne,1
Antonino Rotolo,http://data.semanticweb.org/person/antonino-rotolo,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,10bb824c115fec3099eb469c8939a89518f14fac,1,University of Bologna,University of Bologna,http://data.semanticweb.org/organization/university-of-bologna,1
Antonio Corradi,http://data.semanticweb.org/person/antonio-corradi,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,2c493fae9babfa9947dff7d557d6d56569658789,1,University of Bologna,University of Bologna,http://data.semanticweb.org/organization/university-of-bologna,1
Antonis Loizou,http://data.semanticweb.org/person/antonis-loizou,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,1,,,,0e56fcf7988a7c4b8cebd03edf90ea8bd630346c,1,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Antony Williams,http://data.semanticweb.org/person/antony-williams,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3e8c20a7e0ede14deef4ccd0c1280b233be7899a,1,Royal Society of Chemistry,Royal Society of Chemistry,http://data.semanticweb.org/organization/royal-society-of-chemistry,1
Antske Fokkens,http://data.semanticweb.org/person/antske-fokkens,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,211e24eb99a42047ee5ca8d05890ba2fcc6ca8b8,1,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Anupam Joshi,http://data.semanticweb.org/person/anupam-joshi,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,de4984eb69b9610f133321ac8b1fc38de56661e3,1,"University of Maryland, Baltimore County","University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland-baltimore-county,1
Anupriya Ankolekar,http://data.semanticweb.org/person/anupriya-ankolekar,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,0,,,,,0,Hewlett Packard Laboratories,Hewlett Packard Laboratories,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
Anya Okhmatovskaia,http://data.semanticweb.org/person/anya-okhmatovskaia,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,b7ec865d98f49502b1270476ba496e056ba6811e,1,McGill University,McGill University,http://data.semanticweb.org/organization/mcgill-university,1
Aparna Nagarajan,http://data.semanticweb.org/person/aparna-nagarajan,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,908524fc2fa3c0794cc44df8659ee0b023321f89,1,P.E.S. Institute of Technology,P.E.S. Institute of Technology,http://data.semanticweb.org/organization/pes-institute-of-technology,1
Apoorva Rao Balevalachilu,http://data.semanticweb.org/person/apoorva-rao-balevalachilu,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,255fa9053ca6ab1b23c6a4ffdd1a94dc1bd85325,1,P.E.S. Institute of Technology,P.E.S. Institute of Technology,http://data.semanticweb.org/organization/pes-institute-of-technology,1
Arash Shaban-Nejad,http://data.semanticweb.org/person/arash-shaban-nejad,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,a2b7f345891c743b0f88d69accc28ea1e590e48b,1,McGill University,McGill University,http://data.semanticweb.org/organization/mcgill-university,1
Arild Waaler,http://data.semanticweb.org/person/arild-waaler,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://folk.uio.no/arild,,,ff749127c207b8bc7d463999eea7531e0d7d9aba,1,University of Oslo,University of Oslo,http://data.semanticweb.org/organization/university-of-oslo,1
Arkady Zaslavsky,http://data.semanticweb.org/person/arkady-zaslavsky,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://www.ict.csiro.au/staff/arkady.zaslavsky/,,,9a1c7923259025c1ab09310b5e766107a738f177,1,CSIRO Australia,CSIRO Australia,http://data.semanticweb.org/organization/csiro-australia,1
Armin Haller,http://data.semanticweb.org/person/armin-haller,http://data.semanticweb.org/conference/iswc/2013,Local Organiser; Workshop Chair; Publicity Chair; PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos); PC Member at ISWC2013 (Semantic Web In Use Track),6,1,http://www.armin-haller.com/; http://www.armin-haller.com,,,00469ffc86d1f96c0144a4028e60566dadd7da47,1,CSIRO Australia,CSIRO Australia,http://data.semanticweb.org/organization/csiro-australia,1
Asunción Gómez-Pérez,http://data.semanticweb.org/person/asuncion-gomez-perez,http://data.semanticweb.org/conference/iswc/2013,Senior PC Member at ISWC2013 (Research Track); Session Chair,2,0,,,,,0,Technical University of Madrid,Technical University of Madrid,http://data.semanticweb.org/organization/technical-university-of-madrid,1
Axel-Cyrille Ngonga Ngomo,http://data.semanticweb.org/person/axel-cyrille-ngonga-ngomo,http://data.semanticweb.org/conference/iswc/2013,Session Chair; PC Member at ISWC2013 (Evaluation Track),2,3,,,,3e873fc82e7405de39cb8dc6f2d2c2e445f8c043,1,Leipzig University,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track); PC Member at ISWC2013 (Evaluation Track); Senior PC Member at ISWC2013 (Research Track); Session Chair,4,0,,,,,0,Siemens,Siemens,http://data.semanticweb.org/organization/siemens,1
Barry Norton,http://data.semanticweb.org/person/barry-norton,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer,1,0,,,,6a5237d33f908291f9d94014f12fe4bb7a3e58f1,1,"AIFB, University of Karlsruhe","AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Ben Johnston,http://data.semanticweb.org/person/ben-johnston,http://data.semanticweb.org/conference/iswc/2013,Workshops and Tutorials Chair; Session Chair,2,0,http://benjaminjohnston.com.au/index.html,,,,0,"University of Technology, Sydney","University of Technology, Sydney",http://data.semanticweb.org/organization/university-of-technology-sydney,1
Berkant Barla Cambazoglu,http://data.semanticweb.org/person/berkant-barla-cambazoglu,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,cf1c01c88f99d224cfbb34e545658b29a2b1e048,1,Yahoo! Labs,Yahoo! Labs,http://data.semanticweb.org/organization/yahoo-labs,1
Bernardo Cuenca Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2013,,0,2,,,,c0879a5783f8750335b2d2830dd7dbb99dc8f94b,1,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bernardo Pereira Nunes,http://data.semanticweb.org/person/bernardo-pereira-nunes,http://data.semanticweb.org/conference/iswc/2013,,0,3,,,,1f87692d4f8246501797fdb8ddb5213e7d91a81e,1,Pontifical Catholic University of Rio de Janeiro,Pontifical Catholic University of Rio de Janeiro,http://data.semanticweb.org/organization/pontifical-catholic-university-of-rio-de-janeiro,1
Bernhard Schandl,http://data.semanticweb.org/person/bernhard-schandl,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,0,,,,,0,Gnowsis,Gnowsis,http://data.semanticweb.org/organization/gnowsis,1
Besnik Fetahu,http://data.semanticweb.org/person/besnik-fetahu,http://data.semanticweb.org/conference/iswc/2013,,0,2,,,,019eb78d2972455d2a0f957cb9f883d357f9ceeb,1,L3S Research Center,L3S Research Center,http://data.semanticweb.org/organization/l3s-research-center,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,4,http://www.cs.man.ac.uk/~bparsia,,,c9ef3edda6fd12cc1e9113217a75e5074e2ee80e,1,University of Manchester,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester,1
Birte Glimm,http://data.semanticweb.org/person/birte-glimm,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,1,,,,d9e3004543dab6b7586ec0c3846985b999320232,1,University of Ulm,University of Ulm,http://data.semanticweb.org/organization/university-of-ulm,1
Blaž Fortuna,http://data.semanticweb.org/person/blaz-fortuna,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer,1,0,,,,,0,Jožef Stefan Institute,Jožef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Bo Fu,http://data.semanticweb.org/person/bo-fu,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,1,,,,0ce7b2d019d67005b671df748f735cb4b6c842d1,1,University of Victoria,University of Victoria,http://data.semanticweb.org/organization/university-of-victoria,1
Bo Hu,http://data.semanticweb.org/person/bo-hu,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Fujitsu,Fujitsu,http://data.semanticweb.org/organization/fujitsu,1
Boris Motik,http://data.semanticweb.org/person/boris-motik,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,1,,,,d1822505990c7a62874033c9a382d43f94785308,1,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Boris Villazón-Terrazas,http://data.semanticweb.org/person/boris-villazon-terrazas,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,0,,,,,0,"iSOCO, S.A.","iSOCO, S.A.",http://data.semanticweb.org/organization/isoco-sa,1
Brendan Ashby,http://data.semanticweb.org/person/brendan-ashby,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,732f9968fe6080454ddeecfeb345224afcabc675,1,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Brett Cooke,http://data.semanticweb.org/person/brett-cooke,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3d05b566c17337f889987a6d5b98fcbf0dffc313,1,Australian Proteome Analysis Facility,Australian Proteome Analysis Facility,http://data.semanticweb.org/organization/australian-proteome-analysis-facility,1
Brian Davis,http://data.semanticweb.org/person/brian-davis,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,0,,,,,0,"DERI, Galway","DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Camille Pradel,http://data.semanticweb.org/person/camille-pradel,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,ef03f638ac5d3105c4051d4796d08c99dd32881b,1,IRIT,IRIT,http://data.semanticweb.org/organization/irit,1
