name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Egon Willighagen,http://data.semanticweb.org/person/egon-willighagen,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,1,,,,17d767fcc2310ff14ad8702a75f6f00e18214aec,1,Maastricht University,Maastricht University,http://data.semanticweb.org/organization/maastricht-university,1
Egor V. Kostylev,http://data.semanticweb.org/person/egor-v-kostylev,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,35802170b5b15f757b117328a0108900b72b0fee,1,University of Edinburgh,University of Edinburgh,http://data.semanticweb.org/organization/university-of-edinburgh,1
Ekawit Nantajeewarawat,http://data.semanticweb.org/person/ekawit-nantajeewarawat,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Thammasat University,Thammasat University,http://data.semanticweb.org/organization/thammasat-university,1
Elena Cabrio,http://data.semanticweb.org/person/elena-cabrio,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,346975d5d464d0d7523593d6bef915a11ff219c4,1,INRIA,INRIA,http://data.semanticweb.org/organization/inria,1
Elena Simperl,http://data.semanticweb.org/person/elena-simperl,http://data.semanticweb.org/conference/iswc/2013,Workshop Chair; Tutorial Organizer,2,1,,,,,0,University of Southampton,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Elizabeth Cano,http://data.semanticweb.org/person/elizabeth-cano,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,"KMi, The Open University","KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Elizabeth K. Bowman,http://data.semanticweb.org/person/elizabeth-k-bowman,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,,0,United States Army Research Laboratory,United States Army Research Laboratory,http://data.semanticweb.org/organization/united-states-army-research-laboratory,1
Emanuel Santos,http://data.semanticweb.org/person/emanuel-santos,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,c29bfb65d09982d5ed97832ea9682cb3ddf318f0,1,University of Lisbon,University of Lisbon,http://data.semanticweb.org/organization/university-of-lisbon,1
Emanuele Della Valle,http://data.semanticweb.org/person/emanuele-della-valle,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer; Workshop Chair,2,3,http://www.emanueledellavalle.org,,,1ee386235c89959195075bc4944d5c68f8265f96,1,Politecnico di Milano,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Emir Muñoz,http://data.semanticweb.org/person/emir-munoz,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://emunoz.org/,,,da29212ff6bcf3de75e664694436e6ba808db98b,1,"DERI, Galway","DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Enrico Franconi,http://data.semanticweb.org/person/enrico-franconi,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,1,,,,cc31df1716defe7e7094b4e019d2218078072e53,1,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,2,,,,c372d74601560f8655a90480e2eaddb69120af34; 28a0f82609671f47d811e6bee865afb23abfb8db,2,"KMi, The Open University","KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Eric Franzon,http://data.semanticweb.org/person/eric-franzon,http://data.semanticweb.org/conference/iswc/2013,Industry Track Chair,1,0,http://semanticweb.com/tag/eric-franzon,,,,0,WebMediaBrands,WebMediaBrands,http://data.semanticweb.org/organization/webmediabrands,1
Erik Mannens,http://data.semanticweb.org/person/erik-mannens,http://data.semanticweb.org/conference/iswc/2013,,0,4,http://multimedialab.elis.ugent.be,,,0fb8b8ec11b797cb181f04f8c7534a39dd42812c,1,Ghent University,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Ernesto Jiménez-Ruiz,http://data.semanticweb.org/person/ernesto-jimenez-ruiz,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track); Workshop Chair,2,1,http://krono.act.uji.es/people/Ernesto,,,8542cc0914fc0bf5758ae966df4abed2dd011172,1,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Ernesto WilliamDe Luca,http://data.semanticweb.org/person/ernesto-williamde-luca,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track),1,0,,,,,0,University of Potsdam,University of Potsdam,http://data.semanticweb.org/organization/university-of-potsdam,1
Espen H. Lian,http://data.semanticweb.org/person/espen-h-lian,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,35ef921c9310f361d41c41d96c00e729ac7fda0f,1,University of Oslo,University of Oslo,http://data.semanticweb.org/organization/university-of-oslo,1
Esteban García-Cuesta,http://data.semanticweb.org/person/esteban-garcia-cuesta,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,78b1fe161d50b146eeb8120cb213fdf31cd3fb60,1,"iSOCO, S.A.","iSOCO, S.A.",http://data.semanticweb.org/organization/isoco-sa,1
Eva Blomqvist,http://data.semanticweb.org/person/eva-blomqvist,http://data.semanticweb.org/conference/iswc/2013,Posters and Demos Chair; Session Chair,2,1,http://www.ida.liu.se/~evabl45/,,,6ae81c4db26362dadb297719b4178e23dd011c6d,1,Linköping University,Linköping University,http://data.semanticweb.org/organization/linkoeping-university,1
Evan Patton,http://data.semanticweb.org/person/evan-patton,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,e2f988aab30d55fb07e05a08d3d376a708158e4c,1,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Evelyne Viegas,http://data.semanticweb.org/person/evelyne-viegas,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,,0,Microsoft Research,Microsoft Research,http://data.semanticweb.org/organization/microsoft-research,1
Evgenij Thorstensen,http://data.semanticweb.org/person/evgenij-thorstensen,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,8aecba9cd04ad3f4b089264ec76feb9fe8aac0f5,1,University of Oslo,University of Oslo,http://data.semanticweb.org/organization/university-of-oslo,1
Evgeniy Birialtsev,http://data.semanticweb.org/person/evgeniy-birialtsev,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,5fc120d15c22a58c4fd4d7449bb06a327359765a,1,Kazan (Volga region) Federal University,Kazan (Volga region) Federal University,http://data.semanticweb.org/organization/kazan-volga-region-federal-university,1
Evgeny Kharlamov,http://data.semanticweb.org/person/evgeny-kharlamov,http://data.semanticweb.org/conference/iswc/2013,,0,3,http://www.cs.ox.ac.uk/isg/people/evgeny.kharlamov/,,,dc1d47b43c3d22ef49202d417a7cf655057bcfd7,1,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Fabian M. Suchanek,http://data.semanticweb.org/person/fabian-m-suchanek,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track),1,0,,,,,0,Max Planck Institute for Computer Science,Max Planck Institute for Computer Science,http://data.semanticweb.org/organization/max-planck-institute-for-computer-science,1
Fabien Gandon,http://data.semanticweb.org/person/fabien-gandon,http://data.semanticweb.org/conference/iswc/2013,Senior PC Member at ISWC2013 (Research Track); Session Chair,2,3,http://fabien.info,,,583b2ab35d1cef69e21b25a7f36ec5a36e11d31d,1,INRIA,INRIA,http://data.semanticweb.org/organization/inria,1
Fabio Ciravegna,http://data.semanticweb.org/person/fabio-ciravegna,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,45182d8ef3aad3fc00e86c0dba37ac387c287dbb,1,University of Sheffield,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Faisal Alkhateeb,http://data.semanticweb.org/person/faisal-alkhateeb,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Yarmouk University,Yarmouk University,http://data.semanticweb.org/organization/yarmouk-university,1
Fang Wei-Kleiner,http://data.semanticweb.org/person/fang-wei-kleiner,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Linköping University,Linköping University,http://data.semanticweb.org/organization/linkoeping-university,1
Fariz Darari,http://data.semanticweb.org/person/fariz-darari,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,8a9303d7ee01a54736bcc17c37f533d85d6ae6f4,1,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Fausto Giunchiglia,http://data.semanticweb.org/person/fausto-giunchiglia,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,University of Trento,University of Trento,http://data.semanticweb.org/organization/university-of-trento,1
Fedelucio Narducci,http://data.semanticweb.org/person/fedelucio-narducci,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,22e45a1e8b5cea2f9c18b802460b09eb66c09c25,1,University of Bari,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Federico Michele Facca,http://data.semanticweb.org/person/federico-michele-facca,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,0,,,,,0,Create-Net,Create-Net,http://data.semanticweb.org/organization/create-net,1
Feiyu Xu,http://data.semanticweb.org/person/feiyu-xu,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,fccc02a7021a0deb0e5a9a3d4081550fafa38bf4,1,German Research Centre for Artificial Intelligence (DFKI),German Research Centre for Artificial Intelligence (DFKI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dfki,1
Felix Leif Keppmann,http://data.semanticweb.org/person/felix-leif-keppmann,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,835970126b67a01dab338ba986940c35f44edaee,1,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Femke Ongenae,http://data.semanticweb.org/person/femke-ongenae,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://www.ibcn.intec.ugent.be/,,,c979080c0d162570600ee44eed83bfe0fe9c69b6,1,Ghent University,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Fengyu Yang,http://data.semanticweb.org/person/fengyu-yang,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,d9fc57211695f662cefb48f984f16c01aeceaec2,1,Nanchang Hangkong University,Nanchang Hangkong University,http://data.semanticweb.org/organization/nanchang-hangkong-university,1
Fernando Bobillo,http://data.semanticweb.org/person/fernando-bobillo,http://data.semanticweb.org/conference/iswc/2013,Workshop Chair,1,0,,,,,0,University of Zaragoza,University of Zaragoza,http://data.semanticweb.org/organization/university-of-zaragoza,1
Filip De Turck,http://data.semanticweb.org/person/filip-de-turck,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,a7caf54a202dd5d2d7ba5a707601e3a5b06541fc,1,Ghent University,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Fouad Zablith,http://data.semanticweb.org/person/fouad-zablith,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Semantic Web In Use Track),2,0,,,,,0,"KMi, The Open University","KMi, The Open University; American University of Beirut",http://data.semanticweb.org/organization/kmi-the-open-university; http://data.semanticweb.org/organization/american-university-of-beirut,2
Francesco Draicchio,http://data.semanticweb.org/person/francesco-draicchio,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://stlab.istc.cnr.it/stlab/User:FrancescoDraicchio,,,2c3fdeff798137aac620534b6c1e1ecaf3ca824a,1,ISTC-CNR,ISTC-CNR,http://data.semanticweb.org/organization/istc-cnr,1
Francesco Osborne,http://data.semanticweb.org/person/francesco-osborne,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,651c4a4af5ab4db99ecc207b495be0cc351e86e8,1,University of Turin,University of Turin,http://data.semanticweb.org/organization/university-of-turin,1
Francisco Couto,http://data.semanticweb.org/person/francisco-couto,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,6e0ac3ec27c6a3528cf198780b90a237d8d273b8,1,University of Lisbon,University of Lisbon,http://data.semanticweb.org/organization/university-of-lisbon,1
Franck Cotton,http://data.semanticweb.org/person/franck-cotton,http://data.semanticweb.org/conference/iswc/2013,Workshop Chair,1,0,,,,,0,INSEE,INSEE,http://data.semanticweb.org/organization/insee,1
Francois Scharffe,http://data.semanticweb.org/person/francois-scharffe,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos),2,0,,,,,0,University of Montpellier,University of Montpellier,http://data.semanticweb.org/organization/university-of-montpellier,1
Frank Van Harmelen,http://data.semanticweb.org/person/frank-van-harmelen,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,61c8d2dcc50fab61e7f66101bd4d063d8ab4124d,1,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Frank Wolter,http://data.semanticweb.org/person/frank-wolter,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,15bacc782854191d65c92bac1366abfbc94ab335,1,University of Liverpool,University of Liverpool,http://data.semanticweb.org/organization/university-of-liverpool,1
Franky,http://data.semanticweb.org/person/franky,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,,0,Shanghai Jiao Tong University,Shanghai Jiao Tong University,http://data.semanticweb.org/organization/shanghai-jiao-tong-university,1
Freddy Lecue,http://data.semanticweb.org/person/freddy-lecue,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,2,,,,67563701b5a8a32071b3104f293650643518ee67,1,IBM Research,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Ganesh Ramakrishnan,http://data.semanticweb.org/person/ganesh-ramakrishnan,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://www.cse.iitb.ac.in/~ganesh,,,b36f5c490b830f5fd6580cebb8a587ead9acb559,1,IIT Bombay,IIT Bombay,http://data.semanticweb.org/organization/iit-bombay,1
Gang Hu,http://data.semanticweb.org/person/gang-hu,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,13fc1184bbdef1b0225adf891fcdbeb1fc27f16a,1,IBM China Research Laboratory,IBM China Research Laboratory,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Geert-Jan Houben,http://data.semanticweb.org/person/geert-jan-houben,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Delft University of Technology,Delft University of Technology,http://data.semanticweb.org/organization/delft-university-of-technology,1
Gem Stapleton,http://data.semanticweb.org/person/gem-stapleton,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer,1,0,,,,,0,University of Brighton,University of Brighton,http://data.semanticweb.org/organization/university-of-brighton,1
Georg Lausen,http://data.semanticweb.org/person/georg-lausen,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://dbis.informatik.uni-freiburg.de/index.php?file=lausen.html,,,9b94eccc1de49ceee1f8fe147ffa5e994a5080af,1,University of Freiburg,University of Freiburg,http://data.semanticweb.org/organization/university-of-freiburg,1
George Garbis,http://data.semanticweb.org/person/george-garbis,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3d5c1f8e68b6329ae8f6f6b76102c0b33ad72ab5,1,National and Kapodistrian University of Athens,National and Kapodistrian University of Athens,http://data.semanticweb.org/organization/national-and-kapodistrian-university-of-athens,1
Gerd Gröner,http://data.semanticweb.org/person/gerd-groener,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,1,http://www.uni-koblenz.de/~groener,,,0b39da82cd110b143beb5837931d01f0bdf4c60c,1,University of Koblenz and Landau,University of Koblenz and Landau,http://data.semanticweb.org/organization/university-of-koblenz-and-landau,1
Gerd Stumme,http://data.semanticweb.org/person/gerd-stumme,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,University of Kassel,University of Kassel,http://data.semanticweb.org/organization/university-of-kassel,1
Giancarlo Guizzardi,http://data.semanticweb.org/person/giancarlo-guizzardi,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Universidade Federal do Espírito Santo,Universidade Federal do Espírito Santo,http://data.semanticweb.org/organization/universidade-federal-do-espirito-santo,1
Gianluca Correndo,http://data.semanticweb.org/person/gianluca-correndo,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Semantic Web In Use Track),2,0,,,,,0,University of Southampton,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Gianluca Demartini,http://data.semanticweb.org/person/gianluca-demartini,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer,1,1,,,,4d89f6919da4047bbcaad20bad01e1dd62b4578f,1,University of Fribourg,University of Fribourg,http://data.semanticweb.org/organization/university-of-fribourg,1
Giorgos Stoilos,http://data.semanticweb.org/person/giorgos-stoilos,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,0,,,,,0,National Technical University of Athens,National Technical University of Athens,http://data.semanticweb.org/organization/national-technical-university-of-athens,1
Giovanni Semeraro,http://data.semanticweb.org/person/giovanni-semeraro,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,b3f6d3de29e2af119e49a6d82ee229b5dde61452,1,University of Bari,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Giovanni Tummarello,http://data.semanticweb.org/person/giovanni-tummarello,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Semantic Web In Use Track),2,0,,,,,0,"DERI, Galway","DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Giseli Rabello Lopes,http://data.semanticweb.org/person/giseli-rabello-lopes,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3944238928677e2886e319930c7fd93140f4bc8c,1,Pontifical Catholic University of Rio de Janeiro,Pontifical Catholic University of Rio de Janeiro,http://data.semanticweb.org/organization/pontifical-catholic-university-of-rio-de-janeiro,1
Giuseppe Pirrò,http://data.semanticweb.org/person/giuseppe-pirro,http://data.semanticweb.org/conference/iswc/2013,,0,2,,,,711256fae69b7261d5b1b342a77179b2df810f03,1,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Glenn Wightwick,http://data.semanticweb.org/person/glenn-wightwick,http://data.semanticweb.org/conference/iswc/2013,Industry Track Chair,1,0,http://researcher.watson.ibm.com/researcher/view.php?person=au1-glenn_wightwick,,,,0,IBM Research,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Gong Cheng,http://data.semanticweb.org/person/gong-cheng,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos),2,1,http://ws.nju.edu.cn/~gcheng,,,90949b51ff990bbe53fa3b030fb31b3c90634551,1,Nanjing University,Nanjing University,http://data.semanticweb.org/organization/nanjing-university,1
Grant McKenzie,http://data.semanticweb.org/person/grant-mckenzie,http://data.semanticweb.org/conference/iswc/2013,,0,2,http://geog.ucsb.edu/~mckenzie,,,4c279b3b17743127a846a3317398ebc552c0535b,1,"University of California, Santa Barbara","University of California, Santa Barbara",http://data.semanticweb.org/organization/university-of-california-santa-barbara,1
Greg Timms,http://data.semanticweb.org/person/greg-timms,http://data.semanticweb.org/conference/iswc/2013,Workshop Chair,1,0,,,,,0,CSIRO Australia,CSIRO Australia,http://data.semanticweb.org/organization/csiro-australia,1
Gregoire Burel,http://data.semanticweb.org/person/gregoire-burel,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,"KMi, The Open University","KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Gregor Heinrich,http://data.semanticweb.org/person/gregor-heinrich,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track),1,0,,,,,0,Semafor Systems,Semafor Systems,http://data.semanticweb.org/organization/semafor-systems,1
Gregor Leban,http://data.semanticweb.org/person/gregor-leban,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,f9b3bde56dab00572b3768ec02e1a6c3d42dfdf3,1,IJS,IJS,http://data.semanticweb.org/organization/ijs,1
Gregory Falzon,http://data.semanticweb.org/person/gregory-falzon,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://une.edu.au,,,a6bcbadf597532c70b1ccf7f99a7d884c4c80731,1,University of New England (Australia),University of New England (Australia),http://data.semanticweb.org/organization/university-of-new-england-australia,1
Guido Governatori,http://data.semanticweb.org/person/guido-governatori,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,cef52cab17229cced5fddb67265f87b1a3b539be,1,NICTA,NICTA,http://data.semanticweb.org/organization/nicta,1
Guilin Qi,http://data.semanticweb.org/person/guilin-qi,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos),2,0,,,,,0,Southeast University,Southeast University,http://data.semanticweb.org/organization/southeast-university,1
Guillermo Palma,http://data.semanticweb.org/person/guillermo-palma,http://data.semanticweb.org/conference/iswc/2013,,0,2,,,,ec8c21a30b57df2d5a8b55e8e3a0723ec3446bd0,1,Simón Bolívar University,Simón Bolívar University,http://data.semanticweb.org/organization/simon-bolivar-university,1
Gully Burns,http://data.semanticweb.org/person/gully-burns,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,0,,,,,0,University of Southern California,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
Gunnar Aastrand Grimnes,http://data.semanticweb.org/person/gunnar-aastrand-grimnes,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,0,,,,,0,German Research Centre for Artificial Intelligence (DFKI),German Research Centre for Artificial Intelligence (DFKI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dfki,1
Guo Tong Xie,http://data.semanticweb.org/person/guo-tong-xie,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,f5c34dd1538d2a82798ba9b1ff312b6f477149c1,1,IBM China Research Laboratory,IBM China Research Laboratory,http://data.semanticweb.org/organization/ibm-china-research-laboratory,1
Hairong Yu,http://data.semanticweb.org/person/hairong-yu,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,79bb0532c9c1428e6c5c74bc9ea44ed208b52ee9,1,University of New South Wales,University of New South Wales,http://data.semanticweb.org/organization/university-of-new-south-wales,1
Haixun Wang,http://data.semanticweb.org/person/haixun-wang,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,,0,Google Inc.,Google Inc.,http://data.semanticweb.org/organization/google-inc,1
Haklae Kim,http://data.semanticweb.org/person/haklae-kim,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Posters and Demos),1,0,,,,,0,Samsung Electronics,Samsung Electronics,http://data.semanticweb.org/organization/samsung-electronics,1
Hanmin Jung,http://data.semanticweb.org/person/hanmin-jung,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos),2,0,,,,,0,Korea Institute of Science and Technology Information,Korea Institute of Science and Technology Information,http://data.semanticweb.org/organization/korea-institute-of-science-and-technology-information,1
Hannes Mühleisen,http://data.semanticweb.org/person/hannes-muehleisen,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,3a5488a61158ce2a992a3fc5f702624490a31a7a,1,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,http://data.semanticweb.org/organization/centrum-wiskunde-informatica,1
Hans Constandt,http://data.semanticweb.org/person/hans-constandt,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,,0,OntoForce,OntoForce,http://data.semanticweb.org/organization/ontoforce,1
Hans Uszkoreit,http://data.semanticweb.org/person/hans-uszkoreit,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,288ac7498712bfe804d7abf3637e67947fa188e0,1,German Research Centre for Artificial Intelligence (DFKI),German Research Centre for Artificial Intelligence (DFKI),http://data.semanticweb.org/organization/german-research-centre-for-artificial-intelligence-dfki,1
Haofen Wang,http://data.semanticweb.org/person/haofen-wang,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track); PC Member at ISWC2013 (Posters and Demos),2,0,,,,,0,Shanghai Jiao Tong University,Shanghai Jiao Tong University,http://data.semanticweb.org/organization/shanghai-jiao-tong-university,1
Harald Sack,http://data.semanticweb.org/person/harald-sack,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,Hasso Plattner Institute,Hasso Plattner Institute,http://data.semanticweb.org/organization/hasso-plattner-institute,1
Harith Alani,http://data.semanticweb.org/person/harith-alani,http://data.semanticweb.org/conference/iswc/2013,Program Chair,1,1,http://people.kmi.open.ac.uk/harith/,,,ad0c7d68490b84d6c7f8b0cb8aa1e457559386ef,1,"KMi, The Open University","KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Harry Halpin,http://data.semanticweb.org/person/harry-halpin,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,W3C,W3C,http://data.semanticweb.org/organization/w3c,1
Hassan Aït-Kaci,http://data.semanticweb.org/person/hassan-aiet-kaci,http://data.semanticweb.org/conference/iswc/2013,,0,1,http://www.hassan-ait-kaci.net/,,,ba78b21edcd0aef11e674885e8303c17f4bd1ebc,1,Claude Bernard University Lyon 1,Claude Bernard University Lyon 1,http://data.semanticweb.org/organization/claude-bernard-university-lyon-1,1
Hassan Saif,http://data.semanticweb.org/person/hassan-saif,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Research Track),1,0,,,,,0,"KMi, The Open University","KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Héctor Pérez-Urbina,http://data.semanticweb.org/person/hector-perez-urbina,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Semantic Web In Use Track),1,0,,,,,0,Clark & Parsia,Clark & Parsia,http://data.semanticweb.org/organization/clark-parsia,1
Heiko Mueller,http://data.semanticweb.org/person/heiko-mueller,http://data.semanticweb.org/conference/iswc/2013,Tutorial Organizer,1,0,,,,,0,CSIRO Australia,CSIRO Australia,http://data.semanticweb.org/organization/csiro-australia,1
Heiko Paulheim,http://data.semanticweb.org/person/heiko-paulheim,http://data.semanticweb.org/conference/iswc/2013,PC Member at ISWC2013 (Evaluation Track); Workshop Chair,2,3,http://www.heikopaulheim.com/,,,8fe63debbbaf9daa6d4def3ebfdf5e0d6ac2d368,1,University of Mannheim,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Heiner Stuckenschmidt,http://data.semanticweb.org/person/heiner-stuckenschmidt,http://data.semanticweb.org/conference/iswc/2013,Senior PC Member at ISWC2013 (Evaluation Track),1,1,,,,f072571d8c8abd21e637a9dec2c5e835165c8ece,1,University of Mannheim,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Helena Deus,http://data.semanticweb.org/person/helena-deus,http://data.semanticweb.org/conference/iswc/2013,,0,1,,,,05802f3fcdc2725b2424297a45998bb5f9b13286,1,"DERI, Galway","DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
