name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Andreas Abecker,http://data.semanticweb.org/person/andreas-abecker,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,FZI Forschungszentrum Informatik;FZI Research Center for Information Technology,http://data.semanticweb.org/organization/fzi-forschungszentrum-informatik,1
Andreas Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2009,,1,,,,ac570c08660f09f436e069d1d664a5654648a95e,1,"DERI Galway, National University of Ireland, Galway;Digital Enterprise Research Institute, NUI Galway;School of Engineering and Informatics and DERI, National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland Galway;DERI, NUI Galway, Ireland;Digital Enterprise Research Institute;Digital Enterprise Research Institute, National University of Ireland, Galway, Ireland;National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland, Galway;DERI, National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Andreas Langegger,http://data.semanticweb.org/person/andreas-langegger,http://data.semanticweb.org/conference/iswc/2009,,2,,,,,0,Johannes Kepler University Linz,http://data.semanticweb.org/organization/johannes-kepler-university-linz-austria,1
Andreas Radinger,http://data.semanticweb.org/person/andreas-radinger,http://data.semanticweb.org/conference/iswc/2009,,3,,,,,0,Universität der Bundeswehr München,http://data.semanticweb.org/organization/bundeswehr-university-munich-germany,1
Andreas Wechselberger,http://data.semanticweb.org/person/andreas-wechselberger,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Universität der Bundeswehr München,http://data.semanticweb.org/organization/bundeswehr-university-munich-germany,1
Andy Seaborne,http://data.semanticweb.org/person/andy-seaborne,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Hewlett Packard Labs,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
Angela Piccini,http://data.semanticweb.org/person/angela-piccini,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Bristol,http://data.semanticweb.org/organization/bristol-university,1
Anna Averbakh,http://data.semanticweb.org/person/anna-averbakh,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"L3S Research Center;L3S Research Center, Germany",http://data.semanticweb.org/organization/l3s-research-center,1
Antje Schultz,http://data.semanticweb.org/person/antje-schultz,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Universität Koblenz-Landau;University of Koblenz-Landau,http://data.semanticweb.org/organization/university-of-koblenz-landau,1
Antoine Isaac,http://data.semanticweb.org/person/antoine-isaac,http://data.semanticweb.org/conference/iswc/2009,,1,,,,b3f1e62e330cd51c8d2bc7d275d11ed9f4345caa,1,Vrije Universiteit Amsterdam;VU University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Asunción Gómez-Pérez,http://data.semanticweb.org/person/asuncion-gomez-perez,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Universidad Politécnica de Madrid (Ontology Engineering Group);Universidad Politécnica de Madrid,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2009,,2,,,,,0,"DERI Galway, National University of Ireland, Galway;Digital Enterprise Research Institute, NUI Galway;School of Engineering and Informatics and DERI, National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland Galway;DERI, NUI Galway, Ireland;Digital Enterprise Research Institute;Digital Enterprise Research Institute, National University of Ireland, Galway, Ireland;National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland, Galway;DERI, National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Bart Brinkman,http://data.semanticweb.org/person/bart-brinkman,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"ISLA, University of Amsterdam;University of Amsterdam",http://data.semanticweb.org/organization/universiteit-van-amsterdam,1
Basuki Setio,http://data.semanticweb.org/person/basuki-setio,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Lehigh University,http://data.semanticweb.org/organization/lehigh-university,1
Benjamin Coe,http://data.semanticweb.org/person/benjamin-coe,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Jobe Microsystems, University of Guelph",http://data.semanticweb.org/organization/jobe-microsystems-university-of-guelph,1
Benjamin Grosof,http://data.semanticweb.org/person/benjamin-grosof,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Vulcan Inc.,http://data.semanticweb.org/organization/vulcan-inc,1
Beom-Jong You,http://data.semanticweb.org/person/beom-jong-you,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Korea Institute of Science and Technology Information,http://data.semanticweb.org/organization/korea-institute-of-science-and-technology-information,1
Bernhard Schandl,http://data.semanticweb.org/person/bernhard-schandl,http://data.semanticweb.org/conference/iswc/2009,,3,,,,da4b0c8e8174f3d55e4dd0dd4d58e82bb01f1548,1,University of Vienna,http://data.semanticweb.org/organization/university-of-vienna,1
Bernhard Steffen,http://data.semanticweb.org/person/bernhard-steffen,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Technische Universität Dortmund,http://data.semanticweb.org/organization/dortmund-university-of-technology,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Blaz Fortuna,http://data.semanticweb.org/person/blaz-fortuna,http://data.semanticweb.org/conference/iswc/2009,,2,,,,,0,Jozef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Bogdan Ivan,http://data.semanticweb.org/person/bogdan-ivan,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Technical University of Cluj-Napoca,http://data.semanticweb.org/organization/technical-university-of-cluj-napoca,1
Boris Motik,http://data.semanticweb.org/person/boris-motik,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bouke Huurnink,http://data.semanticweb.org/person/bouke-huurnink,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"ISLA, University of Amsterdam;University of Amsterdam",http://data.semanticweb.org/organization/universiteit-van-amsterdam,1
Carlos Pedrinaci,http://data.semanticweb.org/person/carlos-pedrinaci,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Open University;Knowledge Media Institute (KMI), The Open University",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Carolina Fortuna,http://data.semanticweb.org/person/carolina-fortuna,http://data.semanticweb.org/conference/iswc/2009,,1,,,,b9a2be64973345007bd6d6b2e6ebf6b4a67808e8,1,Jozef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Chen Wang,http://data.semanticweb.org/person/chen-wang,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Cherie H. Youn,http://data.semanticweb.org/person/cherie-youn,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Chiara Di Francescomarino,http://data.semanticweb.org/person/chiara-di-francescomarino,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,FBK-irst,http://data.semanticweb.org/organization/fbk-irst,1
Chiara Ghidini,http://data.semanticweb.org/person/chiara-ghidini,http://data.semanticweb.org/conference/iswc/2009,,1,,,,aca9efa3e5a984c2a05baeb389b092d70b0e76fa,1,FBK-irst,http://data.semanticweb.org/organization/fbk-irst,1
Chris Callendar,http://data.semanticweb.org/person/chris-callendar,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Victoria,http://data.semanticweb.org/organization/university-of-victoria,1
Christian Battista,http://data.semanticweb.org/person/christian-battista,http://data.semanticweb.org/conference/iswc/2009,,1,,,,b88e9d85708ea0686db95204aae81b28107567ea,1,"Jobe Microsystems, University of Western Ontario",http://data.semanticweb.org/organization/jobe-microsystems-university-of-western-ontario,1
Chris Bizer,http://data.semanticweb.org/person/christian-bizer,http://data.semanticweb.org/conference/iswc/2009,Semantic Web Challenge Chair at ISWC 2009;ISWC2009 Session Chair,2,http://www.wiwiss.fu-berlin.de/en/institute/pwo/bizer/index.html,,,,0,Freie Universität Berlin,http://data.semanticweb.org/organization/freie-universitaet-berlin,1
Christian Bizer,http://data.semanticweb.org/person/christian-bizer,http://data.semanticweb.org/conference/iswc/2009,Semantic Web Challenge Chair at ISWC 2009;ISWC2009 Session Chair,2,http://www.wiwiss.fu-berlin.de/en/institute/pwo/bizer/index.html,,,,0,Freie Universität Berlin,http://data.semanticweb.org/organization/freie-universitaet-berlin,1
Christian Kubczak,http://data.semanticweb.org/person/christian-kubczak,http://data.semanticweb.org/conference/iswc/2009,,1,,,,4d99401dd6369acf0324b59187eb785669caad28,1,Technische Universität Dortmund,http://data.semanticweb.org/organization/dortmund-university-of-technology,1
Christine Robson,http://data.semanticweb.org/person/christine-robson,http://data.semanticweb.org/conference/iswc/2009,,1,,,,78f94de266329310ab4e97869bb539999ac2c207,1,IBM Almaden Research Center,http://data.semanticweb.org/organization/ibm-almaden-research-center,1
Christoph Boehm,http://data.semanticweb.org/person/christoph-boehm,http://data.semanticweb.org/conference/iswc/2009,,1,,,,a4f7afa285e6ab408a0534db3ef2e9fc9d358609,1,"Hasso Plattner Institut, Potsdam",http://data.semanticweb.org/organization/hasso-plattner-institut-hpi,1
Christophe Guéret,http://data.semanticweb.org/person/christophe-gueret,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Vrije Universiteit Amsterdam;VU University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Christopher G. Chute,http://data.semanticweb.org/person/christopher-g-chute,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Mayo Clinic, Division of Biomedical Statistics and Informatics",http://data.semanticweb.org/organization/mayo-clinic-division-of-biomedical-statistics,1
Ciro Cattuto,http://data.semanticweb.org/person/ciro-cattuto,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Institute for Scientific Interchange (ISI) Foundation,http://data.semanticweb.org/organization/institute-for-scientific-interchange-foundation,1
Clement Jonquet,http://data.semanticweb.org/person/clement-jonquet,http://data.semanticweb.org/conference/iswc/2009,,2,,,,b6b6a2c7e586632f2d654f537f6ab32af4d763ee,1,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Cosmin Stroe,http://data.semanticweb.org/person/cosmin-stroe,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Illinois at Chicago UIC,http://data.semanticweb.org/organization/university-of-illinois-at-chicago,1
Craig A. Knoblock,http://data.semanticweb.org/person/craig-knoblock,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
Cui Tao,http://data.semanticweb.org/person/cui-tao,http://data.semanticweb.org/conference/iswc/2009,,1,,,,067987f78a4d22130513a4745cafdb334f03934f,1,"Mayo Clinic, Division of Biomedical Statistics and Informatics",http://data.semanticweb.org/organization/mayo-clinic-division-of-biomedical-statistics,1
Damian Steer,http://data.semanticweb.org/person/damian-steer,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Bristol,http://data.semanticweb.org/organization/bristol-university,1
Danh Le Phuoc,http://data.semanticweb.org/person/danh-le-phuoc,http://data.semanticweb.org/conference/iswc/2009,,1,,,,a8c8eef405e7e48f5bd4b664df9db19048b025eb,1,"DERI Galway, National University of Ireland, Galway;Digital Enterprise Research Institute, NUI Galway;School of Engineering and Informatics and DERI, National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland Galway;DERI, NUI Galway, Ireland;Digital Enterprise Research Institute;Digital Enterprise Research Institute, National University of Ireland, Galway, Ireland;National University of Ireland, Galway;Digital Enterprise Research Institute, National University of Ireland, Galway;DERI, National University of Ireland, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Daniel Bingel,http://data.semanticweb.org/person/daniel-bingel,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Universität der Bundeswehr München,http://data.semanticweb.org/organization/bundeswehr-university-munich-germany,1
Dan Wolfson,http://data.semanticweb.org/person/daniel-c-wolfson,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,IBM Software Group,http://data.semanticweb.org/organization/ibm-software-group,1
Daniel Elenius,http://data.semanticweb.org/person/daniel-elenius,http://data.semanticweb.org/conference/iswc/2009,,1,,,,74aaa5dfcb84bf01edf8a8506ad253737abbdcff,1,SRI International,http://data.semanticweb.org/organization/sri-international,1
Daniel Gruhl,http://data.semanticweb.org/person/daniel-gruhl,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,IBM Almaden Research Center,http://data.semanticweb.org/organization/ibm-almaden-research-center,1
Daniel Krause,http://data.semanticweb.org/person/daniel-krause,http://data.semanticweb.org/conference/iswc/2009,,2,,,,1d2bb019561f56651b7312c43bb327300f61057d,1,"L3S Research Center;L3S Research Center, Germany",http://data.semanticweb.org/organization/l3s-research-center,1
Daniel Meyer,http://data.semanticweb.org/person/daniel-meyer,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Universität Potsdam,http://data.semanticweb.org/organization/university-of-potsdam,1
Daniel Miranker,http://data.semanticweb.org/person/daniel-miranker,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Texas at Austin,http://data.semanticweb.org/organization/university-of-texas-at-austin,1
Daniela Petrelli,http://data.semanticweb.org/person/daniela-petrelli,http://data.semanticweb.org/conference/iswc/2009,,1,,,,6403f6d773563e19a6cc423d9a31de2d7128518f,1,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield-uk,1
Daniele Dell'Aglio,http://data.semanticweb.org/person/daniele-dellaglio,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,CEFRIEL - ICT Institute Politecnico di Milano,http://data.semanticweb.org/organization/cefriel,1
Darko Anicic,http://data.semanticweb.org/person/darko-anicic,http://data.semanticweb.org/conference/iswc/2009,,2,,,,,0,FZI Forschungszentrum Informatik;FZI Research Center for Information Technology,http://data.semanticweb.org/organization/fzi-forschungszentrum-informatik,1
Dave Grosvenor,http://data.semanticweb.org/person/dave-grosvenor,http://data.semanticweb.org/conference/iswc/2009,,1,,,,478165da6b5ca32f7dca5ff64134afad567cd328,1,Hewlett Packard Labs,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
David Karger,http://data.semanticweb.org/person/david-karger,http://data.semanticweb.org/conference/iswc/2009,ISWC2009 Lightning Talks Session Chair;Program Chair at ISWC 2009,0,http://people.csail.mit.edu/karger/,,,,0,MIT,http://data.semanticweb.org/organization/mit-csail,1
David Manzolillo,http://data.semanticweb.org/person/david-manzolillo,http://data.semanticweb.org/conference/iswc/2009,,1,,,,b5ee378b72c422e50996708613f3d33cf5039f71,1,LMI,http://data.semanticweb.org/organization/lmi,1
David Martin,http://data.semanticweb.org/person/david-martin,http://data.semanticweb.org/conference/iswc/2009,ISWC2009 Session Chair,1,,,,,0,SRI International,http://data.semanticweb.org/organization/sri-international,1
David Ratcliffe,http://data.semanticweb.org/person/david-ratcliffe,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"CSIRO ICT Centre, Australia",http://data.semanticweb.org/organization/csiro-australia,1
Deborah McGuinness,http://data.semanticweb.org/person/deborah-mcguinness,http://data.semanticweb.org/conference/iswc/2009,,2,,,,,0,Rensselaer Polytechnic Institute;RPI,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Delia Rusu,http://data.semanticweb.org/person/delia-rusu,http://data.semanticweb.org/conference/iswc/2009,,1,,,,4181530957d92d561984536783271cf2683095cb,1,Jozef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Diana Maynard,http://data.semanticweb.org/person/diana-maynard,http://data.semanticweb.org/conference/iswc/2009,Doctoral Consortium Chair at ISWC 2009,0,http://www.dcs.shef.ac.uk/~diana/,,,,0,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield-uk,1
Diane Hillmann,http://data.semanticweb.org/person/diane-hillmann,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Syracuse University, Institute of Chemical Technology;Syracuse University;Metadata Management Associates",http://data.semanticweb.org/organization/syracuse-university;http://data.semanticweb.org/organization/metadata-management-associates,2
Dimitrios Skoutas,http://data.semanticweb.org/person/dimitrios-skoutas,http://data.semanticweb.org/conference/iswc/2009,,1,,,,e742494f7e4e8ee20bb07156d3a37f182282fa6c,1,"L3S Research Center;L3S Research Center, Germany",http://data.semanticweb.org/organization/l3s-research-center,1
Dimitris Kotzinos,http://data.semanticweb.org/person/dimitris-kotzinos,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Institute of Computer Science (ICS), FORTH and TEI of Serres",http://data.semanticweb.org/organization/institute-of-computer-science-ics-forth-and-tei-of,1
Dirk Kramer,http://data.semanticweb.org/person/dirk-kramer,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Koninklijke Bibliotheek, den Haag",http://data.semanticweb.org/organization/koninklijke-bibliotheek-den-haag,1
Divya S,http://data.semanticweb.org/person/divya-s,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Gnowledge Lab, Homi Bhabha Centre, Tata Institute of Fundamental Research",http://data.semanticweb.org/organization/homi-bhabha-centre-for-science-education,1
Dominic DiFranzo,http://data.semanticweb.org/person/dominic-difranzo,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Rensselaer Polytechnic Institute;RPI,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Donald Hillman,http://data.semanticweb.org/person/donald-hillman,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Lehigh University,http://data.semanticweb.org/organization/lehigh-university,1
Dragan Gasevic,http://data.semanticweb.org/person/dragan-gasevic,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"School of Computing and Information Systems, Athabasca University, Canada",http://data.semanticweb.org/organization/athabasca-university,1
Dunja Mladenic,http://data.semanticweb.org/person/dunja-mladenic,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Jozef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Edgar Meij,http://data.semanticweb.org/person/edgar-meij,http://data.semanticweb.org/conference/iswc/2009,,2,,,,7a810553a7a0f3904e466318ca7f52f757c63bc7,1,"ISLA, University of Amsterdam;University of Amsterdam",http://data.semanticweb.org/organization/universiteit-van-amsterdam,1
Edith Schonberg,http://data.semanticweb.org/person/edith-schonberg,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Elena Mugellini,http://data.semanticweb.org/person/elena-mugellini,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,University of Applied Sciences of Western Switzerland,http://data.semanticweb.org/organization/university-of-applied-sciences-western-switzerland,1
Emanuele Della Valle,http://data.semanticweb.org/person/emanuele-della-valle,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Dip. di Elettronica e Informazione, Politecnico di Milano",http://data.semanticweb.org/organization/politecnico-di-milano,1
Emily Kigel,http://data.semanticweb.org/person/emily-kigel,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Leibniz University Hannover,http://data.semanticweb.org/organization/leibniz-university-hannover,1
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2009,ISWC2009 Panelist;General Chair at ISWC 2009,0,http://kmi.open.ac.uk/people/motta/,,,,0,"Open University;Knowledge Media Institute (KMI), The Open University",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Esko Nuutila,http://data.semanticweb.org/person/esko-nuutila,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,Helsinki University of Technology,http://data.semanticweb.org/organization/helsinki-university-of-technology-tkk-finland,1
Eva Blomqvist,http://data.semanticweb.org/person/eva-blomqvist,http://data.semanticweb.org/conference/iswc/2009,,1,,,,e7d5fd08545de88f7152dd93845da596cf00d4d8,1,ISTC-CNR,http://data.semanticweb.org/organization/cnr-istc-italy,1
Evan Patton,http://data.semanticweb.org/person/evan-patton,http://data.semanticweb.org/conference/iswc/2009,,1,,,,e2f988aab30d55fb07e05a08d3d376a708158e4c,1,Rensselaer Polytechnic Institute;RPI,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Evren Sirin,http://data.semanticweb.org/person/evren-sirin,http://data.semanticweb.org/conference/iswc/2009,ISWC2009 Session Chair,1,,,,,0,"Clark & Parsia, LLC",http://data.semanticweb.org/organization/clark-parsia,1
Eyal Oren,http://data.semanticweb.org/person/eyal-oren,http://data.semanticweb.org/conference/iswc/2009,,1,,,,c626588229d59c4e58a57c57497239468212b824,1,Vrije Universiteit Amsterdam;VU University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Fabian Abel,http://data.semanticweb.org/person/fabian-abel,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"L3S Research Center;L3S Research Center, Germany",http://data.semanticweb.org/organization/l3s-research-center,1
Fabien Gandon,http://data.semanticweb.org/person/fabien-gandon,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"Edelweiss, INRIA",http://data.semanticweb.org/organization/inria-sophia-antipolis,1
Fabio Ciravegna,http://data.semanticweb.org/person/fabio-ciravegna,http://data.semanticweb.org/conference/iswc/2009,Sponsorship Chair at ISWC 2009;ISWC2009 Session Chair,1,http://www.dcs.shef.ac.uk/~fabio/,,,,0,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield-uk,1
Feng Cao,http://data.semanticweb.org/person/feng-cao,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Feng Shi,http://data.semanticweb.org/person/feng-shi,http://data.semanticweb.org/conference/iswc/2009,,1,,,,20751a132d1a149de108783c385979293bf7b332,1,"Department of Computer Science and Technology, Tsinghua University, Beijing, China",http://data.semanticweb.org/organization/tsinghua-university,1
Flavio Palandri Antonelli,http://data.semanticweb.org/person/flavio-palandri-antonelli,http://data.semanticweb.org/conference/iswc/2009,,1,,,,7434b82e7044f3be1901acfbee77de9d2dbdfb5a,1,University of Illinois at Chicago UIC,http://data.semanticweb.org/organization/university-of-illinois-at-chicago,1
Florian Probst,http://data.semanticweb.org/person/florian-probst,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,"SAP Research;SAP AG, Research",http://data.semanticweb.org/organization/sap-research,1
Frank van Harmelen,http://data.semanticweb.org/person/frank-van-harmelen,http://data.semanticweb.org/conference/iswc/2009,ISWC2009 Panelist;ISWC2009 Session Chair,1,,,,,0,Vrije Universiteit Amsterdam;VU University Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,1
Franz Baader,http://data.semanticweb.org/person/franz-baader,http://data.semanticweb.org/conference/iswc/2009,,1,,,,,0,TU Dresden,http://data.semanticweb.org/organization/tu-dresden,1
Freddy Lecue,http://data.semanticweb.org/person/freddy-lecue,http://data.semanticweb.org/conference/iswc/2009,,2,,,,bdb276156a4eda9e5e5b69f9e418980d943a40e0,1,The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
Freddy Lécué,http://data.semanticweb.org/person/freddy-lecue,http://data.semanticweb.org/conference/iswc/2009,,2,,,,bdb276156a4eda9e5e5b69f9e418980d943a40e0,1,The University of Manchester,http://data.semanticweb.org/organization/university-of-manchester-uk,1
