author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Norman Sadeh,Enoch Chan,Wilson Lau,Yoshinori Shimazaki and Linh Van",MyCampus: A Semantic Web Environment for Context-Aware Mobile Services,,2002,http://iswc2002.semanticweb.org/posters/sadeh2_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-45,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Enoch Chan;Linh Van;Norman Sadeh;Yoshinori Shimazaki;Wilson Lau,5,http://iswc2002.semanticweb.org/posters/sadeh2_a4.pdf,1
"Michel Klein,Dieter Fensel,Atanas Kiryakov and Damyan Ognyanoff",OntoView: Comparing and Versioning Ontologies,,2002,http://iswc2002.semanticweb.org/posters/klein-etal.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-31,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Damyan Ognyanoff;Atanas Kiryakov;Dieter Fensel;Michel Klein,4,http://iswc2002.semanticweb.org/posters/klein-etal.pdf,1
Manjula Patel,Ontology Harmonisation towards the Semantic Web,,2002,http://iswc2002.semanticweb.org/posters/mpatel_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-42,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Manjula Patel,1,http://iswc2002.semanticweb.org/posters/mpatel_a4.pdf,1
"Marian Mach,Peter Macej and Jan Hreno",Ontology-based Communication Forum,,2002,http://iswc2002.semanticweb.org/posters/mach.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-37,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Jan Hreno;Peter Macej;Marian Mach,3,http://iswc2002.semanticweb.org/posters/mach.pdf,1
"Mario Schlosser,Michael Sintek,Stefan Decker and Wolfgang Nejdl",Ontology-based Search and Broadcast in HyperCuP,,2002,http://iswc2002.semanticweb.org/posters/schlosser.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-48,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Wolfgang Nejdl;Michael Sintek;Mario Schlosser;Stefan Decker,4,http://iswc2002.semanticweb.org/posters/schlosser.pdf,1
"Akira Sato,Takahisa Ando,Hiroya Inakoshi and Seishi Okamoto",Personalization System based on Dynamic Learning,,2002,http://iswc2002.semanticweb.org/posters/sato_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-47,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Hiroya Inakoshi;Seishi Okamoto;Akira Sato;Takahisa Ando,4,http://iswc2002.semanticweb.org/posters/sato_a4.pdf,1
Yohei Seki,Publishing Technology in Spoken Languages from XML Database,,2002,http://iswc2002.semanticweb.org/posters/yohei-seki-2_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-49,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Yohei Seki,1,http://iswc2002.semanticweb.org/posters/yohei-seki-2_a4.pdf,1
"Adil Hameed,Derek Sleeman and Alun Preece",Reconciling Experts' Ontologies for the Semantic Web,,2002,http://iswc2002.semanticweb.org/posters/hameed.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-22,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Alun Preece;Adil Hameed;Derek Sleeman,3,http://iswc2002.semanticweb.org/posters/hameed.pdf,1
"Siegfried Handschuh,Steffen Staab and Fabio Ciravegna",S-CREAM - Semi-automatic CREAtion of Metadata,,2002,http://iswc2002.semanticweb.org/posters/handschuh.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-25,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Fabio Ciravegna;Siegfried Handschuh;Steffen Staab,3,http://iswc2002.semanticweb.org/posters/handschuh.pdf,1
"D. Leal,R. Bacher and A. Schroder",ScadaOnWeb: Modelling and Web-Exchange of Process and Engineering Information,,2002,http://iswc2002.semanticweb.org/posters/leal.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-33,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,R. Bacher;D. Leal;A. Schroder,3,http://iswc2002.semanticweb.org/posters/leal.pdf,1
"Christian Fillies,Gay Wood-Albrecht and Frauke Weichhardt",SemTalk: Authoring the Semantic Web with MS Visio,,2002,http://iswc2002.semanticweb.org/posters/fillies.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-17,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Frauke Weichhardt;Gay Wood-Albrecht;Christian Fillies,3,http://iswc2002.semanticweb.org/posters/fillies.pdf,1
Antoine Isaac and Raphael Troncy,Semantic Commitment for Designing Ontologies: A Tool Proposal,,2002,http://iswc2002.semanticweb.org/posters/troncy-iswc02-poster.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-27,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Antoine Isaac;Raphaël Troncy,2,http://iswc2002.semanticweb.org/posters/troncy-iswc02-poster.pdf,1
"Jennifer Golbeck,Ron Alford,Ross Baker,Mike Grove,Jim Hendler,Aditya Kalyanpur,Amy Loomis and Ron Reck",Semantic Web Tools from MIND SWAP,,2002,http://iswc2002.semanticweb.org/posters/golbeck_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-20,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Ron Reck;Jennifer Golbeck;Ron Alford;Mike Grove;James Hendler;Amy Loomis;Aditya Kalyanpur;Ross Baker,8,http://iswc2002.semanticweb.org/posters/golbeck_a4.pdf,1
"Francesco Maria Aymerich,Nicoletta Dessi and Barbara Pes",Semantic Web and learning environments,,2002,http://iswc2002.semanticweb.org/posters/aymerich.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-07,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Barbara Pes;Nicoletta Dessi;Francesco Maria Aymerich,3,http://iswc2002.semanticweb.org/posters/aymerich.pdf,1
York Sure and Eddie Moench,SemanticMiner: Smarter Knowledge Retrieval,,2002,http://iswc2002.semanticweb.org/posters/sure.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-54,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Eddie Moench;York Sure,2,http://iswc2002.semanticweb.org/posters/sure.pdf,1
"V. Richard Benjamins,Jesus Contreras,Oscar Corcho and Asuncion Gomez-Perez",Six Challenges for the Semantic Web,,2002,http://iswc2002.semanticweb.org/posters/VR_Benjamins.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-13,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Asuncion Gomez-Perez;Jesus Contreras;Oscar Corcho;V. Richard Benjamins,4,http://iswc2002.semanticweb.org/posters/VR_Benjamins.pdf,1
Daniel Ayers,Svolgo: A Graph Framework,,2002,http://iswc2002.semanticweb.org/posters/ayers.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-06,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Daniel Ayers,1,http://iswc2002.semanticweb.org/posters/ayers.pdf,1
Thorsten Liebig,The Travel Agent Of The Next Generation Web,,2002,http://iswc2002.semanticweb.org/posters/liebig.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-35,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Thorsten Liebig,1,http://iswc2002.semanticweb.org/posters/liebig.pdf,1
"Aldo Gangemi,Domenico M. Pisanelli,Frehiwot Fisseha,Johannes Keizer,Marc Taconnet and Ian Pettman",The definition of a formal ontological framework aimed at semantic interoperability: the case for fishery domain,,2002,http://iswc2002.semanticweb.org/posters/gangemi-etal_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-19,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Johannes Keizer;Marc Taconnet;Domenico M. Pisanelli;Frehiwot Fisseha;Ian Pettman;Aldo Gangemi,6,http://iswc2002.semanticweb.org/posters/gangemi-etal_a4.pdf,1
"Elisa F. Kendall,Mark E. Dutra and Deborah L. McGuinness",Towards A Commercial Ontology Development Environment,,2002,http://iswc2002.semanticweb.org/posters/mcguiness_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-28,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Deborah McGuinness;Mark E. Dutra;Elisa F. Kendall,3,http://iswc2002.semanticweb.org/posters/mcguiness_a4.pdf,1
Johann Gamper and Paolo Dongilli,Towards a Semantic Portal for Minority Rights in Europe,,2002,http://iswc2002.semanticweb.org/posters/gamper_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-18,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Johann Gamper;Paolo Dongilli,2,http://iswc2002.semanticweb.org/posters/gamper_a4.pdf,1
"Vojtech Svatek,Martin Kavalec and Jiri Klemperer",Towards the Discovery of Implicit Metadata in Commercial Web Pages,,2002,http://iswc2002.semanticweb.org/posters/svatek.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-55,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Vojtech Svatek;Martin Kavalec;Jiri Klemperer,3,http://iswc2002.semanticweb.org/posters/svatek.pdf,1
"Claude Moulin,Sylvain Giroux,Raffaella Sanna,Alessandro Soro and Gavino Paddeu",Using Shared Ontologies for Communication and Personalization,,2002,http://iswc2002.semanticweb.org/posters/moulin.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings/paper-39,Proceedings of ISWC 2002 Poster Track,,,Poster Paper,,0,,0,Gavino Paddeu;Claude Moulin;Sylvain Giroux;Raffaella Sanna;Alessandro Soro,5,http://iswc2002.semanticweb.org/posters/moulin.pdf,1
