event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo
http://data.semanticweb.org/conference/iswc/2009/talks/research/311,http://data.semanticweb.org/conference/iswc/2009/sessions/research/4,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,A Conflict-based Operator for Mapping Revision--Theory and and Implementation,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/206,http://data.semanticweb.org/conference/iswc/2009/sessions/research/4,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Actively Learning Ontology Matching via User Interaction,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/380,http://data.semanticweb.org/conference/iswc/2009/sessions/research/4,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,What Four Million Mappings Can Tell You About Two Hundred Ontologies,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/219,http://data.semanticweb.org/conference/iswc/2009/sessions/research/5,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Automatically Constructing Semantic Web Services from Online Sources,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/524,http://data.semanticweb.org/conference/iswc/2009/sessions/research/5,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Exploiting User Feedback to Improve Semantic Web Service Discovery,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/305,http://data.semanticweb.org/conference/iswc/2009/sessions/research/5,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Optimizing QoS-Aware Semantic Web Service Composition,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/387,http://data.semanticweb.org/conference/iswc/2009/sessions/research/5,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Optimizing Web Service Composition while Enforcing Regulations,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/152,http://data.semanticweb.org/conference/iswc/2009/sessions/research/6,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Decidable Order-Sorted Logic Programming for Ontologies and Rules with Argument Restructuring,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/251,http://data.semanticweb.org/conference/iswc/2009/sessions/research/6,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Goal-Directed Module Extraction for Explaining OWL DL Entailments,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/424,http://data.semanticweb.org/conference/iswc/2009/sessions/research/6,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Queries to Hybrid MKNF Knowledge Bases through Oracular Tabling,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/484,http://data.semanticweb.org/conference/iswc/2009/sessions/research/6,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Task Oriented Evaluation of Module Extraction Techniques,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/323,http://data.semanticweb.org/conference/iswc/2009/sessions/research/7,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Modeling and Query Patterns for Process Retrieval in OWL,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/278,http://data.semanticweb.org/conference/iswc/2009/sessions/research/7,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Semantically-aided business process modeling,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/360,http://data.semanticweb.org/conference/iswc/2009/sessions/research/7,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Synthesizing Semantic Web Service Compositions with jMosel and Golog,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/301,http://data.semanticweb.org/conference/iswc/2009/sessions/research/8,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Executing SPARQL Queries over the Web of Linked Data,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/279,http://data.semanticweb.org/conference/iswc/2009/sessions/research/8,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,TripleRank: Ranking Semantic Web Data By Tensor Decomposition,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/403,http://data.semanticweb.org/conference/iswc/2009/sessions/research/8,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Using Naming Authority to Rank Data and Ontologies for Web Search,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/240,http://data.semanticweb.org/conference/iswc/2009/sessions/research/9,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,A Practical Approach for Scalable Conjunctive Query Answering on Acyclic EL+ Knowledge Base,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2009/talks/research/347,http://data.semanticweb.org/conference/iswc/2009/sessions/research/9,,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Functions over RDF Language Elements,,,,,,,,,,,,,,,,
