role_type,role_label,role_event,role_event_label,role_event_type,name,person_uri,homepage,cnt_paper,proceedings_label,bio,depiction,mbox_sha1sum,cnt_mbox,organization,cnt_org
,,,,,A. Goy,http://data.semanticweb.org/person/a-goy,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,A. Schroder,http://data.semanticweb.org/person/a-schroder,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Adil Hameed,http://data.semanticweb.org/person/adil-hameed,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Aditya Kalyanpur,http://data.semanticweb.org/person/aditya-kalyanpur,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Akira Sato,http://data.semanticweb.org/person/akira-sato,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alberto Verdejo,http://data.semanticweb.org/person/alberto-verdejo,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Aldo Gangemi,http://data.semanticweb.org/person/aldo-gangemi,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alessandro Soro,http://data.semanticweb.org/person/alessandro-soro,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alexander Maedche,http://data.semanticweb.org/person/alexander-maedche,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alexander Wahler,http://data.semanticweb.org/person/alexander-wahler,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alexiei Dingli,http://data.semanticweb.org/person/alexiei-dingli,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alon Halevy,http://data.semanticweb.org/person/alon-halevy,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Alun Preece,http://data.semanticweb.org/person/alun-preece,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Amy Loomis,http://data.semanticweb.org/person/amy-loomis,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Anjo Anjewierden,http://data.semanticweb.org/person/anjo-anjewierden,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Antoine Isaac,http://data.semanticweb.org/person/antoine-isaac,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Asunción Gómez-Pérez,http://data.semanticweb.org/person/asuncion-gomez-perez,,1,Proceedings of ISWC 2002 Poster Track,,,f929b4dab306ec656affc5136763b6fe14c2347e,1,Technical University of Madrid,1
,,,,,Atanas Kiryakov,http://data.semanticweb.org/person/atanas-kiryakov,,2,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Barbara Kieslinger,http://data.semanticweb.org/person/barbara-kieslinger,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Barbara Pes,http://data.semanticweb.org/person/barbara-pes,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Beat F. Schmid,http://data.semanticweb.org/person/beat-f-schmid,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Bernd Simon,http://data.semanticweb.org/person/bernd-simon,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Blanca Rodriguez,http://data.semanticweb.org/person/blanca-rodriguez,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Bob Wielinga,http://data.semanticweb.org/person/bob-wielinga,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Boris Motik,http://data.semanticweb.org/person/boris-motik,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Borislav Popov,http://data.semanticweb.org/person/borislav-popov,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Carole A. Goble,http://data.semanticweb.org/person/carole-a-goble,,2,Proceedings of ISWC 2002 Poster Track,,,,0,,0
,,,,,Cesar Carranza,http://data.semanticweb.org/person/cesar-carranza,,1,Proceedings of ISWC 2002 Poster Track,,,,0,,0
