event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,acronym,abstract,homepage,link_document,logo,source,EOL
[ME]/tutorial-1,[ME]/track/tutorial,,TutorialEvent,"Ontology Engineering",20010730T110000,20010730T123000,America/Los_Angeles,"Room TCSEQ 200",,Facilitator,"Charles Petrie",Organizer,"Natalya F. Noy",,"In recent years the development of ontologies - explicit formal specifications of the terms in the domain and relations among them -has been moving from the realm of Artificial-Intelligence laboratories to the desktops of domain experts. Ontologies have also become common on the World-Wide Web. The ontologies on the Web range from large taxonomies categorizing Web sites (such as on Yahoo!) to categorizations of products for sale and their features (such as on Amazon.com). On the Web and in many large applications ontologies serve a variety of purposes: making the knowledge about a particular domain explicit, sharing and reusing this knowledge, analyzing domain knowledge. A number of languages for defining ontologies on the Web, such as RDF(S) and DAML+OIL, are under development. In this tutorial we will discuss why one would build an ontology and present a methodology for creating ontologies based on declarative knowledge representation systems. We will present ontology examples, discuss common problems and pitfalls in ontology development and approaches to solving the problems. We will also give a brief overview of the current research issues in ontology engineering and compare some Web-based ontology-representation languages.",https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial1a.htm,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial1/OntologyEngineering.ppt,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial1a.htm,EOL
[ME]/session-1a,[ME]/track/work1,,SessionEvent,"Session 1a",20010730T110000,20010730T123000,America/Los_Angeles,"Room CIS-X101",,Facilitator,"Mark Tuttle,Deborah McGuinness",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-1b,[ME]/track/work2,,SessionEvent,"Session 1b",20010730T110000,20010730T123000,America/Los_Angeles,"Packard 101",,Facilitator,"Vipul Kashyap",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-1c,[ME]/track/work3,,SessionEvent,"Session 1c",20010730T110000,20010730T123000,America/Los_Angeles,"Bio T175",,Facilitator,"Jim Hendler,Sheila McIlraith",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Demo Session",20010730T124500,20010730T134500,America/Los_Angeles,"Gates 104",,,,,,,"Demos by Verticalnet, Spirit-Soft, Mondeca, Empolis, SC4, Lastmileservices, UMBC, Stanford Medical Informatics, Griffith University, University of Bristol, University of Karlsruhe",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,Lunch,20010730T123000,20010730T140000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/tutorial-2,[ME]/track/tutorial,,TutorialEvent,"Semantic B2B Integration - Concepts, Architecture, Implementation and Deployment",20010730T140000,20010730T153000,America/Los_Angeles,"Room TCSEQ 200",,Facilitator,"Charles Petrie",Organizer,"Christoph Bussler",,"This tutorial will give an introduction to the field of business-to-business (B2B) integration from a technical viewpoint with the focus on semantic integration aspects. The set of B2B integration concepts is introduced as well as their implementation in form of a technical semantic B2B integration architecture. A mix of examples is taken illustrating the problems that need to be solved in semantic B2B integration projects. The tutorial enables the audience to identify semantic B2B integration problems as well as to determine the benefits and deficiencies of various technical integration architecture approaches or B2B integration technologies.",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial2a.htm,EOL
[ME]/session-2a,[ME]/track/work1,,SessionEvent,"Session 2a",20010730T140000,20010730T153000,America/Los_Angeles,"Room CIS-X101",,Facilitator,"Mark Tuttle,Deborah McGuinness",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-2b,[ME]/track/work2,,SessionEvent,"Session 2b",20010730T140000,20010730T153000,America/Los_Angeles,"Packard 101",,Facilitator,"Vipul Kashyap",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-2c,[ME]/track/work3,,SessionEvent,"Session 2c",20010730T140000,20010730T153000,America/Los_Angeles,"Bio T175",,Facilitator,"Jim Hendler,Sheila McIlraith",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,"Coffee Break",20010730T153000,20010730T160000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-demo,[ME]/track/tutorial,,SessionEvent,Demos,20010730T160000,20010730T180000,America/Los_Angeles,"Room TCSEQ 200",,Facilitator,"Charles Petrie",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-3a,[ME]/track/work1,,SessionEvent,"Session 3a",20010730T160000,20010730T180000,America/Los_Angeles,"Room CIS-X101",,Facilitator,"Mark Tuttle,Deborah McGuinness",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-3b,[ME]/track/work2,,SessionEvent,"Session 3b",20010730T160000,20010730T180000,America/Los_Angeles,"Packard 101",,Facilitator,"Vipul Kashyap",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-3c,[ME]/track/work3,,SessionEvent,"Session 3c",20010730T160000,20010730T180000,America/Los_Angeles,"Bio T175",,Facilitator,"Jim Hendler,Sheila McIlraith",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,Banquet,20010730T190000,20010730T220000,America/Los_Angeles,"Faculty Club",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,,,,,,,,,,,,,,,,,,,,
,[ME],,SpecialEvent,"SWWS Registration and Breakfast",20010731T080000,20010731T090000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/talk/invited-2,[ME],,InvitedTalkEvent,"Making Semantics Addressable -- Topic Maps Unclothed",20010731T090000,20010731T100000,America/Los_Angeles,"Room TCSEQ 200",,,,Speaker,"Michel Biezunski,Steven R. Newcomb",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,"Coffee break",20010731T100000,20010731T103000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/panel/emerging-semantics,[ME],,PanelEvent,"Panel: Emerging Semantics",20010731T103000,20010731T120000,America/Los_Angeles,"TCSEQ 200",,Host,"Vipul Kashyap",Pannellist,"Ora Lassila, Jim Hendler, Dieter Fensel, Umeshwar Dayal, Clifford A Behrens",,,http://www.topicmaps.net/SWW3.htm,,,http://www.topicmaps.net/SWW3.htm,EOL
,[ME],,SpecialEvent,"Demo Session",20010731T121500,20010731T131500,America/Los_Angeles,"Gates 104",,,,,,,"Demos by Verticalnet, Spirit-Soft, Mondeca, Empolis, SC4, Lastmileservices, UMBC, Stanford Medical Informatics, Griffith University, University of Bristol, University of Karlsruhe",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,Lunch,20010731T120000,20010731T133000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/tutorial-3,[ME]/track/tutorial,,TutorialEvent,"Models and Languages for Describing and Discovering E-services",20010731T133000,20010731T153000,America/Los_Angeles,"Room TCSEQ 200",,"Session Chair","Charles Petrie",Speaker,"Fabio Casati and Ming-Chien Shan,",,"E-services are business functions made available via the Internet by service providers, and accessible by clients that could be human users or software applications. The main benefit of the e-services environment is that clients are able to dynamically discover the available e-service that best meets their needs, to examine its properties and capabilities, and to determine if and how to access it. However, in order to deliver e-services to clients, service providers are faced with several challenges. In particular, they need to describe e-services in a way that is accessible and understandable by the clients and to advertise them in web directories, so that they can be discovered by brokers as well as by end -users. In this tutorial we discuss the main requirements for models and languages for service description and discovery, and we present relevant approaches proposed by standardization consortia.",https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial3a.htm,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial3/eservices.pdf,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/tutorials/tutorial3a.htm,EOL
[ME]/session-4a,[ME]/track/work1,,SessionEvent,"Session 4a",20010731T133000,20010731T153000,America/Los_Angeles,"Room CIS-X101",,"Session Chair","Mark Tuttle,Deborah McGuinness",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-4b,[ME]/track/work2,,SessionEvent,"Session 4b",20010731T133000,20010731T153000,America/Los_Angeles,"Packard 101",,"Session Chair","Vipul Kashyap",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-4c,[ME]/track/work3,,SessionEvent,"Session 4c",20010731T133000,20010731T153000,America/Los_Angeles,"Braun Auditorium",,"Session Chair","Jim Hendler,Sheila McIlraith",,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,"Coffee Break",20010731T153000,20010731T160000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/session-5,[ME],,SessionEvent,"Facilitators Report and Announcement of BOF Sessions",20010731T160000,20010731T180000,America/Los_Angeles,"TCSEQ 200",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Joint Reception with ICCS",20010731T193000,20010730T220000,America/Los_Angeles,"Faculty Club",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
[ME]/talk/invited-4,[ME],,InvitedTalkEvent,"The Semantic Web and the Bootstrap Institute",20010731T203000,20010731T213000,America/Los_Angeles,"Faculty Club",,,,Speaker,"Doug Engelbart",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/bootstrap.doc,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,,,,,,,,,,,,,,,,,,,,
,[ME],,SpecialEvent,"SWWS Registration and Breakfast",20010801T080000,20010801T090000,America/Los_Angeles,"TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Birds of the Feather Session CIS 101",20010801T090000,20010801T103000,America/Los_Angeles,"CIS 101",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Birds of the Feather Session Packard 101",20010801T090000,20010801T103000,America/Los_Angeles,"Packard 101",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Birds of the Feather Session TCSEQ 200",20010801T090000,20010801T103000,America/Los_Angeles,"Room TCSEQ 200",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"Birds of the Feather Session in Gates 104",20010801T090000,20010801T103000,America/Los_Angeles,"Gates 104",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,BreakEvent,"Coffee Break",20010801T103000,20010801T110000,America/Los_Angeles,"The TCSEQ Center",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME],,SpecialEvent,"BOF Wrap Up, Follow-up actions and Farewell",20010801T110000,20010801T120000,America/Los_Angeles,"TCSEQ 200",,,,,,,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-1a,1,TalkEvent,"The Semantic Web As ""Perfection Seeking"": A View from Drug Terminology",,,,,,,,,,,,,,,,
,[ME]/session-1a,2,TalkEvent,"Industrial Strength Ontology Management",,,,,,,,,,,,,,,,
,[ME]/session-1a,3,TalkEvent,"OntoMap - the Guide to the Upper-Level",,,,,,,,,,,,,,,,
,[ME]/session-1b,1,TalkEvent,"Towards Semantic Interoperability in Agent-based Coalition Command Systems",,,,,,,,,,,,,,,,
,[ME]/session-1b,2,TalkEvent,"Object Interoperability for Geospatial Applications",,,,,,,,,,,,,,,,
,[ME]/session-1b,3,TalkEvent,"Brokerage of Intellectual Property Rights in the Semantic Web",,,,,,,,,,,,,,,,
,[ME]/session-1c,1,TalkEvent,"DAML-S: Semantic Markup for Web Services",,,,,,,,,,,,,,,,
,[ME]/session-1c,2,TalkEvent,"Serching for services on the semantic web using process ontologies",,,,,,,,,,,,,,,,
,[ME]/session-1c,3,TalkEvent,"A Semantic Web Approach to Service Description for Matchmaking of Services",,,,,,,,,,,,,,,,
,[ME]/session-2a,1,TalkEvent,"The ""Emergent"" Semantic Web: An approach for derivation of semantic agreements on the Web",,,,,,,,,,,,,,,,
,[ME]/session-2a,2,TalkEvent,"Ontology versioning on the Semantic Web",,,,,,,,,,,,,,,,
,[ME]/session-2a,3,TalkEvent,"Ontology Library Systems: The key to successful Ontology Reuse",,,,,,,,,,,,,,,,
,[ME]/session-2b,1,TalkEvent,"Adding Multimedia to the Semantic Web: Building an MPEG-7 ontology",,,,,,,,,,,,,,,,
,[ME]/session-2b,2,TalkEvent,"Overcoming Ontology Mismatches in Transactions with Self-Describing Service Agents",,,,,,,,,,,,,,,,
,[ME]/session-2c,1,TalkEvent,"The Briefing Associate: A Role for COTS applications in the Semantic Web",,,,,,,,,,,,,,,,
,[ME]/session-2c,2,TalkEvent,"ITTALKS: A Case Study in the Semantic Web and DAML",,,,,,,,,,,,,,,,
,[ME]/session-2c,3,TalkEvent,"Open Learning Repositories and Metadata Modeling",,,,,,,,,,,,,,,,
,[ME]/session-3a,1,TalkEvent,"UML and the Semantic Web",,,,,,,,,,,,,,,,
,[ME]/session-3a,2,TalkEvent,"Metamodeling Architecture of Web Ontology Languages",,,,,,,,,,,,,,,,
,[ME]/session-3a,3,TalkEvent,"DAML+OIL is not Enough",,,,,,,,,,,,,,,,
,[ME]/session-3a,4,TalkEvent,"Semantic Web Modeling and Programming with XDD",,,,,,,,,,,,,,,,
,[ME]/session-3b,1,TalkEvent,"A Framework for Ontology Integration",,,,,,,,,,,,,,,,
,[ME]/session-3b,2,TalkEvent,"A Scalable Framework for the Interoperation of Information Sources",,,,,,,,,,,,,,,,
,[ME]/session-3b,3,TalkEvent,"On the Integration of Topic Maps and RDF data",,,,,,,,,,,,,,,,
,[ME]/session-3b,4,TalkEvent,"An infrastructure for formally ensuring interoperability in a heterogeneous semantic web",,,,,,,,,,,,,,,,
,[ME]/session-3c,1,TalkEvent,"CREAM: Creating relational metadata with a component-based, ontology-driven annotation framework",,,,,,,,,,,,,,,,
,[ME]/session-3c,2,TalkEvent,"OntoWebber: Model-Driven Ontology-Based Web Site Management",,,,,,,,,,,,,,,,
,[ME]/session-3c,3,TalkEvent,"Indexing a web site with a terminology oriented ontology",,,,,,,,,,,,,,,,
,[ME]/session-3c,4,TalkEvent,"A semantic model for specifying data-intensive Web applications using WebML",,,,,,,,,,,,,,,,
,[ME]/session-4a,1,TalkEvent,"Utilizing Host-Formalisms to Extend RDF-Semantics",,,,,,,,,,,,,,,,
,[ME]/session-4a,2,TalkEvent,"RDF M&S revisited: From Reification to Nesting, from Containers to Lists, from Dialect to pure XML",,,,,,,,,,,,,,,,
,[ME]/session-4a,3,TalkEvent,"Development of a Simple Ontology Definition Language (SOntoDL) and Its Application to a Medical Information Service on the World Wide Web",,,,,,,,,,,,,,,,
,[ME]/session-4b,1,TalkEvent,"Describing Computation within RDF",,,,,,,,,,,,,,,,
,[ME]/session-4b,2,TalkEvent,"Design Rationale for RuleML: A Markup Language for Semantic Web Rules",,,,,,,,,,,,,,,,
,[ME]/session-4b,3,TalkEvent,"Enabling Semantic Web Programming by Integrating RDF and Common Lisp",,,,,,,,,,,,,,,,
[ME]/talk/invited-3,[ME]/session-4c,1,InvitedTalkEvent,"Web Services - Components of the ""Trasnactional Web""",,,,,,,,Speaker,"James Snell",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/jamessnell.ppt,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-demo,1,DemoEvent,Verticalnet,,,,,,,,Speaker,"Aseem Das",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,2,DemoEvent,Spirit-Soft,,,,,,,,Speaker,"Steve Ross-Talbot",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,3,DemoEvent,Mondeca,,,,,,,,Speaker,"Bernard Vatant",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,4,DemoEvent,Empolis,,,,,,,,Speaker,"Hans Holger Rath",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,5,DemoEvent,LastMileServices,,,,,,,,Speaker,"Raj Bapna",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,6,DemoEvent,"Stanford Medical Informatics",,,,,,,,Speaker,"Mark Musen, Monica Crubezy, Natalya F. Noy",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,[ME]/session-demo,7,DemoEvent,"DSTC/Griffith University",,,,,,,,Speaker,"Peter Eklund",,,,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/program/index.html,EOL
,,,,,,,,,,,,,,,,,,,,
[ME]/talk/misc-1,[ME]/session-5,1,MiscTalkEvent,"Working Track Report: Ontology and Ontology Maintenance",,,,,,,,Speaker,"Mark Tuttle,Deborah McGuinness",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-onto.html,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-trackreports.html,EOL
[ME]/talk/misc-2,[ME]/session-5,2,MiscTalkEvent,"Working Track Report: Interoperability, Integration, Composition",,,,,,,,Speaker,"Vipul Kashyap",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-inter.html,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-trackreports.html,EOL
[ME]/talk/misc-3,[ME]/session-5,3,MiscTalkEvent,"Working Track Report: (Web-)Services and Applications",,,,,,,,Speaker,"Jim Hendler,Sheila McIlraith",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-webservices.html,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-trackreports.html,EOL
[ME]/talk/misc-4,[ME]/session-5,4,MiscTalkEvent,"Working Track Report: Tutorials",,,,,,,,Speaker,"Charles Petrie",,,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-tutorial.html,,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ih/SWWS-2001/report/swws-trackreports.html,EOL
