event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,acronym,abstract,homepage,link_document,logo,source,EOL
[ME]/tutorial-1,[ME]/track/tutorial,,TutorialEvent,"Tutorial 8: Big Data Management",2013-10-22T13:45:00,2013-10-22T17:30:00,Australia/Sydney,"Carruthers (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Marko Grobelnik, Blaz Fortuna and Dunja Mladenic",,"The tutorial on Big Data Management will cover the current state of the Big Data area of research and applications. The emphasis will be on the research aspects of the Big Data presenting the characteristic algorithms running under the hood of the Big Data platforms and applications. The key contribution will be the systematic overview of the key building blocks which make Big Data management different from the traditional data management approaches (including relational data bases, semantic technologies and data analytics). In the last part of the tutorial we will present several working systems explaining the architecture and design decisions.",http://iswc2013.semanticweb.org/content/big-data-management,http://ailab.ijs.si/bigdata/,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-2,[ME]/track/tutorial,,TutorialEvent,"Tutorial 7: Hands-on Guide to Linked Data Applications",2013-10-22T09:00:00,2013-10-22T12:45:00,Australia/Sydney,"Carrington (3rd Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Liliana Cabral, Ahsan Morshed and Heiko Mueller",,"The concept of Linked Open Data (LOD) shows great potential to overcome existing problems in discovery, integration, and reuse of data. More and more applications are emerging that make use of LOD. Building such applications is supported by a large number of tools that have been developed in the Semantic Web community. The goal of this tutorial is to provide novices with a practical introduction into building LOD applications. Participants will learn how to build a simple LOD application by following hands-on instructions. Using publicly available tools and practical use cases, we show how to go from structured data.",http://iswc2013.semanticweb.org/content/hands-guide-linked-data-applications,http://www.csiro.au/Organisation-Structure/Divisions/ICT-Centre/Linked-Data-Applications-Tutorial.aspx,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-3,[ME]/track/tutorial,,TutorialEvent,"Tutorial 9: Linked Data for Web Scale Information Extraction",2013-10-22T13:45:00,2013-10-22T17:30:00,Australia/Sydney,"Carrington (3rd Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Anna Lisa Gentile and Ziqi Zhang",,"This tutorial analyses open challenges for Web-scale Information Extraction (IE) and introduces the usage of Linked Data (LD) for the task. Linked Data has grown to a gigantic knowledge base, which, as of 2013, comprised 31 billion triples in 295 datasets (http://lod-cloud.net/state/). Such resources can become invaluable resources to train Web-scale IE and natural language tasks because they are very large scale and covering multiple domains. This tutorial will show how to exploit LD for IE and will explore IE techniques able to scale at web level. We will particularly focus on the tasks of Wrapper Induction and Table Interpretation.",http://iswc2013.semanticweb.org/content/linked-data-web-scale-information-extraction,http://oak.dcs.shef.ac.uk/wsie2013/index.html,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-4,[ME]/track/tutorial,,TutorialEvent,"Tutorial 5: Microtask crowdsourcing to solve Semantic Web problems",2013-10-22T09:00:00,2013-10-22T17:30:00,Australia/Sydney,"Rawson (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Gianluca Demartini, Elena Simperl and Maribel Acosta",,"Microtask crowdsourcing platforms, as one of the most popular instance of social computing technologies, are increasingly used to support massively collaborative projects on semantic content management. In this tutorial we will introduce the most popular approaches to microtask crowdsourcing for Semantic Web problems, as a mean to realize hybrid human-machine content management architectures. We will explain the core notions and technologies, including Amazon Mechanical Turk, CrowdFlower and specifically purposed tools building upon the functionality of these platforms. We will address questions related to quality assurance, resource management, and workflow design, and discuss a series of technical and socio-economical challenges and open issues related to the application of microtask crowdsourcing in given Semantic Web scenarios.",http://iswc2013.semanticweb.org/content/microtask-crowdsourcing-solve-semantic-web-problems,https://sites.google.com/site/microtasktutorial/,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-5,[ME]/track/tutorial,,TutorialEvent,"Tutorial 4: Modelling Ontologies Visually",2013-10-21T13:45:00,2013-10-21T17:30:00,Australia/Sydney,"Carruthers (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"John Howse, Gem Stapleton, Aidan Delaney, Jim Burton and Peter Chapman",,"Ontology engineering has acknowledged benefits yet the notations with which one can create such models can require considerable technical expertise. There has been interest in the development of visual (i.e. diagrammatic) notations that are more readily accessible to those without substantial mathematical training. This tutorial will demonstrate a formal visual logic, called concept diagrams, suitable for ontology engineering. The notation has been designed with regard to cognitive theories combined with an emphasis on being sufficiently expressive to model rich domains. The tutorial introduces concept diagrams and attendees will gain knowledge of how to apply concept diagrams for ontology engineering.",http://iswc2013.semanticweb.org/content/modelling-ontologies-visually,http://www.ontologyengineering.org/iswc2013,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-6,[ME]/track/tutorial,,TutorialEvent,"Tutorial 1: Relational Database to RDF (RDB2RDF)",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Boardroom (4th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Juan F. Sequeda, Barry Norton and Daniel Miranker",,"In one study it was reported that there is 500 times as much data in the hidden or deep web, then there is in crawlable, indexable web pages. Most of this data is stored in relational databases. Hence, the Semantic Web’s promise of Web-scale data integration will only live up to its true promise with the inclusion of legacy relational database management systems (RDBMS). Two new, interrelated and complementary W3C standards, “Direct Mapping of Relational Data to RDF” and “R2RML: RDB to RDF Mapping Language”, are poised to enable this data into the web of Linked Data. This tutorial will introduce, contrast and explain the preferred solution organizations embodies by these two standards. The tutorial will also include a hands-on session.",http://iswc2013.semanticweb.org/content/relational-database-rdf,http://rdb2rdf.org/,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-7,[ME]/track/tutorial,,TutorialEvent,"Tutorial 2: Stream Reasoning for Linked Data",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Carrington (3rd Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Jeff Z. Pan, Emanuele Della Valle, Oscar Corcho and Jean-Paul Calbimonte",,"The tutorial provides a comprehensive view of the Stream Reasoning research area. It consists of two parts. The first one is focused on RDF and SPARQL extensions for stream processing. It will begin with an introduction to RDF Stream processing models, and two concrete approaches that implement these models, namely C-SPARQL Engine and SPARQLStream, including hands on sessions. The second part of the tutorial explores Stream Reasoning approaches: approximate stream reasoning techniques for OWL2-DL, incremental materialization for RDF Streams (IMaRS), and an overview of EP-SPARQL and Sparkwave. Also the second part includes hands-on sessions.",http://iswc2013.semanticweb.org/content/stream-reasoning-linked-data,http://streamreasoning.org/sr4ld2013,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-8,[ME]/track/tutorial,,TutorialEvent,"Tutorial 6: The Mobile Semantic Web",2013-10-22T09:00:00,2013-10-22T12:45:00,Australia/Sydney,"Carruthers (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Shonali Krishnaswamy and Yuan-Fang Li",,"The combination of the versatility of smart devices and the capabilities of semantic technologies forms a great foundation for a mobile Semantic Web that will contribute to further realizing the true potential of both disciplines. Motivated by a service discovery and matchmaking example, this tutorial provides an overview of background knowledge in ontology languages and basic reasoning problems, and how they are applicable in the mobile environment. It then presents challenges and state-of-the-art development on mobile ontology reasoning, focusing on the reasoning and optimization techniques developed in the mTableaux framework. Finally, the tutorial closes with an outlook of important research problems.",http://iswc2013.semanticweb.org/content/mobile-semantic-web,http://www.csse.monash.edu.au/~yli/iswc2013tut/,,http://iswc2013.semanticweb.org/content/tutorials,EOL
[ME]/tutorial-9,[ME]/track/tutorial,,TutorialEvent,"Tutorial 3: The Web of Things",2013-10-21T09:00:00,2013-10-21T12:45:00,Australia/Sydney,"Carruthers (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,Organizer,"Carolina Fortuna and Marko Grobelnik",,"The aim of this tutorial is to present the Web of Things (WoT), its components, and how they interconnect through a series of semantic approaches into an operable stack of technologies. The goal is (1) to explain WoT and related concepts, (2) to give an overview and explain the functionality of the components of the WoT, (3) explain how these components (sensor networks, semantic web, data analytics) can be used to connect the “things” various levels of abstraction and (4) show relevant projects and demos.",http://iswc2013.semanticweb.org/content/web-things,http://carolinafortuna.com/web-of-things-tutorial/,,http://iswc2013.semanticweb.org/content/tutorials,EOL
,,,,,,,,,,,,,,,,,,,,
[ME]/track/doctoral-consortium,[ME],,WorkshopEvent,"ISWC 2013 Doctoral Consortium",2013-10-22T09:00:00,2013-10-22T17:30:00,Australia/Sydney,"Boardroom (4th Floor)","SMC Conference & Function Centre, Sydney, Australia",,,,,"Doctoral Consortium",,,,,,EOL
,,,,,,,,,,,,,,,,,,,,
[WORKSHOP]/smam/2013,,,WorkshopEvent,"1st International Workshop on Semantic Music and Media",2013-10-21T09:00:00,2013-10-21T12:45:00,Australia/Sydney,"Tuscan (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"David De Roure,Yves Raimond,Mark Sandler",,,SMAM2013,"This workshop provides a forum to explore and promote the applications of Semantic Web Technologies in the domain of music and time-based media. Emerging activities in research, development and production, driven by projects in both academia and industry, are already spanning many aspects of the creation, management, discovery, delivery and analysis of musical and media content. This workshop brings together this community to share information and practice, and especially to articulate the research agenda in Semantic Music and Media, e.g. ""end-to-end semantics"" through the lifecycle of digital media. This workshop aims at facilitating innovation and helping to achieve the full potential of Semantic Web in this domain, as well as informing Semantic Web research and its application to this area.",http://iswc2013.semanticweb.org/content/smam-2013,http://semanticmedia.org.uk/smam2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/semstats/2013,,,WorkshopEvent,"1st International Workshop on Semantic Statistics",2013-10-22T09:00:00,2013-10-22T17:30:00,Australia/Sydney,"Corinthian (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Raphaël Troncy,Franck Cotton,Richard Cyganiak,Armin Haller,Alistair Hamilton",,,"SemStats 2013","The goal of this workshop is to explore and strengthen the relationship between the Semantic Web and statistical communities, to provide better access to the data held by statistical offices. It will focus on ways in which statisticians can use Semantic Web technologies and standards in order to formalize, publish, document and link their data and metadata. The workshop will also cover the question of how to apply statistical methods or treatments to linked data, and how to develop new methods and tools for this purpose. Except for visualisation techniques and tools, this question is relatively unexplored, but the subject will obviously grow in importance in the near future.",http://iswc2013.semanticweb.org/content/semstats-2013,http://www.datalift.org/en/event/semstats2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/ordring/2013,,,WorkshopEvent,"2nd International Workshop on Ordering and Reasoning",2013-10-22T13:45:00,2013-10-22T17:55:00,Australia/Sydney,"Doric (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Emanuele Della Valle,Markus Krötzsch,Stefan Schlobach,Irene Celino",,,"OrdRing 2013","More and more applications require real-time processing of massive, dynamically generated, ordered data; where order is often an essential factor reflecting recency, proximity or relevance. Stream and rank-aware data management techniques are progressively providing reactive and reliable query answering over such massive datasets, allowing integration of highly dynamic sources. Key to their success is the use of streaming algorithms that harness the natural or enforceable orders in the data. The expressive power of Semantic technologies is needed in those applications, but Semantic Technologies risk being unable to address the needs of those applications, because they do not consider ordering as an essential property. Ranking results is often seen as an “added task”, performed after inference, without affecting the inference process, which is order-agnostic. However, we perceive a trend towards order-aware semantic technologies: both researchers and practitioners understand that order matters in reasoning over massive and highly dynamic data. The idea of Stream Reasoning is gaining considerable momentum. Some top-k query answering techniques for Linked Data appeared. Several works are considering SPARQL query answering on RDF annotated with labels partially ordered. The Description Logic community is investigating top-k ontological query answering. This workshop aims at bringing together this growing and very active community interested in integrating ordering with reasoning by using methods inspired by stream and rank-aware data management. We see this workshop as a first step to stimulate and guide a paradigm shift in semantic technologies.",http://iswc2013.semanticweb.org/content/ordring-2013,http://streamreasoning.org/events/ordring2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/derive/2013,,,WorkshopEvent,"3rd International Workshop on Detection, Representation, and Exploitation of Events in the Semantic Web",2013-10-21T13:45:00,2013-10-22T17:30:00,Australia/Sydney,"Doric (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Raphaël Troncy,Marieke Van Erp,Laura Hollink,Willem Robert Van Hage,Pierre van de Laar,David A. Shamma,Lianli Gao",,,"DeRiVE 2013","Events are at the heart of many of our daily information sources, being microposts, newswire, calendar information or sensor data. For detecting, representing and exploiting events in these sources, different research communities are each trying to resolve a small part of this puzzle. The goal of this workshop is to bring together those different areas in the recent surge of research on the use of events as a key concept for representing and organising knowledge on the Web. The workshop invites contributions to two central questions and its goal is to formulate answers to these questions that advance and reflect the current state of understanding and application of events. Each submission will be expected to address at least one question explicitly, if possible including a system demonstration. This year, we have also made available a challenge dataset based on sensor data and we specifically invite contributions that link events in sensor data such as social web and multimedia data using semantic web technologies. The most substantial contributions to the workshop will be presented orally (and if possible with a demo) in sessions organised according to the questions addressed, with time allocated for deep discussion.",http://iswc2013.semanticweb.org/content/derive-2013,http://semanticweb.cs.vu.nl/derive2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/lisc/2013,,,WorkshopEvent,"3rd International Workshop on Linked Science 2013",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Rawson (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Tomi Kauppinen,Jun Zhao,Paul Groth ,Carsten Keßler,Line C. Pouchard,Carole Goble,Yolanda Gil,Marieke van Erp,Jacco van Ossenbruggen",,,LISC2013,"This workshop aims to discuss and present results of new ways of applying Semantic Web technologies to the publishing, sharing and interlinking of scientific data and methods, and to the reasoning over such resources to discover interesting new links to validate, reuse and reproduce scientific research. The theme of this year’s workshop is “Supporting Reproducibility, Scientific Investigations and Experiments”. We will focus on scientific investigations and experiments that use Linked Data and semantic technologies to represent their data and methods and enable their knowledge discovery, reuse and validation.",http://iswc2013.semanticweb.org/content/lisc-2013,http://linkedscience.org/events/lisc2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/cold/2013,,,WorkshopEvent,"4th International Workshop on Consuming Linked Data",2013-10-22T09:00:00,2013-10-22T17:45:00,Australia/Sydney,"Ionic (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Olaf Hartig,Juan Sequeda,Aidan Hogan,Takahide Matsutsuka",,,"COLD 2013","The quantity of published Linked Data continues to increase. However, applications that exploit Linked Data are not yet widespread. Reasons may include a lack of suitable solutions for a number of open problems. The diversity and dynamics of LOD sources have brought new challenges in seamless data integration, dynamic discovery, provenance tracking, and quality assessment at the Web scale. Addressing these issues requires joint community efforts from both LOD provision and consumption perspectives, including the development and investigation of concepts that can lead towards the realisation of a sustainable Linked Data ecosystem. The objective of this workshop is to provide a focused venue for academic and industrial discussions on concepts, algorithms, infrastructure and tools (including systematic analysis and rigorous evaluation) that help to exploit Linked Data (and not just to produce it).",http://iswc2013.semanticweb.org/content/cold-2013,http://db.uwaterloo.ca/cold2013/,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/wop/2013,,,WorkshopEvent,"4th Workshop on Ontology Patterns",2013-10-22T09:00:00,2013-10-21T12:45:00,Australia/Sydney,"Doric (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Valentina Presutti,Michael Gruninger,Ansgar Scherp,Laurent Lefort",,,"WOP 2013","This is the fourth edition in a series of workshops addressing the topic of ontology and semantic web patterns as best practices, related to the ontologydesignpatterns.org initiative. Patterns need to be shared by a community in order to provide a common language, and to stimulate pattern usage and development. Hence, the aim of this workshop is twofold: 1) providing an arena for proposing and discussing good practices, patterns, pattern-based ontologies, systems etc., and 2) broadening the pattern community that is developing its own “language” for discussing and describing relevant problems and their solutions.",http://iswc2013.semanticweb.org/content/wop-2013,http://ontologydesignpatterns.org/wiki/WOP:2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/ssn/2013,,,WorkshopEvent,"6th International Workshop on Semantic Sensor Networks",2013-10-22T09:00:00,2013-10-22T12:45:00,Australia/Sydney,"Northcott (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Cory Henson,Oscar Corcho,Payam Barnaghi,Amit Sheth,Manfred Hauswirth,Kerry Taylor",,,SSN2013,"It is estimated that today there are 4 billion mobile devices that can act as sensors, including active and passive RFID tags. This is complemented by an even larger number of fixed sensors recording observations of a wide variety of modalities. Geographically distributed sensor nodes are capable of forming ad hoc networking topologies, with nodes expected to be dynamically inserted and removed from a network. The sensors are increasingly being connected with Web infrastructure, and the Sensor Web Enablement (SWE) standard developed by the Open Geospatial Consortium is widely being adopted in industry, government and academia alike. While such frameworks provide some interoperability, semantics is increasingly seen as key enabler for integration of sensor data and broader Web information systems. Analytical and reasoning capabilities afforded by Semantic Web standards and technologies are considered important for developing advanced applications that go from capturing observations to recognition of events and ultimately developing comprehensive situational awareness. Defense, transportation, global enterprise, and natural resource management industries are leading the rapid emergence of applications in commercial, civic, and scientific operations that involve sensors, web, services and semantics. Semantic technologies are often proposed as important components of complex, cross-jurisdictional, heterogeneous, dynamic information systems. The needs and opportunities arising from the rapidly growing capabilities of networked sensing devices are a challenging case.",http://iswc2013.semanticweb.org/content/ssn-2013,http://knoesis.org/ssn2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/om/2013,,,WorkshopEvent,"8th International Workshop on Ontology Matching",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Ionic (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Pavel Shvaiko,Jérôme Euzenat,Kavitha Srinivas,Ming Mao,Ernesto Jiménez-Ruiz",,,OM-2013,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate.",http://iswc2013.semanticweb.org/content/om-2013,http://www.om2013.ontologymatching.org/,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/ssws/2013,,,WorkshopEvent,"9th International Workshop on Scalable Semantic Web Knowledge Base Systems",2013-10-21T09:00:00,2013-10-21T15:30:00,Australia/Sydney,"Corinthian (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Thorsten Liebig,Achille Fokoue",,,SWWS2013,"This workshop provides a forum for discussing scalability issues for the Semantic Web, with the focus on the development and deployment of knowledge base systems for processing Semantic Web data. We expect that scalability issues are going to challenge the Semantic Web for a long time and significant effort is needed in order to tackle them. This workshop brings together researchers and practitioners to share their recent ideas and advances towards building scalable knowledge base systems for the Semantic Web.",http://iswc2013.semanticweb.org/content/ssws-2013,http://www.ssws-ws.org/SSWS2013/,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/ursw/2013,,,WorkshopEvent,"9th International Workshop on Uncertainty Reasoning for the Semantic Web",2013-10-21T13:45:00,2013-10-21T17:40:00,Australia/Sydney,"Tuscan (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Fernando Bobillo,Rommel Carvalho,Paulo Costa,Claudia D'Amato,Nicola Fanizzi,Kathryn Laskey,Ken Laskey,Thomas Lukasiewicz,Trevor Martin,Matthias Nickles,Mike Pool",,,"URSW 2013","This Workshop is an exciting opportunity for collaboration and cross-fertilization between the uncertainty reasoning community and the Semantic Web community. Effective methods for reasoning under uncertainty are vital for realizing many aspects of the Semantic Web vision, but the ability of current-generation web technology to handle uncertainty remains extremely limited. Thus, there is a continuing demand for uncertainty reasoning technology among Semantic Web researchers and developers, and the URSW workshop creates a unique opening to bring together two communities with a clear commonality of interest but limited history of interaction. By capitalizing on this opportunity, URSW could spark dramatic progress toward realizing the Semantic Web vision.",http://iswc2013.semanticweb.org/content/ursw-2013,http://c4i.gmu.edu/ursw/2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/crowdsem/2013,,,WorkshopEvent,"Crowdsourcing the Semantic Web",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Northcott (5th Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Lora Aroyo,Abraham Bernstein,Natasha F. Noy,Elena Simperl,Maribel Acosta,Jens Lehmann",,,CrowdSem,"This interactive workshop takes stock of the emergent work and chart the research agenda with interactive sessions to brainstorm ideas and potential applications of collective intelligence to solving AI hard semantic web problems. The Global Brain Semantic Web—a Semantic Web interleaving a large number of human and machine computation—has great potential to overcome some of the issues of the current Semantic Web. In particular, semantic technologies have been deployed in the context of a wide range of information management tasks in scenarios that are increasingly significant in both technical (data size, variety and complexity of data sources) and economical terms (industries addressed and their market volume). For many of these tasks, machine-driven algorithmic techniques aiming at full automation do not reach a level of accuracy that many production environments require. Enhancing automatic techniques with human computation capabilities is becoming a viable solution in many cases. We believe that there is huge potential at the intersection of these disciplines - large scale, knowledge-driven, information management and crowdsourcing - to solve technically challenging problems purposefully and in a cost effective manner.",http://iswc2013.semanticweb.org/content/crowdsem,http://crowdsem.wordpress.com/,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/dbpedia-nlp/2013,,,WorkshopEvent,"DBpedia & NLP 2013",2013-10-22T09:00:00,2013-10-22T17:30:00,Australia/Sydney,"Grand Lodge (1st Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Sebastian Hellmann,Agata Filipowska,Caroline Barrière,Pablo Mendes,Dimitris Kontokostas",,,"DBpedia & NLP 2013","Recently, the DBpedia community has experienced an immense increase in activity and we believe, that the time has come to explore the connection between DBpedia & Natural Language Processing (NLP) in a yet unpreceded depth. The goal of this workshop can be summarized by this (pseudo-) formula: DBpedia & NLP ≡ DBpedia4NLP ⨅ NLP4DBpedia. DBpedia has a long-standing tradition to provide useful data as well as a commitment to reliable Semantic Web technologies and living best practices. With the rise of WikiData, DBpedia is step-by-step relieved from the tedious extraction of data from Wikipedia’s infoboxes and can shift its focus on new challenges such as extracting information from the unstructured article text as well as becoming a testing ground for multilingual NLP methods.",http://iswc2013.semanticweb.org/content/dbpedia-nlp-2013,http://nlp-dbpedia2013.blogs.aksw.org/2013/04/25/nlp-dbpedia-workshop-in-oct-2013-iswc-2013-in-sydney/,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/ld4ie/2013,,,WorkshopEvent,"Linked Data for Information Extraction",2013-10-21T09:00:00,2013-10-21T17:30:00,Australia/Sydney,"Composite (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Anna Lisa Gentile,Ziqi Zhang,Claudia D'Amato,Heiko Paulheim",,,LD4IE,"This workshop focuses on the exploitation of Linked Data for Web Scale Information Extraction (IE), which concerns extracting structured knowledge from unstructured/semi-structured documents on the Web. One of the major bottlenecks for the current state of the art in IE is the availability of learning materials (e.g., seed data, training corpora), which, typically are manually created and are expensive to build and maintain. Linked Data (LD) defines best practices for exposing, sharing, and connecting data, information, and knowledge on the Semantic Web using uniform means such as URIs and RDF. It has so far been created a gigantic knowledge source of Linked Open Data (LOD), which constitutes a mine of learning materials for IE. However, the massive quantity requires efficient learning algorithms and the unguaranteed quality of data requires robust methods to handle redundancy and noise.LD4IE intends to gather researchers and practitioners to address multiple challenges arising from the usage of LD as learning material for IE tasks, focusing on (i) modelling user defined extraction tasks using LD; (ii) gathering learning materials from LD assuring quality (training data selection, cleaning, feature selection etc.); (iii) robust learning algorithms for handling LD; (iv) publishing IE results to the LOD cloud.",http://iswc2013.semanticweb.org/content/ld4ie,http://oak.dcs.shef.ac.uk/ld4ie2013/index.html,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/sml2od/2013,,,WorkshopEvent,"Semantic Machine Learning and Linked Open Data Application",2013-10-22T13:45:00,2013-10-22T17:30:00,Australia/Sydney,"Composite (Ground Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Ahsan Morshed,Ritaban Dutta,Greg Timms",,,SML2OD2013,"Historical and spatial big data from the environmental and agricultural domains already exist in the modern technology-driven world. Government agencies, utilities and research bodies already have large amounts of data, but their value is not being fully realised because they are not integrated and consequently big knowledge is difficult to access. Semantic web, semantic machine learning and linked open data technology may help to build an ""outer knowledge layer"" so that this information could be accessed by domain people and the broader community. It can also be used to answer complex dynamic queries at run time from the system point of view.",http://iswc2013.semanticweb.org/content/sml2od-2013,http://www.csiro.au/SML2OD2013,,http://iswc2013.semanticweb.org/content/workshops,EOL
[WORKSHOP]/provon/2013,,,WorkshopEvent,"Society, Privacy and the Semantic Web - Policy and Technology",2013-10-22T09:00:00,2013-10-22T17:30:00,Australia/Sydney,"Lodge Room 3 (3rd Floor)","SMC Conference & Function Centre, Sydney, Australia",Chair,"Stefan Decker,Jim Hendler,Sabrina Kirrane",,,PRIVON2013,"We (the Semantic Web community) are responsible for the conception of technologies that enable large scale integration and mining of personal and public information in all domains of society. This brings unprecedented advantages, assists humans, organisations and systems with problem solving, enables innovation and increases productivity. It makes everything more transparent. However this transparency comes at a price: the loss of our privacy. There has been growing awareness within the community of the need to address privacy and security concerns. To date the focus has been on researching specific privacy and security models and frameworks, for example for access control, obfuscation, anonymization, aggregation, licensing, etc. However we are “putting the cart before the horse”, we need to identify clear privacy and security requirements before proposing technical solutions. With this workshop we aim at the following goals: First, raise awareness that the technologies the community are working on have global societal consequences. Vice versa, our research can be guided by determining a road map for desirable privacy goals. We aim to determine first steps towards identifying desirable goals. Second, raise awareness of interconnections between the different communities that are involved in Web privacy and security ­ e.g., policy makers, users, social sciences and computer scientists and provide a platform for interconnection and communication. Third, determine the next steps that need to be conducted in order to broaden the level of engagement between the relevant parties.",http://iswc2013.semanticweb.org/content/privon-2013,http://privon.semanticweb.org/,,http://iswc2013.semanticweb.org/content/workshops,EOL
