event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,acronym,abstract,homepage,link_document,logo,source,EOL
[WORKSHOP]/om/2014,,,WorkshopEvent,Ninth International Workshop on Ontology Matching,2014-10-20T09:00:00,2014-10-20T17:30:00,Europe/Rome,Sala 1000A,,Chair,"Pavel Shvaiko,Jérôme Euzenat,Ming Mao,Ernesto Jiménez-Ruiz,Juanzi Li,Axel Ngonga",,,OM2014,"Ontology matching is a key interoperability enabler for the Semantic Web, as well as a useful tactic in some classical data integration tasks dealing with the semantic heterogeneity problem. It takes the ontologies as input and determines as output an alignment, that is, a set of correspondences between the semantically related entities of those ontologies. These correspondences can be used for various tasks, such as ontology merging, data translation, query answering or navigation on the web of data. Thus, matching ontologies enables the knowledge and data expressed in the matched ontologies to interoperate. The workshop has three goals: To bring together leaders from academia, industry and user institutions to assess how academic advances are addressing real-world requirements. The workshop will strive to improve academic awareness of industrial and final user needs, and therefore direct research towards those needs. Simultaneously, the workshop will serve to inform industry and user representatives about existing research efforts that may meet their requirements. The workshop will also investigate how the ontology matching technology is going to evolve. To conduct an extensive and rigorous evaluation of ontology matching and instance matching (link discovery) approaches through the OAEI (Ontology Alignment Evaluation Initiative) 2014 campaign. Besides real-world specific matching tasks, involving e.g., large biomedical ontologies, OAEI-14 will include evaluation of interactive matchers and matchers for query answering. Therefore, the ontology matching evaluation initiative itself will provide a solid ground for discussion of how well the current approaches are meeting business needs. To examine new uses, similarities and differences from database schema matching, which has received decades of attention but is just beginning to transition to mainstream tools.",http://om2014.ontologymatching.org/,,,http://om2014.ontologymatching.org/,EOL
[WORKSHOP]/swws/2014,,,WorkshopEvent,10th International Workshop on Scalable Semantic Web Knowledge Base Systems,2014-10-20T09:00:00,2014-10-20T12:40:00,Europe/Rome,Sala 100A,,Chair,"Thorsten Liebig,Achille Fokoue",,,SWWS2014,"SSWS 2014 is the tenth edition of the successful Scalable Semantic Web Knowledge Base Systems workshop series. This workshop provides a forum for discussing scalability issues for the Semantic Web, with the focus on the development and deployment of knowledge base systems for processing Semantic Web data. We expect that scalability issues are going to challenge the Semantic Web for a long time and significant effort is needed in order to tackle them. This workshop brings together researchers and practitioners to share their recent ideas and advances towards building scalable knowledge base systems for the Semantic Web.",http://www.ssws-ws.org/SSWS2014/,,,http://www.ssws-ws.org/SSWS2014/,EOL
[WORKSHOP]/ld4ie/2014,,,WorkshopEvent,second international workshop on Linked Data for Information Extraction,2014-10-20T09:00:00,2014-10-20T12:40:00,Europe/Rome,Sala Stampa A,,Chair,"Anna Lisa Gentile,Ziqi Zhang,Claudia d'Amato,Heiko Paulheim",,,LD4IE,"The World Wide Web provides access to tens of billions of pages, mostly containing information that is largely unstructured and only intended for human readability. On the other hand,  Linked Data provide billions of pieces of information linked together and made available for automated processing. However, there is the lack of interconnection between the information in the Web pages and Linked Data. A number of initiatives, like RDFa (supported by W3C) or Microformats (used by schema.org and supported by major search engines) are trying to enable machines to make sense of the information contained in human readable pages by providing the ability to annotate webpage content with Linked Data. This creates a large knowledge base of entities and concepts, connected by semantic relations. Such resources can be valuable seed data for IE tasks. Furthermore, the annotated web pages can be considered as training data in the traditional machine learning paradigm.  However, powering Web-scale IE using Linked Data faces major challenges, including  discovering relevant learning materials, which is non-trivial due to the heterogeneity of vocabularies, the imbalanced coverage of different domains and the presence of noise, errors, imprecision and spam.  Addressing these challenges requires multi-field collaborative research effort covering various topics such as modelling IE tasks with respect to LD; efficient, large scale, and robust learning algorithms able to scale and cope with noise; measures for assessing learning material quality, and methods for selecting and optimizing training seeds.",http://oak.dcs.shef.ac.uk/ld4ie2014,,,http://oak.dcs.shef.ac.uk/ld4ie2014,EOL
[WORKSHOP]/ordring/2014,,,WorkshopEvent,3rd International Workshop on Ordering and Reasoning,2014-10-20T09:00:00,2014-10-20T12:40:00,Europe/Rome,Sala Stampa B,,Chair,"Irene Celino,Oscar Corcho,Emanuele Della Valle,Daniele Dell'Aglio ,Markus Krötzsch,Stefan Schlobach ",,,ordring2014,"More and more applications require real-time processing of massive, dynamically generated, ordered data; where order is often an essential factor reflecting recency, proximity or relevance. Stream and rank-aware data management techniques are progressively providing reactive and reliable query answering over such massive datasets. Key to their success is the use of streaming algorithms that harness the natural or enforceable orders in the data. Semantic technologies can play a relevant role in this setting, exploiting their expressive power to integrate those highly dynamic sources. In the recent years, different work started to push order-related concepts in semantic technologies, such as Stream Reasoning and top-k ontological query answering. This workshop (as its predecessors in 2011, and 2013) aims at bringing together this growing and very active community interested in integrating ordering with reasoning by using methods inspired by stream and rank-aware data management.",http://streamreasoning.org/events/ordring2014,,,http://streamreasoning.org/events/ordring2014,EOL
[WORKSHOP]/nlpdbpedia/2014,,,WorkshopEvent,NLP & DBpedia 2014 Workshop,2014-10-20T14:00:00,2014-10-20T17:30:00,Europe/Rome,Sala 100A,,Chair,"Heiko Paulheim,Marieke van Erp,Agata Filipowska,Pablo N. Mendes",,,NLPDBP2014,"The DBpedia community has recently experienced an immense increase in activity. We believe that the time has come to explore the connection between DBpedia & Natural Language Processing (NLP) in a yet unprecedented depth.   DBpedia has a long-standing tradition to provide useful data as well as a commitment to reliable Semantic Web technologies and living best practices. With the rise of WikiData, DBpedia is step-by-step relieved from the tedious extraction of data from Wikipedia’s infoboxes and can shift its focus on new challenges such as extracting information from the unstructured article text as well as becoming a testing ground for multilingual NLP methods.",https://nlpdbpedia2014.wordpress.com/,,,https://nlpdbpedia2014.wordpress.com/,EOL
[WORKSHOP]/privon/2014,,,WorkshopEvent,"Society, Privacy and the Semantic Web - Policy and Technology",2014-10-20T14:00:00,2014-10-20T17:30:00,Europe/Rome,Sala Stampa A,,Chair,"Stefan Decker,Mathieu d'Aquin,Christopher Brewster,Sabrina Kirrane",,,PrivOn2014,"Last year Bruce Schneier’s article “The Internet is a surveillance state” summarised the state of Internet privacy as “Welcome to an Internet without privacy, and we've ended up here with hardly a fight”. A couple of months later, Snowden shocked the world when he revealed that the US National Security Agency (NSA) were tracking online communication in a large scale surveillance programme known as PRISM. This was quickly followed by revelations that other countries were running similar covert operations. One year on and the story is still making headline news. Just this month, Tim Berners-Lee called on the world to take a stand against surveillance on the web. His suggestion is a global digital ""bill of rights"" similar to the Magna Carta.  The stage is set for a thrilling debate on the right to privacy and what actions should be taken to protect this right online. Technical Co-Sponsored by IEEE UK and Ireland SSIT Chapter and the CityPulse Project, this year’s workshop aims to build on last years event by growing the community of individuals actively working on the topic and by promoting discussion beyond the technical aspects, building on aforementioned current events. It aims to capture the intersection between society, policy and technology, for example by debating the need and foundation for a global digital ""bill of rights"" similar to the Magna Carta as suggested by Tim Berners-Lee.",http://privon.semanticweb.org/,,,http://privon.semanticweb.org/,EOL
[WORKSHOP]/ssn/2014,,,WorkshopEvent,7th International Workshop on Semantic Sensor Networks,2014-10-20T14:00:00,2014-10-20T17:30:00,Europe/Rome,Sala Stampa B,,Chair,"Michael Compton, Krzysztof Janowicz, Kerry Taylor",,,SSN2014,"The number of IP connected devices will be nearly three times the global population by 2016 and a growing amount of Internet traffic is originating with non-PC devices. Many of these devices can act as sensors and there may be trillions of fixed sensors by 2020. Such sensors are geographically distributed and are capable of forming ad hoc networks, with nodes expected to be dynamically inserted and removed. This diverse, changing environment provides many interesting challenges. While frameworks such as the Sensor Web Enablement (SWE) standards, developed by the Open Geospatial Consortium, provide some interoperability, semantics is increasingly seen as a key enabler for integration of sensor data and broader Web information systems. Analytical and reasoning capabilities afforded by Semantic Web standards and technologies are considered important for developing advanced applications that go from capturing observations to recognition of events and ultimately developing comprehensive situational awareness. Defence, transportation, global enterprise, and natural resource management industries are leading the rapid emergence of applications in commercial, civic, and scientific operations that involve sensors, web services and semantics. Semantic technologies are often proposed as important components of complex, cross-jurisdictional, heterogeneous, dynamic information systems. The needs and opportunities arising from the rapidly growing capabilities of networked sensing devices are a challenging case. SSN 2014 aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of the semantic web, sensor networking and sensors in the Internet of Things. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other.",http://knoesis.org/ssn2014/,,,http://knoesis.org/ssn2014/,EOL
,,,,,,,,,,,,,,,,,,,,
[ME]/tutorial-5,[ME]/track/tutorial,,TutorialEvent,Semantic Annotation of Social Media,2014-10-20T09:00:00,2014-10-20T17:30:00,Europe/Rome,Sala 100B,,,,Organizer,"Kalina Bontcheva,Diana Maynard,Marta Sabou ",,"This tutorial takes a detailed view of key semantic annotation tasks (corpus annotation, linguistic pre-processing, entity and relation recognition, LOD-based entity linking and disambiguation, and opinion mining) of social media content. It will cover both the latest state-of-the-art research and selected established methods and tools for natural language processing (NLP), which have been adapted to social media. Topics covered include the comparison of traditional news-based text with social media in terms of processing techniques, an introduction to semantic annotation, description of algorithms tailored to social media, crowdsourcing approaches to collecting data for annotation and evaluation, and a look at real applications, including summarisation of social media content, user modelling, media monitoring and semantics-based information visualisation. The tutorial will be interspersed with practical exercises for the participants to carry out, using the GATE toolkit.",https://gate.ac.uk/tutorials/iswc2014-social-media-tutorial.html,,,https://gate.ac.uk/tutorials/iswc2014-social-media-tutorial.html,EOL
[ME]/tutorial-6,[ME]/track/tutorial,,TutorialEvent,Building the Multilingual Web of Data,2014-10-20T09:00:00,2014-10-20T17:30:00,Europe/Rome,Sala Belvedere,,,,Organizer,"Jorge Gracia,Daniel Vila-Suero,John McCrae,Sebastian Walter,Paul Buitelaar,Sebastian Hellmann,Roberto Navigli,Tiziano Flati",,"The multilingual Web of Data can be realized as a layer of services and resources on top of the current Linked Data cloud which adds: linguistic information in different languages, mappings between data with labels in different languages, and services to dynamically access and traverse Linked Data across different languages. Contributing towards this vision, in this tutorial we provide an overview of ingredients that are crucial to bring the vision of a multilingual web of data into reality.  In particular, the tutorial will tackle the following questions: How to represent rich multilingual lexical information (beyond rdfs:label) and associate it to ontologies and linked data? How to represent and publish multilingual texts, annotations and corpora as linked data? How to generate multilingual linked data from data silos? How to perform word sense disambiguation and entity linking of multilingual linked data? How to apply these techniques to a real use case? We will try to answer them in a practical way, by means of examples and hands-on exercises. The tutorial will be organised in five sections, each one covering one of such topics. Each section will be divided in a theoretical introduction and a practical session. The practical work will consist in completing some short guided examples proposed by the speakers. All the instructional material, data and software required to follow the session will be available online beforehand in the tutorial webpage. The attendees have to be familiar with the basic notions of RDF and OWL. No previous experience on linked data publication is required. No prior knowledge on NLP techniques or computational linguistics is required.",http://www.lider-project.eu/iswc14_MLWDTutorial,,,http://www.lider-project.eu/iswc14_MLWDTutorial,EOL
[ME]/tutorial-7,[ME]/track/tutorial,,TutorialEvent,Apache Marmotta,2014-10-20T09:00:00,2014-10-20T12:40:00,Europe/Rome,Sala Presidenza,,,,Organizer,"Sebastian Schaffert,Sergio Fernández,Thomas Kurz,Jakob Frank",,"The Linked Data Platform working group at W3C is currently finalising the first version of the Linked Data Platform (LDP) recommendation. The goal of the Linked Data Platform is to provide a specification on how to use HTTP to interact with servers that expose their resources as Linked Data. Beyond the established Linked Data principles, it provides additional functionalities like create, read, update, and delete resources, manage collections of resources in different containers, and combining RDF and non-RDF resources (e.g. media resources). It is expected that many Linked Data servers will in the coming months add support for some of the LDP functionalities. Apache Marmotta, an Open Source implementation of a Linked Data server with many modules and extensions, is one of the first frameworks to offer a feature-complete reference implementation of this recommendation. As Open Source Software hosted by the Apache Software Foundation, it is a framework that can be used and extended freely in both academic and commercial contexts, and is therefore well suited as foundation for the Linked Data Platform. As the Linked Data Platform is an emerging standard, it has – to the best of our knowledge – so far not been presented in similar tutorials.",http://marmotta.apache.org/events/iswc2014.html,,,http://marmotta.apache.org/events/iswc2014.html,EOL
[ME]/tutorial-8,[ME]/track/tutorial,,TutorialEvent,Re-using Media on The Semantic Web,2014-10-20T14:00:00,2014-10-20T17:30:00,Europe/Rome,Sala Presidenza,,,,Organizer,"Raphaël Troncy, Lyndon Nixon, Michiel Hildebrand",,"The Web is developing not just into a more Semantic Web but also into a much richer Multimedia Web. While a layer of semantics is being developed on top of web pages and textual documents via structured data markup and more and more linked data datasets are published, the rapidly growing mass of online media – audio, image, video – is nowhere nearly as integrated into this body of web-wide knowledge. Media annotation does take place within archives and repositories, but even the “semantic” annotation is typically disconnected from the web and its semantics layer. Linked Data-based annotation of media resources published on the Web could drive new applications for media retrieval and re-use, to the benefit of both media owners and consumers. This tutorial will look at tools and services to semantically annotate online media and use those annotations for online retrieval and re-use based on a number of emerging web specifications and technologies. We will focus on means to annotate spatial and temporal fragments of media assets with Linked Data concepts, how to use those annotations to discover types of relevancy between distinct media assets and development of applications using discovered links between annotated media to provide enhanced user services.",http://www.linkedtv.eu/event/tutorial/,,,http://www.linkedtv.eu/event/tutorial/,EOL
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
[ME]/track/doctoral-consortium,[ME],,WorkshopEvent,ISWC 2014 Doctoral Consortium,2014-10-20T09:00:00,2014-10-20T17:30:00,Europe/Rome,Sala 300A,,,,,,Doctoral Consortium,,,,,,EOL
,,,,,,,,,,,,,,,,,,,,
,,,BreakEvent,Coffee break,2014-10-20T10:30:00,2014-10-20T11:00:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,,BreakEvent,Lunch,2014-10-20T12:40:00,2014-10-29T14:00:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,,BreakEvent,Coffee break,2014-10-20T15:30:00,2014-10-20T16:00:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
[ME]/special/welcome,,,SpecialEvent,Welcome Aperitif,2014-10-20T18:30:00,2014-10-20T20:00:00,Europe/Rome,Rocca (Town Centre),,,,,,,,,,,,EOL
,,,SpecialEvent,SWSA Meeting (Invitation only),2014-10-20T19:30:00,2014-10-20T23:00:00,Europe/Rome,Sala 100 ,,,,,,,,,,,,EOL
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,SpecialEvent,Registration,2014-10-21T08:00:00,2014-10-21T17:00:00,Europe/Rome,Foyer,,,,,,,,,,,,
,,,SpecialEvent,Exhibitions,2014-10-21T09:00:00,2014-10-21T21:30:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,,SpecialEvent,Opening & 10 years awards,2014-10-21T09:00:00,2014-10-21T09:30:00,Europe/Rome,Sala 1000A,,Session Chair,"Carole Goble,Abraham Bernstein",,,,,,,,,EOL
[ME]/talk/invited-1,,,InvitedTalkEvent,Web Search - From The Noun to The Verb,2014-10-21T09:30:00,2014-10-21T10:30:00,Europe/Rome,Sala 1000A,,Session Chair,Peter Mika,Speaker,Prabhakar Raghavan,,"This talk examines the evolution of web search experiences over 20 years, and their impact on the underlying architecture. Early web search represented the adaptation of methods from classic Information Retrieval to the Web. Around the turn of this century, the focus shifted to triaging the need behind a query - whether it was Navigational, Informational or Transactional; engines began to customize their experiences depending on the need. The next change arose from the recognition that most queries embodied noun phrases, leading to the construction of knowledge representations from which queries could extract and deliver information regarding the noun in the query. Most recently, three trends represent the next step beyond these ""noun engines"": (1) ""Queryless engines"" have begun surfacing information meeting a user's need based on the user's context, without explicit querying; (2) Search engines have actively begun assisting the user's task at hand - the verb underlying the noun query; (3) increasing use of speech recognition is changing the distribution of queries.",http://iswc2014.semanticweb.org/keynote_prabhakar_raghavan,,,,EOL
,,,BreakEvent,Coffee break,2014-10-21T10:30:00,2014-10-21T11:00:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
[ME]/session-1a,,,SessionEvent,Session: NLP & IE,2014-10-21T11:00:00,2014-10-21T12:20:00,Europe/Rome,Sala 1000B,,Session Chair,Marco Rospocher,,,,,,,,,EOL
[ME]/session-1b,,,SessionEvent,Session: Querying,2014-10-21T11:00:00,2014-10-21T12:20:00,Europe/Rome,Sala 300,,Session Chair,Johanna Völker,,,,,,,,,EOL
[ME]/session-1c,,,SessionEvent,Session: Data Integration & Link Discovery in Life Sciences,2014-10-21T11:00:00,2014-10-21T12:20:00,Europe/Rome,Sala 1000A,,Session Chair,Paul Groth,,,,,,,,,EOL
,,,BreakEvent,Lunch,2014-10-21T12:20:00,2014-10-21T13:30:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,,BreakEvent,JWS lunch (Invitation only),2014-10-21T12:20:00,2014-10-21T13:30:00,Europe/Rome,Sala 100,,,,,,,,,,,,EOL
[ME]/talk/invited-2,,,InvitedTalkEvent,Semantic Challenges in Getting Work Done,2014-10-21T13:30:00,2014-10-21T14:30:00,Europe/Rome,Sala 1000A,,Session Chair,Carole Goble,Speaker,Yolanda Gil ,,"In the new millennium, work involves an increasing amount of tasks that are knowledge-rich and collaborative. We are investigating how semantics can help on both fronts. Our focus is scientific work, in particular data analysis, where tremendous potential resides in combining the knowledge and resources of a highly fragmented science community. We capture task knowledge in semantic workflows, and use skeletal plan refinement algorithms to assist users when they specify high-level tasks. But the formulation of workflows is in itself a collaborative activity, a kind of meta-workflow composed of tasks such as finding the data needed or designing a new algorithm to handle the data available. We are investigating ""organic data science"", a new approach to collaboration that allows scientists to formulate and resolve scientific tasks through an open framework that facilitates ad-hoc participation. With a design based on social computing principles, our approach makes scientific processes transparent and incorporates semantic representations of tasks and their properties. The semantic challenges involved in this work are numerous and have great potential to transform the Web to help us do work in more productive and unanticipated ways.",http://iswc2014.semanticweb.org/keynote_yolanda_gil,,,,EOL
[ME]/session-2a,,,SessionEvent,Session: Reasoning,2014-10-21T14:40:00,2014-10-21T16:00:00,Europe/Rome,Sala 1000B,,Session Chair,Luciano Serafini,,,,,,,,,EOL
[ME]/session-2b,,,SessionEvent,Session: Sensors,2014-10-21T14:40:00,2014-10-21T16:00:00,Europe/Rome,Sala 300,,Session Chair,Oscar Corcho,,,,,,,,,EOL
[ME]/session-2c,,,SessionEvent,Session: Data Integration & Link Discovery,2014-10-21T14:40:00,2014-10-21T16:00:00,Europe/Rome,Sala 1000A,,Session Chair,Enrico Motta,,,,,,,,,EOL
,,,BreakEvent,Coffee break,2014-10-21T16:00:00,2014-10-21T16:20:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,, ,Minute Madness,2014-10-21T16:20:00,2014-10-21T17:50:00,Europe/Rome,Sala 1000A,,Session Chair,"Matthew Horridge, Marco Rospocher, Jacco van Ossenbruggen",,,,,,,,,EOL
,,,SpecialEvent,Linkedup Madness,2014-10-21T17:50:00,2014-10-21T18:00:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,EOL
,,,SpecialEvent,Poster & Demo session,2014-10-21T18:30:00,2014-10-21T21:30:00,Europe/Rome,Palameeting,,,,,,,,,,,,EOL
,,,SpecialEvent,EUON Town Hall,2014-10-21T18:30:00,2014-10-21T21:30:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,EOL
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-1a,1,TalkEvent,AGDISTIS - Graph-Based Disambiguation of Named Entities using Linked Data,2014-10-21T11:00:00,2014-10-21T11:20:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-1a,2,TalkEvent,M-ATOLL: A Framework for the lexicalization of ontologies in multiple languages,2014-10-21T11:20:00,2014-10-21T11:40:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-1a,3,TalkEvent,Towards Efficient and Effective Semantic Table Interpretation,2014-10-21T11:40:00,2014-10-21T12:00:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-1a,4,TalkEvent,Semano: Semantic Annotation Framework for Natural Language Resources,2014-10-21T12:00:00,2014-10-21T12:10:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-1a,5,TalkEvent,Ensemble Learning for Named Entity Recognition,2014-10-21T12:10:00,2014-10-21T12:20:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-1b,1,TalkEvent,Structural Properties as Proxy for Semantic Relevance in RDF Graph Sampling,2014-10-21T11:00:00,2014-10-21T11:20:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-1b,2,TalkEvent,Holistic and Compact Selectivity Estimation for Hybrid Queries over RDF Graphs,2014-10-21T11:20:00,2014-10-21T11:40:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-1b,3,TalkEvent,Querying Factorized Probabilistic Triple Databases,2014-10-21T11:40:00,2014-10-21T12:00:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-1b,4,TalkEvent,Ontology Search: An Empirical Evaluation,2014-10-21T12:00:00,2014-10-21T12:20:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-1c,1,TalkEvent,EPCIS event based traceability in pharmaceutical supply chains via automated generation of linked pedigrees,2014-10-21T11:00:00,2014-10-21T11:20:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-1c,2,TalkEvent,Scientific lenses to support multiple views over linked chemistry data,2014-10-21T11:20:00,2014-10-21T11:40:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-1c,3,TalkEvent,Linked Biomedical Dataspace: Lessons Learned integrating Data for Drug Discovery,2014-10-21T11:40:00,2014-10-21T12:00:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-1c,4,TalkEvent,Drug-Target Interaction Prediction Using Semantic Similarity and Edge Partition,2014-10-21T12:00:00,2014-10-21T12:20:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-2a,1,TalkEvent,Pushing the Boundaries of Tractable Ontology Reasoning,2014-10-21T14:40:00,2014-10-21T15:00:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-2a,2,TalkEvent,Effective computation of maximal sound approximations of Description Logic ontologies,2014-10-21T15:00:00,2014-10-21T15:20:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-2a,3,TalkEvent,Abstraction Refinement for Ontology Materialization,2014-10-21T15:20:00,2014-10-21T15:40:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,[ME]/session-2a,4,TalkEvent,Goal-Directed Tracing of Inferences in EL Ontologies,2014-10-21T15:40:00,2014-10-21T16:00:00,Europe/Rome,Sala 1000B,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-2b,1,TalkEvent,Knowledge-driven Activity Recognition and Segmentation Using Context Connections,2014-10-21T14:40:00,2014-10-21T15:00:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-2b,2,TalkEvent,A Use Case in Semantic Modelling and Ranking for the Sensor Web,2014-10-21T15:00:00,2014-10-21T15:20:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-2b,3,TalkEvent,"Semantic Traffic Diagnosis with STAR-CITY: Architecture and Lessons Learned from Deployment in Dublin, Bologna, Miami and Rio",2014-10-21T15:20:00,2014-10-21T15:40:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,[ME]/session-2b,4,TalkEvent,Adapting Semantic Sensor Networks for Smart Building Diagnosis,2014-10-21T15:40:00,2014-10-21T16:00:00,Europe/Rome,Sala 300,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,[ME]/session-2c,1,TalkEvent,CAMO: Integration of Linked Open Data for Multimedia Metadata Enrichment,2014-10-21T14:40:00,2014-10-21T15:00:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-2c,2,TalkEvent,HELIOS -- Execution Optimization for Link Discovery,2014-10-21T15:00:00,2014-10-21T15:20:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-2c,3,TalkEvent,SAKey: Scalable Almost Key discovery in RDF data,2014-10-21T15:20:00,2014-10-21T15:40:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-2c,4,TalkEvent,Introducing Wikidata to the Linked Data Web,2014-10-21T15:40:00,2014-10-21T15:50:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,[ME]/session-2c,5,TalkEvent,Web-Scale Extension of RDF Knowledge Bases from Templated Websites,2014-10-21T15:50:00,2014-10-21T16:00:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,SpecialEvent,Registration,2014-10-22T08:00:00,2014-10-22T17:00:00,Europe/Rome,Foyer,,,,,,,,,,,,
,,,SpecialEvent,Exhibitions,2014-10-23T09:00:00,2014-10-22T18:00:00,Europe/Rome,Palameeting,"SCEC - Sydney Convention & Exhibition Centre Darling Harbour, Sydney, Australia",,,,,,,,,,,
,,,SpecialEvent,Announcements & LinkedUp Competition Prize,2014-10-22T09:00:00,2014-10-22T09:15:00,Europe/Rome,Sala 1000A,,,,,,,,,,,,
[ME]/talk/invited-3,,,InvitedTalkEvent,The Semantic Web in an Age of Open Data,2014-10-22T09:15:00,2014-10-22T10:15:00,Europe/Rome,Sala 1000A,,Session Chair,Axel Polleres,Speaker, Nigel Shadbolt,,"The last five years have seen increasing amounts of open data being published on the Web. In particular, governments have made data available across a wide range of sectors: spending, crime and justice, education, health, transport, geospatial, environmental and much more. The data has been published in a variety of formats and has been reused with varying degrees of success. Commercial organisations have begun to exploit this resource and in some cases elected to release their own open data. Only a relatively small amount of the data published has been linked data.  However, the methods and techniques of the semantic web could significantly enhance the value and utility of open data. What are the obstacles and challenges that prevent the routine publication of these resources as semantically enriched open data? What can be done to improve the situation? Where are the examples of the successful publication and exploitation of semantically enriched content? What lessons should we draw for the future?",http://iswc2014.semanticweb.org/keynote_nigel_shadbolt,,,,
,,,BreakEvent,Coffee break,2014-10-22T10:15:00,2014-10-22T11:00:00,Europe/Rome,Palameeting,,,,,,,,,,,,
[ME]/session-3a,,,SessionEvent,Industry Track: Regular Talks,2014-10-22T11:00:00,2014-10-22T12:40:00,Europe/Rome,Sala 1000B,,Session Chair,John Davies,,,,,,,,,
[ME]/session-3b,,,SessionEvent,Session: Linked Data & Data Quality,2014-10-22T11:00:00,2014-10-22T12:40:00,Europe/Rome,Sala 300,,Session Chair,Guus Schreiber,,,,,,,,,
[ME]/session-3c,,,SessionEvent,Session: User Interaction & Personalization,2014-10-22T11:00:00,2014-10-22T12:40:00,Europe/Rome,Sala 1000A,,Session Chair,Natasha Noy,,,,,,,,,
,,,BreakEvent,Lunch,2014-10-22T12:40:00,2014-10-22T14:20:00,Europe/Rome,Palameeting,,,,,,,,,,,,
,,,SpecialEvent,Student Mentoring lunch,2014-10-22T12:40:00,2014-10-22T14:20:00,Europe/Rome,Sala Stampa,,,,,,,,,,,,
[ME]/session-4a,,,SessionEvent,Industry Track: First Pechakucha Session,2014-10-22T14:20:00,2014-10-22T15:20:00,Europe/Rome,Sala 1000B,,Session Chair,Chris Welty ,,,,,,,,,
[ME]/session-4b,,,SessionEvent,Session: SPARQL Extensions,2014-10-22T14:20:00,2014-10-22T15:20:00,Europe/Rome,Sala 300,,Session Chair,Chiara Ghidini,,,,,,,,,
[ME]/session-4c,,,SessionEvent,SW challenge,2014-10-22T14:20:00,2014-10-22T15:20:00,Europe/Rome,Sala 1000A,,Session Chair,"Sean Bechhofer , Andreas Harth",,,,,,,,,
