altLabel,title,subtitle,uri,source,status,redirects,disambiguates,matched_entity_type,row_type,modified
"University of Victoria, British Columbia","University of Victoria",,http://dbpedia.org/resource/University_of_Victoria,,ok,,,TRUE,,2013/08/01
"University of Waikato","University of Waikato",,http://dbpedia.org/resource/University_of_Waikato,,ok,,,TRUE,,2013/09/03
"Instituite of Mathematics Warsaw University","University of Warsaw",,http://dbpedia.org/resource/University_of_Warsaw,,ok,,,,,2013/08/01
"Institute of Mathematics, Warsaw University","University of Warsaw",,http://dbpedia.org/resource/University_of_Warsaw,,ok,,,,,2013/08/01
"University Washington","University of Washington",,http://dbpedia.org/resource/University_of_Washington,,man,,,,,2013/08/01
"University of Washington","University of Washington",,http://dbpedia.org/resource/University_of_Washington,,ok,,,,,2013/08/01
"Univ. Washington","University of Washington",,http://dbpedia.org/resource/University_of_Washington,,ok,,,,,2013/08/01
"University of Waterloo","University of Waterloo",,http://dbpedia.org/resource/University_of_Waterloo,,ok,,,TRUE,,2013/08/01
"University of Western Australia","University of Western Australia",,http://dbpedia.org/resource/University_of_Western_Australia,,ok,,,TRUE,,2013/09/05
"University of Western Sydney","University of Western Sydney",,http://dbpedia.org/resource/University_of_Western_Sydney,,ok,,,TRUE,,2013/08/01
"University Western Florida","University of West Florida",,http://dbpedia.org/resource/University_of_West_Florida,,man,,,,,2013/08/01
"University of West Florida","University of West Florida",,http://dbpedia.org/resource/University_of_West_Florida,,ok,,,,,2013/08/01
"The University of Wollongong","University of Wollongong",,http://dbpedia.org/resource/University_of_Wollongong,,ok,,,TRUE,,2013/08/01
"University of Wuerzburg","University of Würzburg",,http://dbpedia.org/resource/University_of_W%C3%BCrzburg,,ok,,,TRUE,,2013/08/01
"University Würzburg","University of Würzburg",,http://dbpedia.org/resource/University_of_W%C3%BCrzburg,,ok,,,,,2013/08/01
"The University of York, UK","University of York",,http://dbpedia.org/resource/University_of_York,,ok,,,,,2013/08/01
"Universidad de Zaragoza","University of Zaragoza",,http://dbpedia.org/resource/University_of_Zaragoza,,ok,,,TRUE,,2013/09/03
"University of Zaragoza","University of Zaragoza",,http://dbpedia.org/resource/University_of_Zaragoza,,ok,,,TRUE,,2013/08/01
"Uinversity of Zurich","University of Zurich",,http://dbpedia.org/resource/University_of_Zurich,,ok,,,,,2013/09/04
"University of Zurich","University of Zurich",,http://dbpedia.org/resource/University_of_Zurich,,ok,,,,,2013/08/01
"Universtiy of Zurich","University of Zurich",,http://dbpedia.org/resource/University_of_Zurich,,ok,,,,,2013/09/04
"Vanderbilt University","Vanderbilt University",,http://dbpedia.org/resource/Vanderbilt_University,,ok,,,TRUE,,2013/09/05
"Vassar College","Vassar College",,http://dbpedia.org/resource/Vassar_College,,ok,,,,,2013/08/01
Verticalnet,VerticalNet,,http://dbpedia.org/resource/VerticalNet,,ok,,,,,2013/08/01
VerticalNet,VerticalNet,,http://dbpedia.org/resource/VerticalNet,,ok,,,,,2013/08/01
"Vertical Search Works","Vertical Search Works",,,,ok,,,TRUE,,2013/08/01
"Vienna University of Technology","Vienna University of Technology",,http://dbpedia.org/resource/Vienna_University_of_Technology,,ok,,,,,2013/08/01
"Bell Laboratories and Temple University","Villanova University",,,,man,,,TRUE,,2013/09/03
Visa,"Visa Inc.",,http://dbpedia.org/resource/Visa_Inc.,,ok,,,TRUE,,2013/09/05
"Visual Interaction and Communications Centre","Visual Interaction and Communications Centre",,,,ok,,,,,2013/08/01
"VNU University of Engineering and Technology","VNU University of Engineering and Technology",,,,man,,,TRUE,,2013/09/04
"Free University of Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,man,,,,,2013/08/01
"Vrije U Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,man,,,,,2013/08/01
"Vrije University Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,man,,,,,2013/08/01
"University of Amsterdam/Vrije Universiteit Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,TRUE,,2013/08/01
"VU Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,TRUE,,2013/08/01
"VU University Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,TRUE,,2013/08/01
"VU UNiversity Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,TRUE,,2013/09/04
"Frije University Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,,,2013/08/01
"Vrije Universiteit Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,,,2013/08/01
"Vrije Universiteit, Amsterdam","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,,,2013/08/01
"Vrije University","Vrije Universiteit Amsterdam",,http://dbpedia.org/resource/Vrije_Universiteit,,ok,,,,,2013/08/01
"Vrije Universiteit, Brussels","Vrije Universiteit Brussel",,http://dbpedia.org/resource/Vrije_Universiteit_Brussel,,ok,,,,,2013/08/01
"VTT Technical Research Centre of Finland","VTT Technical Research Centre of Finland",,http://dbpedia.org/resource/VTT_Technical_Research_Centre_of_Finland,,ok,,,,,2013/08/01
"Vulcan Inc","Vulcan Inc.",,http://dbpedia.org/resource/Vulcan_Inc.,,ok,,,TRUE,,2013/09/03
"Vulcan Inc.","Vulcan Inc.",,http://dbpedia.org/resource/Vulcan_Inc.,,ok,,,TRUE,,2013/08/01
W3C,W3C,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,man,,,,,2013/08/01
W3C,W3C,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,ok,,,,,2013/08/01
W3C,W3C,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,ok,,,,,2013/08/01
"World Wide Web Consortium",W3C,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,ok,,,,,2013/08/01
"World-Wide Web Consortium",W3C,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,ok,,,,,2013/08/01
"W3C Australia","W3C Australia",,,,man,,,TRUE,,2013/09/04
"Wainscott ventures","Wainscott ventures",,,,man,,,,,2013/08/01
"Warsaw University of Technology","Warsaw University of Technology",,http://dbpedia.org/resource/Warsaw_University_of_Technology,,ok,,,,,2013/08/01
"Web Directions","Web Directions",,,,ok,,,,,2013/08/01
"Web Directions South","Web Directions South",,,,man,,,,,2013/09/04
WebMediaBrands,WebMediaBrands,,,,ok,,,,,2013/08/01
"Wells Fargo Bank","Wells Fargo",,http://dbpedia.org/resource/Wells_Fargo,,ok,,,TRUE,,2013/09/03
"Whizbang !","Whizbang !",,,,man,,,,,2013/08/01
"Wolters Kluwer","Wolters Kluwer",,http://dbpedia.org/resource/Wolters_Kluwer,,ok,,,TRUE,,2013/09/03
"WonderWeb: Ontology Infrastructure for the Semantic Web",WonderWeb,"Ontology Infrastructure for the Semantic Web",,,man-short,,,,,2013/08/01
"Worcester Polytechnic Institute","Worcester Polytechnic Institute",,http://dbpedia.org/resource/Worcester_Polytechnic_Institute,,ok,,,,,2013/08/01
"Wright State University","Wright State University",,http://dbpedia.org/resource/Wright_State_University,,ok,,,TRUE,,2013/08/01
"Knoesis Center, Wright State University","Wright State University",,,,man,,,,,2013/09/26
"Kno.e.sis Center, Wright State University","Wright State University",,,,ok,,,,,2013/09/26
"Kno.e.sis Center,Wright State University","Wright State University",,,,ok,,,,,2013/09/26
"Kno.e.sis Center, Wright State University, Dayton, Ohio","Wright State University",,,,ok,,,,,2013/09/26
Ximetrix,Ximetrix,,,,ok,,,,,2013/08/01
"Xonar GmbH","Xonar GmbH",,,,man,,,,,2013/08/01
Xyleme,Xyleme,,,,ok,,,,,2013/08/01
Yahoo!,Yahoo!,,http://dbpedia.org/resource/Yahoo!,,ok,,,TRUE,,2013/09/04
"Yahoo! Labs","Yahoo! Labs",,,,man,,,,,2013/09/09
"Yahoo! Research","Yahoo! Research",,http://dbpedia.org/resource/Yahoo!_Research,,ok,,,,,2013/08/01
"Yahoo! Research Silicon Valley","Yahoo! Research",,,,man,,,,,2013/09/03
"Yale University","Yale University",,http://dbpedia.org/resource/Yale_University,,ok,,,,,2013/08/01
YarcData,YarcData,,,,man,,,,,2013/09/03
"Yarmouk University","Yarmouk University",,http://dbpedia.org/resource/Yarmouk_University,,ok,,,TRUE,,2013/08/01
"Yeungnam University","Yeungnam University",,http://dbpedia.org/resource/Yeungnam_University,,ok,,,TRUE,,2013/08/01
"Department of Computer Science, Yonsei University","Yonsei University",,http://dbpedia.org/resource/Yonsei_University,,man,,,TRUE,,2013/09/04
"York University","York University",,http://dbpedia.org/resource/York_University,,ok,,,,,2013/08/01
"Zhejiang University","Zhejiang University",,http://dbpedia.org/resource/Zhejiang_University,,ok,,,TRUE,,2013/09/03
LIG,LIG,,,,man,,,,,2013/09/26
"Laboratoire d'Informatique de Grenoble",LIG,,,,man,,,,,2013/09/26
"INRIA & LIG","INRIA; LIG",,,,man,,,,map2,2013/09/26
"INRIA and LIG","INRIA; LIG",,,,man,,,,map2,2013/09/26
"Universite, de Grenoble","University of Grenoble",,http://dbpedia.org/resource/University_of_Grenoble,,ok,,,TRUE,,2013/09/26
"LORIA, University Nancy","LORIA; University Nancy",,,,man,,,,map2,2013/09/26
"INRIA & University of Grenoble","INRIA; University of Grenoble",,,,man,,,,map2,2013/09/26
"University Nancy",Nancy-Université,,http://dbpedia.org/resource/Nancy-Universit%C3%A9,,ok,,,TRUE,,2013/09/26
"Bureau of Meteorology","Bureau of Meteorology",,http://dbpedia.org/resource/Bureau_of_Meteorology,,ok,,,TRUE,,2013/10/10
